id,fold,type,label,text1,text2
because-1852197.ann-E40,8,Consequence,obstruct,The same distrust,relations throughout Baghdad
because-wsj_0184.ann-E3,9,Consequence,cause,the plan's implementation,the long-term savings
because-1854585.ann-E5,0,Purpose,cause,undermining Hamas in the eyes of Palestinians by improving life in the West Bank,make political concessions to Mr. Abbas in the West Bank
because-1853339.ann-E9,1,Motivation,cause,he believed it would degrade the value of American citizenship,he felt strongly about the bill
because-1854575.ann-E12,2,Consequence,cause,the support of the legislative leaders,it is virtually assured of passage next week
because-1855648.ann-E53,3,Motivation,cause,possible,the hospital encouraged voting
because-wsj_1874.ann-E9,4,Purpose,cause,raise cash,some mutual funds sold their most liquid issues
because-1818333.ann-E25,5,Motivation,cause,he saw that the additional American combat forces would be accompanied by a ``political and economic surge.'',General Abizaid came around
because-wsj_1540.ann-E1,6,Motivation,cause,Ford concluded that the cost to modernize Saab's car operations would outweigh the likely return,Ford and Saab ended talks about a possible alliance
because-CHRG-111shrg61651.ann-E34,7,Motivation,cause,intra-industry activity goes up,increasing capital
because-wsj_1689.ann-E9,8,Consequence,cause,The defection of Deloitte's affiliates in Britain and the Netherlands to Coopers & Lybrand,"Coopers one of the biggest accounting firms in Europe, rivaling KPMG Peat Marwick there"
because-wsj_1829.ann-E3,9,Motivation,cause,"Tuesday evening's temblor, which registered 6.9 on the Richter scale","Other companies, including International Business Machines Corp. and Hewlett-Packard Co., completely idled their operations"
because-wsj_1829.ann-E11,0,Consequence,cause,closer scrutiny,make sure they weren't in danger of crumbling
because-20020731-nyt.ann-E137,1,Consequence,cause,paying the auction price and a fee of $20 for the face value of the coin,The buyer will receive a certificate of transfer stating just that
because-CHRG-110hhrg44900-1.ann-E71,2,Consequence,cause,we give our regulators additional emergency authority to limit temporary disruptions,do this
because-CHRG-110hhrg44900-1.ann-E22,3,Motivation,cause,it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee,that is how we will proceed
because-CHRG-110hhrg44900-1.ann-E79,4,Motivation,cause,holding this hearing on systemic risk and the appropriate regulatory responses to managing that risk,I thank the chairman
because-wsj_1630.ann-E5,5,Purpose,cause,remove asbestos from the premises,Chase will have to spend approximately $50 million
because-wsj_0026.ann-E3,6,Motivation,cause,the potential for material injury to watch producers located in the U.S. and the Virgin Islands,"Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches"
because-ArticleIP_1060.ann-E24,7,Consequence,cause,Some,doctors perform tests to prove a fetus is pre-viable
because-wsj_1413.ann-E3,8,Consequence,cause,permission from the White House Office of Management and Budget,move the money
because-1819714.ann-E1,9,Consequence,obstruct,further Congressional action,"it would take full effect only five years from now, and then for only six months"
because-CHRG-110hhrg44900-2.ann-E81,0,Consequence,obstruct,an orderly process,moral hazard
because-1852142.ann-E8,1,Consequence,cause,"using coal and oil, the fossil fuels that underpin modern economies",greenhouse gas emissions
because-1853772.ann-E7,2,Purpose,cause,join the crowd,some Kosovo residents traveled to Tirana
because-wsj_1628.ann-E7,3,Purpose,cause,improve it,offer additional amendments
because-wsj_1103.ann-E3,4,Consequence,cause,rates moved unfavorably -- beginning late last year and continuing into this year,it cost them
because-wsj_1628.ann-E3,5,Consequence,cause,enough senators,overcome any procedural hurdle the Democratic leadership might erect
because-1853335.ann-E27,6,Motivation,cause,punishing Microsoft for including its video and audio player with its operating system,the Justice Department criticized the European Commission
because-1853335.ann-E3,7,Motivation,obstruct,"its latest operating system, Vista",the use of Google's desktop search program
because-1853957.ann-E13,8,Consequence,cause,an open and deliberative process,accountability for the American taxpayer
because-1822572.ann-E15,9,Purpose,cause,"push for major changes, like the creation of Family Health Plus to provide health insurance to more low-income children",1199 often joined the Greater New York Hospital Association
because-wsj_1803.ann-E18,0,Motivation,cause,"damage to its terminal, which in turn was causing delays for travelers headed to the Bay area","United Airlines, the largest carrier at San Francisco, was operating only 50% of its scheduled service in and out of the area"
because-CHRG-110hhrg44900-1.ann-E105,1,Purpose,cause,"early next year, one of the first items on the congressional agenda will be the legislation you talked about",are we able to begin working immediately together
because-CHRG-110hhrg44900-1.ann-E131,2,Purpose,cause,reduce the incidence and severity of future financial crises,that might be taken
because-1852197.ann-E11,3,Consequence,cause,meet that timetable,the Iraqi Security Forces make strides in coming months at maintaining security
because-1819714.ann-E5,4,Consequence,cause,the measure,ease the burden of repayment for graduates
because-1851285.ann-E4,5,Motivation,cause,"the fact that Christian conservatives, his party's base, have embraced AIDS as a cause and by the need to burnish America's image in an increasingly hostile world","Mr. Bush in 2003 launched a five-year, $15 billion program to support treatment, prevention and care in developing countries"
because-1855404.ann-E18,6,Consequence,cause,an explosion,injuries
because-wsj_1309.ann-E4,7,Motivation,cause,"the thick, black smoke obscured the area","The U.S. Coast Guard closed six miles of the Houston Ship Channel, where about 150 companies have operations"
because-CHRG-110hhrg44900-1.ann-E34,8,Consequence,cause,the Federal Reserve's move to bail out Bear Stearns in March of this year,prevent a financial meltdown
because-1852912.ann-E12,9,Motivation,cause,a reason,"Enemy had picked the place, he had picked the time and the location"
because-20020731-nyt.ann-E45,0,Motivation,cause,"arresting and jailing scores of suspected militants, including some who may be linked to al-Qaida, without trial",human rights groups criticize him
because-1855419.ann-E2,1,Motivation,cause,more I reviewed Abrams's work,more I was disappointed with his performance
because-CHRG-110hhrg44900-2.ann-E23,2,Purpose,cause,"strengthen their liquidity, strengthen their capital positions, and re-price risk",those investment banks working with the Fed and the SEC
because-wsj_1353.ann-E8,3,Purpose,cause,ease differences over guidelines for CIA agents,Bush is conferring with leaders of the Senate Intelligence Committee
because-1822572.ann-E9,4,Purpose,cause,prevent the factions from fighting,the police intervened
because-wsj_1296.ann-E1,5,Consequence,obstruct,The reluctance of some states to let Drexel off the hook,the firm's attempts to polish its image after its guilty plea to six felonies last month
because-1854005.ann-E5,6,Consequence,cause,"The endorsement by Mr. Menendez, a Cuban-American raised in Union City, N.J.","Mrs. Clinton solidify her standing in New Jersey, where Gov. Jon S. Corzine has already announced his support for her candidacy"
because-20000410_nyt-NEW.ann-E11,7,Purpose,cause,seek understanding why aid has been ineffective in stemming malnourishment and other medical problems,visiting hospitals and other facilities
because-wsj_1971.ann-E8,8,Motivation,cause,"requests from customers who are frustrated with the performance of the optical device, which isn't offered as standard equipment by any rivals",the changes
because-1818253.ann-E2,9,Motivation,cause,an American crackdown in Baghdad,fighting in Basra
because-1855590.ann-E19,0,Consequence,cause,the assault on Baquba,the deaths of at least four insurgents by Monday afternoon
because-1854575.ann-E11,1,Consequence,cause,The agreement announced today,over 70 percent of city projects move forward without the Wicks restrictions
because-wsj_1649.ann-E2,2,Motivation,cause,he can no longer throw the high hard one,he throws his heart instead
because-wsj_0120.ann-E3,3,Motivation,cause,I see prints going into the hands of institutions,I know they aren't going to come back on the market
because-1824078.ann-E3,4,Consequence,cause,how state aid is accounted for,the $327.9 million reduction might feel more like a $650 million hit
because-CHRG-110hhrg44900-2.ann-E91,5,Motivation,cause,playing a part in bringing these hearings about,"acknowledge the gentleman from New Jersey, Mr. Garrett"
because-CHRG-110hhrg44900-2.ann-E77,6,Motivation,cause,it were clearer that the system could withstand the failure of a firm of Bear Stearns' size,"we would be much more comfortable letting it happen, because we would think the system would be preserved"
because-1853335.ann-E6,7,Motivation,cause,the change in administrations,there has been a sharp falling away from the concerns about how Microsoft and other large companies use their market power
because-wsj_1103.ann-E8,8,Motivation,cause,The resulting scandal,the resignations of the company's chief financial officer and treasurer
because-1851286.ann-E10,9,Consequence,cause,"Racial profiling, sentencing disparities for crack and powdered cocaine and aggressive stops and searches in certain neighborhoods",a deep sense of persecution -- particularly among young black and Hispanic men -- and a dangerously adversarial relationship with law enforcement
because-1853335.ann-E5,0,Motivation,cause,conflict of interest issues,he removed himself from the case
because-wsj_1698.ann-E15,1,Consequence,cause,Senator Coats's proposal,the proposed spending cuts take place automatically unless Congress acts
because-wsj_1611.ann-E9,2,Motivation,cause,"its settlement plan in the W. Herbert Hunt case is approved by Judge Abramson, who will consider the proposal at a hearing next week",it wouldn't pursue such litigation
because-ArticleIP_1060.ann-E15,3,Consequence,cause,Sonograms,"doctors estimate the fetus's weight, which correlates with the lungs' development"
because-wsj_2465.ann-E5,4,Motivation,cause,it has always been a torchbearer in this war,They want to terrify the press and in particular El Espectador
because-CHRG-111shrg61651.ann-E40,5,Consequence,cause,"they did not have embedded in that institution a real money market activity, a trading house",JPMorgan Chase did better than many others during this recent crisis
because-wsj_1504.ann-E22,6,Purpose,cause,they can resolve problems immediately,Coach them in handling complaints
because-wsj_1413.ann-E6,7,Purpose,cause,"``impose a little bit more discipline'' by applying cuts to each individual program, project or activity in the budget","Budget Director Richard Darman structured the $16.1 billion spending reduction, half of which must come from defense"
because-1854675.ann-E12,8,Purpose,cause,"try to patch together the nascent Palestinian state, which is in danger of collapsing","another Arab government, like Egypt or Saudi Arabia, will soon step in"
because-20020731-nyt.ann-E170,9,Motivation,cause,humanitarian grounds,The verdict should be annulled
because-20020731-nyt.ann-E38,0,Consequence,cause,congressional approval,more direct military cooperation
because-wsj_1455.ann-E2,1,Consequence,cause,"such stratagems as opening windows to cut indoor air pollution, tacking down carpets instead of using toxic glues, and avoiding mahogany, which comes from endangered rain forests",the well-being of the planet
because-1854675.ann-E4,2,Consequence,cause,Mr. Abbas had the power,carry out his decrees
because-1851265.ann-E10,3,Consequence,cause,"making the doctrine into a law, rather than keeping it a common sense principle and leaving its interpretation up to the courts","it easier to crack down on abusive shelters and raise billions of dollars, through proposals for stiff penalties"
because-1852031.ann-E6,4,Purpose,cause,cross the Gulf of Aden and escape the country,they had come by boat to northern Somalia
because-wsj_2033.ann-E10,5,Motivation,cause,their returns are marked ``Hugo'' and postmarked by Jan. 16,people in the disaster areas won't be penalized for late filing
because-wsj_1446.ann-E15,6,Consequence,cause,they are unlikely to appreciate the nuances of attorney-client relationships,non-lawyers shouldn't be on the inquiry panels
because-wsj_1780.ann-E20,7,Consequence,obstruct,the secretary,a buy-out
because-1851286.ann-E8,8,Consequence,cause,a greater emphasis on the physical protection of witnesses,Combating the growing culture of fear
because-1852160.ann-E7,9,Purpose,cause,votes on this issue,Pandering
because-wsj_1874.ann-E18,0,Consequence,cause,property casualty insurance companies scramble to sell portions of their municipal portfolios to raise cash to pay damage claims,that could quickly change
because-1821059.ann-E19,1,Consequence,cause,"the return of 30 members loyal to the Shiite cleric Moktada al-Sadr, whose end to a two-month boycott created a public relations blitz that helped attract 189 members",It was the first quorum in months
because-20020731-nyt.ann-E164,2,Purpose,cause,"reward Mubarak's predecessor, Anwar Sadat, for signing a peace treaty with Israel",That aid bonanza was granted
because-CHRG-110hhrg44900-2.ann-E90,3,Motivation,cause,"I might just get to the bottom of the question I have been asking for many years, which is, who is in charge of the dollar",I'm delighted the two of you are here today
because-CHRG-110hhrg44900-2.ann-E93,4,Motivation,cause,I deeply appreciate it,"I do want to acknowledge the gentleman from New Jersey, Mr. Garrett, for playing a part in bringing these hearings about, and also Chairman Frank for having these hearings"
because-CHRG-110hhrg44900-2.ann-E33,5,Purpose,cause,"have a strong, independent regulator that will inject confidence into those institutions and into the markets",let's get the GSE reform legislation done
because-1854824.ann-E4,6,Consequence,cause,Mr. Romney becomes better known,"he will become more accessible, and likable, to voters"
because-ArticleIP_1060.ann-E1,7,Consequence,cause,poor initial respiration,lack of oxygen
because-CHRG-110hhrg44900-1.ann-E141,8,Consequence,cause,that should occur,what happens
because-1851287.ann-E1,9,Consequence,cause,we try to picture Microsoft's new ``interactive virtual concierge'',"what comes to mind is Sonny -- the robot-hero of the movie ``I, Robot.''"
because-1852912.ann-E4,0,Motivation,cause,failing to investigate the episode properly,"Last year, the Marine Corps charged Colonel Chessani, 43, and three other officers with dereliction of duty"
because-Article247_327.ann-E16,1,Consequence,cause,the editorial page,them cringing embarrassment
because-1821059.ann-E12,2,Motivation,cause,every missed session,Parliament would soon start fining members $400
because-wsj_1603.ann-E26,3,Motivation,cause,His dismissal,a furor among intellectuals that continues today
because-1853339.ann-E21,4,Purpose,cause,become legal permanent residents,that illegal immigrants would pay under the bill
because-1854158.ann-E2,5,Motivation,cause,the exchange,the Americans called in air support
because-wsj_1603.ann-E21,6,Consequence,cause,he questioned the intrusion of politics into literature,He had lost his official position in the association in he early 1980s
because-CHRG-110hhrg44900-1.ann-E61,7,Consequence,cause,financial institutions be allowed to fail,market discipline effectively constrain risk
because-1818253.ann-E11,8,Motivation,obstruct,its forces had completed a drive to purge the local police in the areas where they are stationed of what it calls rogue elements,Britain would not decide on troop reductions
because-1822572.ann-E3,9,Motivation,cause,he wanted to protect his members and the state's hospitals from the cuts that Mr. Spitzer was expected to propose tomorrow,he was not leaving sooner
because-CHRG-110hhrg44900-1.ann-E107,0,Consequence,cause,someone too big or too unconnected to fail,the problems
because-20020731-nyt.ann-E55,1,Motivation,cause,Floyd did not produce the kind of offense the Expos expected from him,"Omar Minaya, the Expos' aggressive rookie general manager, turned around and sent him to the Red Sox in exchange two South Korean pitchers and a player yet to be named"
because-1854824.ann-E7,2,Consequence,cause,Flipper,a disturbance
because-1854364.ann-E1,3,Consequence,obstruct,too early,say whether the security effort in Baghdad would achieve lasting security gains
because-20020731-nyt.ann-E138,4,Motivation,cause,the $5 million mark,The tension in the crowd was broken with a burst of applause
because-CHRG-110hhrg44900-1.ann-E165,5,Motivation,cause,holding today's hearing on systemic risk,thank you
because-20020731-nyt.ann-E50,6,Consequence,cause,EX-HOG,CHANGE LIVES
because-CHRG-110hhrg44900-1.ann-E85,7,Consequence,cause,the FDIC,an orderly liquidation of that firm
because-wsj_1457.ann-E9,8,Consequence,cause,he seemed to offer hope he could heal the city's racial and ethnic wounds,He defeated the contentious Mr. Koch in the Democratic primary
because-CHRG-111shrg61651.ann-E10,9,Consequence,cause,"you have a massive increase in house prices, real estate prices, such as happened in Japan in the 1980s",you will have a big increase in the normal size of bank balance sheets
because-CHRG-110hhrg44900-2.ann-E14,0,Motivation,cause,"capital is available, and that is a much better alternative than shrinking their balance sheets and pulling back from the activities that are so necessary","We have encouraged, both of our organizations have encouraged financial institutions to recognize losses and to raise capital"
because-20020731-nyt.ann-E80,1,Consequence,cause,$6 million,The tension in the crowd was broken with a louder explosion
because-CHRG-111shrg61651.ann-E12,2,Consequence,cause,"you were to impose a size cap of, say, 3 or 5 percent of GDP, no bank can be larger than that size",that would return our biggest banks roughly to the position that they had in the early 1990s
because-wsj_1506.ann-E14,3,Consequence,cause,the guideline,U.S. operatives reluctant to even listen to coup plans for fear they may get into legal trouble
because-1852197.ann-E22,4,Motivation,cause,they entered Sunni areas,Gunmen regularly attacked trash trucks
because-1855404.ann-E14,5,Motivation,cause,the P.K.K. had political freedom in Turkey and could work without encountering violence,they wouldn't come to Iraq
because-CHRG-110hhrg44900-2.ann-E16,6,Consequence,cause,our,that these firms are safe and able to withstand the current stresses
because-Article247_327.ann-E4,7,Motivation,cause,it's pompous and falsely suggests that only intellectuals can be intellectually dishonest,"Chatterbox would prefer not to invoke the phrase ""intellectual dishonesty"
because-CHRG-110hhrg44900-1.ann-E65,8,Purpose,cause,keep pace as these market transactions evolve,"we must develop innovative, regulatory and oversight responses"
because-wsj_1103.ann-E10,9,Consequence,cause,judgmental errors by accountants,the controversy
because-20020731-nyt.ann-E86,0,Purpose,cause,some vehicle repairs,using his students
because-1852197.ann-E12,1,Consequence,cause,"the I.S.F., and specifically the police",holding an area
because-CHRG-110hhrg44900-2.ann-E112,2,Consequence,cause,time permits,Absolutely
because-wsj_2065.ann-E1,3,Motivation,cause,the exchange's investigation of his trading in several commodities pits from July to November 1988,Gary N. Roberts was disciplined
because-1852160.ann-E1,4,Purpose,cause,votes,pandering
because-1851284.ann-E11,5,Motivation,cause,they did not exceed the rate of economic growth,allowing increases in emissions
because-1854626.ann-E4,6,Consequence,cause,Mr. Romney,broader federal financing
because-wsj_1649.ann-E1,7,Motivation,cause,the champ has lost his stuff,he throws his heart instead
because-CHRG-111shrg61651.ann-E4,8,Consequence,cause,these banks are too big to fail,"they have lower funding costs, they are able to attract more capital, they make more money over the cycle, and they continue to get larger"
because-wsj_1296.ann-E15,9,Consequence,cause,Drexel's highly profitable junk-bond operation,the firm's legal difficulties
because-wsj_1874.ann-E28,0,Purpose,cause,help pay earthquake-related claims,sell mortgage securities
because-1854585.ann-E2,1,Purpose,cause,reiterate American support for the move,Secretary of State Condoleezza Rice telephoned Mr. Abbas
because-wsj_1457.ann-E6,2,Consequence,cause,cash,keep Mr. Ailes's commercials on the air beyond Wednesday or Thursday
because-1853339.ann-E4,3,Consequence,cause,it seemed to divert taxpayer-financed resources to cater to foreigners who had not come to this country by legal means,the immigration debate was a battle for the soul of the nation
because-ArticleIP_1060.ann-E28,4,Consequence,cause,the procedure can be used to abort pre-viable fetuses,the ban on IDEs is inconsistent with Roe
because-wsj_1248.ann-E11,5,Consequence,cause,British Air is issuing convertible bonds rather than ordinary shares,the share price won't be directly hurt by any surplus left with underwriters after they try to sell the issue in the open market
because-CHRG-110hhrg44900-1.ann-E16,6,Consequence,cause,these regulations,that institutions will never fail
because-1853339.ann-E2,7,Motivation,cause,"Senator Jon Kyl, the Arizona Republican who was an author of the bill, suggested early this week that support for the measure seemed to be growing",Their outrage and activism surged to full force
because-wsj_0120.ann-E12,8,Consequence,cause,citizen,issues
because-CHRG-110hhrg44900-2.ann-E105,9,Consequence,cause,complicated enough,me have trouble following
because-1852197.ann-E23,0,Motivation,cause,their occupants fail to heed warnings to leave,Sunni homes are also the targets of arson attacks
because-wsj_1698.ann-E8,1,Consequence,cause,it would apply only to spending bills,"The Coats bill, which already has 32 Senate co-sponsors, isn't a pure line-item veto"
because-1855404.ann-E16,2,Consequence,cause,injuries from a roadside bomb,One died in Kirkuk Province on Saturday
because-CHRG-110hhrg44900-2.ann-E65,3,Consequence,obstruct,too interconnected,fail
because-wsj_1353.ann-E1,4,Motivation,cause,renewed fighting with Syrian-backed Moslems,Lebanon's Gen. Aoun placed Christian military forces on alert
because-wsj_1041.ann-E2,5,Consequence,cause,The move,the drug available free of charge for a time to children with the disease and symptoms of advanced infection
because-1854675.ann-E21,6,Purpose,cause,"prevent the spread of Hamas military power there, where Israeli troops still occupy the territory",seal off Gaza from the West Bank as much as possible
because-wsj_1504.ann-E15,7,Consequence,obstruct,It must be able to handle most of the complaints that cannot be solved in the trenches by managers and their subordinates,the company court or adjudicators will be inundated with cases
because-20000415_apw_eng-NEW.ann-E8,8,Consequence,obstruct,U.N. inspectors certify that Iraq has eliminated its weapons of mass destruction and the means to produce them,The sanctions cannot be lifted
because-1854573.ann-E1,9,Motivation,obstruct,we can impede radicalization and recruitment,we are condemned to a strategy of stepping on cockroaches one at a time
because-Article247_3500.ann-E10,0,Consequence,cause,"I think it was just that insularity that helped them, much in the same way that AOL has benefited from being in the Virginia suburbs rather than in Silicon Valley",That's ironic
because-1851291.ann-E18,1,Consequence,obstruct,the dichotomy between faith and science is recognized,Science cannot do its job
because-20020731-nyt.ann-E66,2,Consequence,cause,the vision,set something like this up
because-wsj_1446.ann-E7,3,Motivation,cause,the matter requires further legal work or litigation,his lawyers may refer the client to a law firm
because-CHRG-111shrg61651.ann-E9,4,Motivation,cause,that is not bubble-proof,"I think I would suggest to you that you consider imposing a size cap on banks relative not to total normal assets or liabilities, which is the Volcker proposal"
because-CHRG-110hhrg44900-1.ann-E60,5,Consequence,cause,market participants not expect that lending from the Fed or any other government support is readily available,market discipline be effective
because-1852197.ann-E9,6,Consequence,cause,most Baghdad neighborhoods would be under control around July,the emphasis could shift into restoring services and rebuilding the neighborhoods as the summer progressed
because-1818333.ann-E1,7,Purpose,cause,take back the city,make a show of increased American force in Baghdad
because-wsj_2033.ann-E2,8,Consequence,cause,it exceeds tax figured the regular way,paid
because-Article247_327.ann-E8,9,Consequence,cause,it published an editorial Feb. 22 taunting the rest of the press for not following it on the story--and still didn't mention the pardon,it scores an extra two points
because-wsj_1780.ann-E9,0,Consequence,cause,it would so weaken an airline financially,"it would hurt safety or reduce the carrier's ability to compete, or if it gave control to a foreign interest"
because-wsj_1191.ann-E2,1,Consequence,cause,the court grants a preliminary injunction,the FTC must begin administrative proceedings to determine the legality of the proposed stock purchase within 20 days
because-wsj_1849.ann-E24,2,Motivation,obstruct,liquidity from the junk-bond market or cash flow from profits,"they look to the government, which obediently assists the natural motions of the capitalist economy with charity in the form of cuts in the capital-gains tax rate or bailouts"
because-1855590.ann-E12,3,Consequence,cause,powerful enough,destroy or disable an armored vehicle
because-wsj_1504.ann-E3,4,Motivation,cause,personal reasons,his manager wanted to get rid of him
because-wsj_1540.ann-E3,5,Consequence,cause,"The Dow Jones industrials rose 5.94, to 2689.14","the gain for the week a record 119.88 points, or 4.7%"
because-1845580.ann-E17,6,Motivation,cause,their service,Thanking the cadets
because-1822572.ann-E18,7,Consequence,cause,1199 undertook a campaign in 1996 against cutbacks proposed by Mr. Pataki,the governor's popularity ratings plunged
because-1854573.ann-E3,8,Consequence,cause,assimilation works so much better here,"it is small, especially when compared with Europe"
because-Article247_327.ann-E3,9,Consequence,cause,the initial offense,Publications that refuse to acknowledge (even if to refute the importance of) highly significant but inconvenient facts in their news or opinion coverage of controversial events will score one point
because-1854824.ann-E13,0,Motivation,cause,the son's service,he gave the requisite thanks
because-wsj_1603.ann-E6,1,Consequence,cause,years of experimenting,Mr. Chan produced a heavy-duty bicycle tire that outlasted its state-produced rival
because-CHRG-110hhrg44900-2.ann-E102,2,Motivation,cause,"evidently he is the spokesman and he is the champion of the dollar, and all public statements are that the dollar is to be strong",my question is directed to Secretary Paulson dealing with the dollar
because-1851291.ann-E24,3,Motivation,cause,it does not speak to questions of ultimate meaning,Senator Sam Brownback is in favor of scientific inquiry
because-CHRG-110hhrg44900-1.ann-E53,4,Purpose,cause,guarantee the integrity of this vital--,these systems should be overseen by the Federal Reserve
because-1852031.ann-E3,5,Purpose,cause,investigate the remains of suspected militants,American forces sent in a small contingent of Special Forces soldiers
because-CHRG-110hhrg44900-2.ann-E4,6,Purpose,cause,make sure that the infrastructure is working as well as possible,we can do
because-wsj_1874.ann-E25,7,Motivation,cause,the quake,there hadn't been much investor selling
because-ArticleIP_1060.ann-E21,8,Consequence,cause,perform tests to prove that a fetus is not viable,she obtains an abortion
because-wsj_1397.ann-E17,9,Consequence,cause,the show's creators,themselves be quiet for a little
because-1818333.ann-E2,0,Consequence,cause,it might make the Iraqi government less likely to defend itself,to send more troops to Iraq could be counterproductive
because-wsj_2125.ann-E2,1,Motivation,cause,they assumed there would be major gains in both profitability and sales,bankers and other investors were willing to provide financing
because-1855419.ann-E12,2,Purpose,cause,take Mr. Abrams's place,hiring Theodore B. Olson
because-1855648.ann-E24,3,Motivation,cause,there is a specific determination that people lack voting competence,Another 18 prevent voting
because-wsj_1041.ann-E4,4,Consequence,cause,her parents unsuccessfully pleaded for the drug,"One of them, a daughter Ariel, died a year ago at age seven"
because-1854691.ann-E7,5,Motivation,cause,I think he had a malfunction of either his weapon or round,I did not get shot by the first Iraqi
because-1853957.ann-E6,6,Consequence,cause,rules requiring for the first time the disclosure of which lawmakers requested each earmark,representatives more accountable
because-CHRG-110hhrg44900-2.ann-E6,7,Purpose,cause,strengthen the OTC derivatives infrastructure and the like,that we are now having
because-20020731-nyt.ann-E27,8,Purpose,cause,two days of talks with members of the Association of South East Asian Nations,touching down in this oil-producing sultanate
because-1851265.ann-E30,9,Consequence,cause,a Joint Committee on Taxation has estimated that doing so could raise nearly $17 billion a year in unpaid taxes,Pressure to make economic substance a law is building
because-wsj_1446.ann-E13,0,Motivation,cause,a formal complaint is filed against an attorney,the public will be notified
because-CHRG-110hhrg44900-1.ann-E155,1,Consequence,obstruct,we see to it that no firm should be considered too big or interconnected to fail,moral hazard
because-wsj_2033.ann-E9,2,Motivation,cause,late filing,people in the disaster areas won't be penalized
because-wsj_1457.ann-E11,3,Purpose,cause,help with Jewish voters,he turned to comedian Jackie Mason
because-1853335.ann-E25,4,Consequence,cause,evidence,defend itself in an investigation there into possible anticompetitive conduct
because-Article247_3500.ann-E14,5,Consequence,cause,the Internet allows and encourages a plethora of strong companies and a complex interconnection of businesses where none are allowed to dominate,will it be none of them
because-Article247_3500.ann-E3,6,Consequence,cause,it is largely gossip we are repeating,"Much of it, of course, using the standards of top newspapers, cannot be used"
because-CHRG-110hhrg44900-1.ann-E2,7,Motivation,cause,the experience regarding Bear Stearns is clearly the context in which much of this hearing is and much of what we will be talking about is what happens if that should occur,Members want to get a new context
because-wsj_1504.ann-E9,8,Consequence,cause,any facts,give the court the full picture
because-20020731-nyt.ann-E8,9,Purpose,cause,help in winning the repayment of some $71 million he said he was then owed in a failed business deal with the North Korean government,who first turned to the senator in 1995
because-wsj_1041.ann-E7,0,Consequence,cause,a combination of factors,The delay in getting AZT to children
because-1853957.ann-E4,1,Consequence,cause,they think they can demagogue the earmarks process all year long and expect Democrats to carry the burden of passing earmarks,they're wrong
because-1855590.ann-E10,2,Purpose,cause,cut off escape routes,Helicopters took part in the assault
because-wsj_1829.ann-E15,3,Consequence,cause,the violent earthquake that shook the high-tech corridor along with the rest of the San Francisco Bay area,details were sketchy
because-20020731-nyt.ann-E140,4,Consequence,cause,"Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value","a violation of the Senate Gifts Rules (35) and, consequently, a violation of your public disclosure obligations under Senate rules"
because-wsj_1603.ann-E31,5,Purpose,cause,see an example of ``the new way of thinking.'',The authorities have steered foreign reporters to her office
because-wsj_1947.ann-E3,6,Purpose,cause,seize the Suez Canal,"Britain, France and Israel invaded Egypt"
because-wsj_1689.ann-E10,7,Purpose,cause,a merger,Coopers hasn't been courted by other major accounting firms
because-CHRG-110hhrg44900-2.ann-E84,8,Consequence,cause,so many lines of businesses,conflicts and excessive risk arise
because-1851302.ann-E8,9,Consequence,cause,unduly harsh enforcement provisions at the border and the workplace,abuses and mistreatment
because-1855648.ann-E12,0,Purpose,cause,swing an election,take advantage of their votes
because-wsj_1603.ann-E8,1,Consequence,cause,I showed it was from my own brain,they lost for the second time
because-20020731-nyt.ann-E47,2,Purpose,cause,"what she later told Malaysian reporters was a discussion about both the detention of her husband and six supporters, and the campaign against terrorism","The assistant secretary of state for East Asian and Pacific affairs, James Kelly, met on Tuesday morning with Anwar's wife, Wan Azizah Wan Ismail"
because-1851265.ann-E13,3,Motivation,cause,Codifying,"us look to the words and letters, rather than underlying spirit"
because-1845580.ann-E10,4,Consequence,cause,a sudden victory in deposing Saddam Hussein,we have a choice
because-1819714.ann-E10,5,Consequence,cause,the strength,override one
because-wsj_1397.ann-E4,6,Consequence,cause,his hard-bitten cynicism -- earned when he was assigned to the civil rights movement back in the 1960s,the veteran FBI man so endearing
because-CHRG-110hhrg44900-1.ann-E38,7,Consequence,cause,Your steady leadership,us weather the storm that our markets and our economy are experiencing
because-wsj_0187.ann-E3,8,Consequence,obstruct,a swift transition to new management,an exodus of skilled workers from Waertsilae Marine's two big shipyards
because-CHRG-110hhrg44900-1.ann-E32,9,Consequence,obstruct,a Federal repository to collect and analyze information on insurance issues,we cannot fully understand and control systemic risk
because-wsj_1698.ann-E11,0,Consequence,cause,the usual two-thirds majority,override any veto
because-CHRG-110hhrg44900-1.ann-E109,1,Consequence,cause,the kind of support we try to give you as much as possible,are we able to get by
because-wsj_1780.ann-E8,2,Consequence,cause,he concluded that it would so weaken an airline financially that it would hurt safety or reduce the carrier's ability to compete,The secretary would be required to block an acquisition
because-1852142.ann-E6,3,Consequence,obstruct,too iffy,"justify more than mild steps to blunt growth in greenhouse gas emissions, which come mainly from using coal and oil, the fossil fuels that underpin modern economies"
because-wsj_1455.ann-E18,4,Purpose,cause,lunch meetings,who has visited the office
