id,con,pre,rel,con_polar,con_P,pre_polar,pre_senti,pre_jtype,pre_Q,conpre_polar
1563#1_1563#3,Usage of Nematode should be legalised to secure vulnerable IoT devices without their owners' knowledge or consent.,Manufacturers of IoT devices regularly neglect to provide them with security updates.,sup,advocate,Usage of Nematode be legalised to secure vulnerable IoT devices without their owners' knowledge or consent,object,negative,property,Manufacturers of IoT devices regularly neglect to provide them with security updates,contrast
4650#902_4650#905,Eliminate all single-winner offices.,"If there were no single-winner office, it would become unnecessary to chose a single-winner voting system. The entire voting-system debate could then concentrate on the multiwinner cases.",sup,object,all single-winner offices,object,positive,conseq,The entire voting-system debate could then concentrate on the multiwinner cases,consist
2813#73_10074#276,"Individuals do not need to file tax returns under a FairTax system (Tuerck, p. 3). This simplifies the lifes of citizens.","All genders may not be homogenous entities, but the prevalence of some stereotypes (such as those tied to gender) over others implies that genders are in fact homogenous because they are portrayed in very similar ways.",neu,object,file tax returns under a FairTax system,,,,,neutral
23850#391_23850#438,This logic would imply that there should not be term limits for any democratically elected people.,There is considerable precedent for placing term-limits on elected officials. The Twenty Second Amendment to the US Constitution limits the number of terms a person can serve as President: no one may be elected to the office more than twice.,att,object,term limits for any democratically elected people,advocate,positive,property,There is considerable precedent for placing term-limits on elected officials,contrast
14742#1_11175#377,There should be an age limit on voting.,Edible landscapes can be dangerous and a hazard to those who go near it.,neu,advocate,an age limit on voting,,,,,neutral
1335#1_3346#3401,The International Olympic Committee (IOC) should create a permanent venue for the Olympic Games.,Recent events have proven that the current regulatory landscape is not properly enforced. Why would anyone support more regs before those enforcement deficiencies are corrected?,neu,advocate,The International Olympic Committee (IOC) create a permanent venue for the Olympic Games,,,,,neutral
1229#1_1229#5046,Humans should stop eating animal meat.,"While factory farming has many ethical dilemmas, hunting is a cultural phenomenon that brings humans closer to their ancestry and their food. Thus, applying ethical barriers to hunting would eventually lead to banning, and banning a culture is in itself a crime against humanity.",att,object,Humans eating animal meat,advocate,positive,conseq,hunting is a cultural phenomenon that brings humans closer to their ancestry and their food,contrast
2408#1_2868#389,"The US should remove Confederate memorials, flags, and monuments from public spaces.","Pardons are, by definition, an act of forgiving,or excusing another's violation of law and/or humanity. By definition, the only ones with the ability to pardon, are those who we're violated. Assuming another's right to forgive, is a violation of civil law.",neu,object,"The US, Confederate memorials, flags, and monuments from public spaces",,,,,neutral
14255#1_14255#684,Churches in the United States should lose their automatic tax-exempt status.,"Individuals or corporations (they are defined as same by US Title 26) pay tax on net income after exclusions. Non-profits, such as religious groups, who have qualified for this designation by the IRS, by definition do not have income to be taxed. These entities are not ""in commerce"" and do not have profit/loss in the exercise of this.",att,object,Churches in the United States automatic tax-exempt status,advocate,positive,property,"These entities are not ""in commerce"" and do not have profit/loss in the exercise of this",contrast
13817#8_4458#75,"This is something that should be off limits, the American flag is something beyond a symbol for many.","Norms and principles require mutual adherence. If Republicans do not adhere to the normal principles of democracy, then Democrats should not be expected to adhere to them either.",neu,advocate,the American flag be off limits,,,,,neutral
1922#1_14346#115,Gender restrictions on nipple showing in the US should be eliminated.,Women already pay more for products than men.,neu,object,Gender restrictions on nipple showing in the US,,,,,neutral
13288#63_7352#50,They would have to suffer from the negative consequences of unhealthy behaviors for a longer period of time. This is an incentive to live as healthy as possible.,The statue of David is brazenly waving his suspiciously adolescent genitals at all who come to view him. He'd have to go too by these rules.,neu,advocate,They suffer from the negative consequences of unhealthy behaviors for a longer period of time,,,,,neutral
10214#1_10214#214,Sensitive social and political topics should be discussed in school.,"It would allow students to form their own conclusions, making them more confident in their opinions.",sup,advocate,Sensitive social and political topics be discussed in school,advocate,positive,conseq,"It would allow students to form their own conclusions, making them more confident in their opinions",consist
30339#1_23831#8,All nations should come together to form one world state.,The AV system would see the House of Commons become more representative of the people than it currently is.,neu,advocate,All nations come together to form one world state,,,,,neutral
2871#1_2871#273,Immigrants brought to the US illegally as children (DREAMers) should be granted US citizenship.,Sending U.S. educated and trained DREAMers back to their home countries would improve social equity in other countries while supporting a healthier and more secure U.S. economy.,att,advocate,Immigrants brought to the US illegally as children (DREAMers) be granted US citizenship,object,positive,conseq,Sending U.S. educated and trained DREAMers back to their home countries would improve social equity in other countries while supporting a healthier and more secure U.S. economy,contrast
18293#1_5637#4094,The use of aerial-dropped 1080 poison should be encouraged.,"Even if abortion is immoral, this does not necessarily mean it should be illegal. Abortion should be legal but not publically funded.",neu,advocate,The use of aerial-dropped 1080 poison,,,,,neutral
17173#1_17173#33,Oil and gas companies should release their cleantech patents into the public domain.,This increases the possibility of a synergistic breakthrough.,sup,advocate,Oil and gas companies release their cleantech patents into the public domain,advocate,positive,conseq,This increases the possibility of a synergistic breakthrough,consist
2408#1082_2408#3417,"The power to take down statues also is the power to control history and thus, to control the future. This power lends itself to being employed in the service of political agendas, rather than the good of society, and should be used as sparingly as possible","If every single statue of Julius Caesar were removed, he would still be well known and documented in history books.",att,advocate,"The power to control history and thus, to control the future be used as sparingly as possible",object,positive,conseq,"If every single statue of Julius Caesar were removed, he would still be well known and documented in history books",contrast
9791#1_9791#83,Euthanasia should be legalised.,Legalised euthanasia is less stigmatising than suicide or the non-legal alternatives.,sup,advocate,Euthanasia be legalised,advocate,positive,conseq,Legalised euthanasia is less stigmatising than suicide or the non-legal alternatives,consist
10133#1_17856#81,There should be a cap on university tuition fees in the UK.,It would be much easier to commit voting fraud.,neu,advocate,a cap on university tuition fees in the UK,,,,,neutral
13386#1_13386#518,The United States should act as the global police.,Precedent suggests that single countries acting as global polices has disastrous consequences.,att,advocate,The United States act as the global police,advocate,negative,conseq,Precedent suggests that single countries acting as global polices has disastrous consequences,consist
14198#26_14198#27,"Computers are a part of everyday life these days, so people should understand how to make best use of them.",Computer literacy is a lot like learning language in today's age. It touches all aspects of our lives.,sup,advocate,understand how to make best use of Computers,advocate,positive,conseq,Computer literacy is a lot like learning language in today's age. It touches all aspects of our lives,consist
2868#1_15098#28,U.S. presidents should not have the power to issue pardons.,Any agency replacing ICE would replicate the problems of the current enforcement program.,neu,object,U.S. presidents have the power to issue pardons,,,,,neutral
1634#1_3692#300,Wealthy countries should provide citizens with a universal basic income (UBI).,A welfare state provides a safety net to give people a second chance after severe difficulties.,neu,advocate,Wealthy countries provide citizens with a universal basic income (UBI),,,,,neutral
22454#1_22454#606,Governments should not set policies that limit free speech.,Limitations on free speech are a slippery slope. Even justifiable limitations are likely to be superseded by unjust ones.,sup,object,Governments set policies that limit free speech,advocate,negative,conseq,Even justifiable limitations are likely to be superseded by unjust ones,contrast
7738#1_8716#74,We need religion for morality.,"That implies getting rid of medicines, hospitals and all health services, as well as denying help against natural disasters such as earthquakes or tsunamis, for instance.",neu,advocate,religion for morality,,,,,neutral
18432#1_16093#18,Military Air Shows should be discontinued.,Mandatory breastfeeding will lead to improved services and support for all mothers.,neu,object,Military Air Shows,,,,,neutral
15628#11_15628#29,People who work as software developers need to make money to buy basic necessities.,"Income can be created by proposing consultancy and support, and a commercial version of the software",att,advocate,People who work as software developers make money to buy basic necessities,object,positive,conseq,"Income can be created by proposing consultancy and support, and a commercial version of the software",contrast
17173#1_1634#8794,Oil and gas companies should release their cleantech patents into the public domain.,A UBI improves the lives of ordinary workers.,neu,advocate,Oil and gas companies release their cleantech patents into the public domain,,,,,neutral
3654#1_3654#19,Men should be involved and trusted in childcare.,All childcare should be subject to rigorous checks and controls to ensure the safety of the children. With these in place gender is no longer an issue.,sup,advocate,Men be involved and trusted in childcare,advocate,positive,conseq,All childcare should be subject to rigorous checks and controls to ensure the safety of the children. With these in place gender is no longer an issue,consist
16648#12_7738#453,The US should establish a Space Force,David Hume remarked that all uses of the human imagination come from our observations of the external world.,neu,advocate,The US establish a Space Force,,,,,neutral
2439#1_985#1940,Military conscription should apply to men and women equally.,"Since the advent of the health insurance machine, peoples normal life span has been artificially extended past what most would consider living. This unnatural extension of life is unjust and unethical. It exploits emotions by giving unrealistic hope for recovery. It is unfair to families often left with a tremendous financial burden do to medical costs. A person should be able to decide when life as they define it, has been completed.",neu,advocate,Military conscription apply to men and women equally,,,,,neutral
12158#2_12158#58,The existing means test should be aligned with the Care Act financial assessment,Would have to means test every case,att,advocate,The existing means test be aligned with the Care Act financial assessment,advocate,negative,conseq,Would have to means test every case,consist
486#1_486#3075,The West should build working autonomous killing machines (AKMs) as quickly as possible.,AKMs lack empathy and emotion. They run only on code and programs. This could cause innocent bystanders to be injured and unjustly attacked.,att,advocate,The West build working autonomous killing machines (AKMs) as quickly as possible,advocate,negative,conseq,This could cause innocent bystanders to be injured and unjustly attacked,consist
15238#1_7721#545,Major League Soccer should adopt promotions and relegations.,Immortality in our current society without wealth redistribution would mean unending suffering for most people in the world.,neu,advocate,Major League Soccer adopt promotions and relegations,,,,,neutral
1634#1_1634#6370,Wealthy countries should provide citizens with a universal basic income (UBI).,"UBI registration will encourage a more accurate population count, thus removing the need for an expensive census. The stringency of registration rules would affect the subsequent rate of fraud within the system.",sup,advocate,Wealthy countries provide citizens with a universal basic income (UBI),advocate,positive,conseq,"UBI registration will encourage a more accurate population count, thus removing the need for an expensive census",consist
3346#1_3346#6812,"The US should adopt stricter gun control legislation, in the form of the policy defined in the discussion info (click top left menu =\> Info).","Government scandals, including cases like Fast and Furious and Cliven Bundy, have proven that the government is too corrupt to implement gun control properly. We need to be able to protect ourselves without government assistance.",att,advocate,The US adopt stricter gun control legislation in the form of the policy defined in the discussion info (click top left menu =\> Info),object,positive,norm,We need to be able to protect ourselves without government assistance,contrast
26929#42_26929#43,Politicians and parties would have to address the population as a whole instead of only those groups that currently vote. This would make politics more inclusive and egalitarian.,"In countries like the US, the likelihood of citizens to vote is linked to their age, education level and skin color. This makes certain groups more important for politicians than others.",sup,advocate,Politicians and parties address the population as a whole,object,negative,property,This makes certain groups more important for politicians than others,contrast
3692#1_12158#32,There should be no welfare state.,If you live in a well adapted home you're less likely to ever move into residential care,neu,object,welfare state,,,,,neutral
15434#1_15434#2122,All religions should be banned on a global scale.,It is impossible and therefore useless to try.,att,object,All religions on a global scale,object,negative,property,It is impossible and therefore useless to try,consist
18009#1_18009#507,Everyone's wealth and income information should be publicly available.,"This would allow windows of opportunities for persons with interests in home invasion, identity theft, etc. to research their next victim to acquire one's assets, financials, etc.",att,advocate,Everyone's wealth and income information be publicly available,advocate,negative,conseq,"This would allow windows of opportunities for persons with interests in home invasion, identity theft, etc. to research their next victim to acquire one's assets, financials, etc",consist
27791#774_1473#317,"Without an army, the EU must rely on the US to defend its economic interests. An EU army would allow the union to independently protect its prosperity.",It is difficult to ascertain proper consent to compete in these games.,neu,advocate,the EU rely on the US to defend its economic interests,,,,,neutral
801#1_801#2861,Capital punishment should be abolished in the United States.,"A majority of Americans are in favor of capital punishment, and their opinions should be reflected in the law.",att,object,Capital punishment in the United States,advocate,positive,norm,"A majority of Americans are in favor of capital punishment, and their opinions should be reflected in the law",contrast
4555#1_4555#19,Schools should eliminate grades and replace them with competency based education.,Grades are an easy method for parents to track their children's academic progress.,sup,object,Schools grades,advocate,positive,property,Grades are an easy method for parents to track their children's academic progress,contrast
30882#3_3529#110,"In countering terrorism, the state should never infringe on individual human rights.",Humans can enjoy spending time outside work,neu,object,"In countering terrorism, the state infringe on individual human rights",,,,,neutral
486#1_9196#6,The West should build working autonomous killing machines (AKMs) as quickly as possible.,Mobile phones in the classroom would make it easier for students to cheat.,neu,advocate,The West build working autonomous killing machines (AKMs) as quickly as possible,,,,,neutral
1324#1_18720#5,The US should pay reparations for slavery.,This would undo years of cultural and religious traditions that society should honour.,neu,advocate,The US pay reparations for slavery,,,,,neutral
6288#1_18730#6,Aborting a disabled child should be legal.,"Educational possibilities differ from nation to nation, still favoring wealthy countries.",neu,advocate,Aborting a disabled child be legal,,,,,neutral
2027#1047_4148#525,"Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer.",Some animals are more sentient than some humans.,neu,advocate,"Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer",,,,,neutral
2439#1_2439#320,Military conscription should apply to men and women equally.,"Conscription is not compatible with any free, democratic society. By making it more egalitarian (equal conscription between the sexes), it becomes less archaic and more compatible with the modern world. By keeping it segregated, it dies with the 20th century.",att,advocate,Military conscription apply to men and women equally,advocate,negative,conseq,"By making it more egalitarian (equal conscription between the sexes), it becomes less archaic and more compatible with the modern world. ",consist
2495#1_2495#1269,Humanity should colonize Mars.,Mars colonization will help protect species (especially humans) against extinction level events.,sup,advocate,Humanity colonize Mars,advocate,positive,conseq,Mars colonization will help protect species (especially humans) against extinction level events,consist
7100#1_7100#631,All drugs should be legalised.,Legalization of drugs would drastically decrease the market for criminal organizations and largely diminish their income.,sup,advocate,All drugs be legalised,advocate,positive,conseq,Legalization of drugs would drastically decrease the market for criminal organizations and largely diminish their income,consist
3346#1_3346#5250,"The US should adopt stricter gun control legislation, in the form of the policy defined in the discussion info (click top left menu =\> Info).","If we have a right to self-defense, we must then have a right to proportional self-defense. Thus, if a person is at risk of being threatened with a gun, they must be able to defend themselves with a gun.",att,advocate,The US adopt stricter gun control legislation in the form of the policy defined in the discussion info (click top left menu =\> Info),object,positive,norm,"If we have a right to self-defense, we must then have a right to proportional self-defense. ",contrast
5637#1_921#2902,Pregnant people should have the right to choose abortion.,"This is classic example of the ""No True Scottsman""phallacy of logic. By shifting responsibility of the problem to the system, you are able to avoid being wrong for not doing what is expected of you.",neu,advocate,Pregnant people have the right to choose abortion,,,,,neutral
7565#1_6351#1149,Higher education should be publicly funded.,"The USE would stop being a ""club"" for the state members, where who has the money has the say and it looks first at the individual state's interest, and it would have a more cohesive nature, promoting more equality and better governance.",neu,advocate,Higher education be publicly funded,,,,,neutral
15965#3_16173#643,"Supporters of positivism see the law and morality as separate. The validity of a law should not depend on whether it is good or bad. If it has been made correctly, it should be followed.","Standardized education should consist of those things which are standard to all people regardless of religion, creed, or color. Math, Reading, Writing, Sci/Tech, Geography, Civics. This sort of standardized education would be most effective and least intrusive on any one families beliefs. And best equip all children, regardless of their G.I. or Orientation to handle real life problems.",neu,object,The validity of a law depend on whether it is good or bad,,,,,neutral
801#1_14410#57,Capital punishment should be abolished in the United States.,There should be no regulation about work time at all. This will make country's economy more flexible.,neu,object,Capital punishment in the United States,,,,,neutral
14198#5_30446#447,Children should be given time to grow a natural interest in technology instead of being pushed into it.,"A high degree of scrutiny can cause a buildup of anger and resentment because, as reported by a man placed on a similar list, being flagged is followed by unfounded checks and searches.",neu,advocate,Children be given time to grow a natural interest in technology,,,,,neutral
9762#1_9762#30,Some teachers should be armed with guns.,Armed police already present in schools where and when shootings occur do not deter or stop shooters.,att,advocate,Some teachers be armed with guns,object,positive,property,Armed police already present in schools where and when shootings occur do not deter or stop shooters,contrast
2995#1_2995#764,Stand,There are may opportunities even during the game to protest. By choosing the National Anthem (vs. the coin toss for example) players are dismissing the negative connotation their protest has on the vast majority of people that love the National Anthem and pay to see players play.,sup,advocate,Stand,advocate,positive,conseq,By choosing the National Anthem (vs. the coin toss for example) players are dismissing the negative connotation their protest has on the vast majority of people that love the National Anthem and pay to see players play,consist
13237#1_2091#252,Land boundaries/borders should not exist.,"Even though the current Israeli government is not negotiating, the Israeli public supports the establishment of a Palestinian state - even if safeguards need to be established (e.g. a multinational security force).",neu,object,Land boundaries/borders,,,,,neutral
10134#105_10134#718,"Where right to free speech is already written into the constitution or law of many countries, it should be defended without question and violation should not be tolerated.","Just because something is currently codified into law, such as the amendments to the U.S. Constitution, does not make them moral sound 'ad infinitum.' The ability to question and change laws that are dysfunctional or insufficient leads to a stronger legal system and society.",att,advocate,"Where right to free speech is already written into the constitution or law of many countries, be defended without question",object,positive,conseq,The ability to question and change laws that are dysfunctional or insufficient leads to a stronger legal system and society,contrast
1546#1_14699#172,"When facing an unavoidable accident, self-driving cars should save the lives of their passengers regardless of the harm caused to others.",Human meat is a resource that should be used for the better of the planet and its inhabitants.,neu,advocate,"When facing an unavoidable accident, self-driving cars save the lives of their passengers regardless of the harm caused to others",,,,,neutral
16322#6_16322#18,Private businesses should have the right to deny service to anyone for any reason.,"This would enable the return of widespread segregation and discrimination based on race, gender, and nationality.",att,advocate,Private businesses have the right to deny service to anyone for any reason,advocate,negative,conseq,"This would enable the return of widespread segregation and discrimination based on race, gender, and nationality",consist
16174#139_16174#271,"The individuals who run companies, and set their hiring policy, are human. Humans need to rationalize their decisions and as such will find it difficult to continue to discriminate against LGBTQ+ individuals whilst also funding the pride movement.","Since funding the Pride movement does not require actually supporting LGBTQ+ rights, it is quite easy to reconcile both these positions as merely being financially sound decisions.",att,advocate,rationalize their decisions ,object,positive,property,"Since funding the Pride movement does not require actually supporting LGBTQ+ rights, it is quite easy to reconcile both these positions as merely being financially sound decisions",contrast
7835#1_6288#157,Inheritance should be minimized to create an equal outset for everyone.,"Thin end of the wedge. Once aborting disabled children becomes the 'norm', there is no telling what other legalised abortions it could lead to.",neu,advocate,Inheritance be minimized to create an equal outset for everyone,,,,,neutral
25497#3_17649#2,Marriage is a harmful institution and should not be supported by the state.,"Mankind is most directly responsible for the elimination of species; therefore, mankind has a moral responsibility to de-extinct them.",neu,object,Marriage be supported by the state,,,,,neutral
8756#1_8756#3,"It is better to discuss topics in person, rather than through online text-based mediums.","Face-to-face discussions are not usually recorded, whereas in online discussions, what is communicated is stored.",att,advocate,"discuss topics in person, rather than through online text-based mediums",advocate,negative,conseq,"Face-to-face discussions are not usually recorded, whereas in online discussions, what is communicated is stored",consist
9878#1_1325#1035,US intelligence agencies should stop mass data collection.,"For the state to remain a source of justice, it can not be seen to revel in pain. Justice must remain a tool to protect people and to keep society running, not to indulge bloodlust and anger.",neu,object,"US intelligence agencies, mass data collection",,,,,neutral
2439#1_13187#561,Military conscription should apply to men and women equally.,"Human rights are universal. Everyone has the right to return to their country (article 13) and has the right to their nationality (article 15). www.un.org Crimes committed by ISIS are heinous, but the human rights of all people must be protected.",neu,advocate,Military conscription apply to men and women equally,,,,,neutral
2091#1_21296#33,The US Should Recognize Palestine as a State.,"Primaries are necessary in first-past-the-post systems, but not within a system of proportional representation, as voters have multiple people to choose from on the party list.",neu,advocate,The US Recognize Palestine as a State,,,,,neutral
16420#16_3871#88,Career politicians are better prepared since they need to battle other candidates.,"Fossil fuels are building blocks for petrochemical products - fertilizer, concrete, and plastics to name a few - and education in these processes will be integral to modern economies.",neu,advocate,Career politicians battle other candidates,,,,,neutral
4540#1_4540#207,Humans should act to fight climate change.,Dealing with the effects of climate change in the future would be much more complicated than dealing with them now,sup,advocate,Humans act to fight climate change,object,negative,conseq,Dealing with the effects of climate change in the future would be much more complicated than dealing with them now,contrast
5212#4_5212#189,Jeremy Corbyn's position as leader of the Labour Party is secure for the foreseeable future. Those in favour of a Labour government (or who oppose Conservative rule) must therefore accept that under current circumstances he should be the next Prime Minister.,"The changing demographics and political values of the UK population mean that the Labour Party is likely to gain political strength, and thus Corbyn's position as Labour Party leader will continue to strengthen.",sup,advocate,Those in favour of a Labour government (or who oppose Conservative rule) accept that under current circumstances Jeremy Corbyn should be the next Prime Minister,advocate,positive,property,The changing demographics and political values of the UK population mean that the Labour Party is likely to gain political strength,consist
26322#1_1325#1047,Theresa May should resign.,"With our will, with our very intent we shape this existence. We may create our own hell here right on earth. As sapience we are stewards and responsible for the state of our milieu. Torture is a nonsensical continuance of downward spiral into depravity that renders this a dark little corner of a dark, dark universe.",neu,advocate,Theresa May resign,,,,,neutral
2995#1273_14742#40,NFL players should be forced to stand during the National Anthem.,"Society considers all conscious adult citizens as equals. The elderly are adult human beings, who are capable of making conscious and informed decisions, and should thus not be considered less equal to other adult citizens.",neu,advocate,NFL players be forced to stand during the National Anthem,,,,,neutral
1634#1_2469#967,Wealthy countries should provide citizens with a universal basic income (UBI).,There are more people in Los Angeles County alone than in 43 states. The electoral college gives the people in smaller states a voice in national elections whereas their voices would be drowned out by states with bigger populations otherwise. It also forces presidential candidates to listen to the people in smaller states who would otherwise be ignored. The electoral college works just fine.,neu,advocate,Wealthy countries provide citizens with a universal basic income (UBI),,,,,neutral
2762#1_1229#6322,All humans should be vegan.,"Farming, just like ranching results in additional deforestation.",neu,advocate,All humans be vegan,,,,,neutral
12984#1_12984#19,The US should ban the production and distribution of genetically modified foods.,There can still be disappointing crop yields; it is not a perfect science.,sup,object,The US the production and distribution of genetically modified foods,advocate,negative,conseq,There can still be disappointing crop yields; it is not a perfect science,contrast
2027#840_1229#5249,"The government should not be bothered with what people consume in private, as they are not affecting other people publicly.","When we look at it biologically, assigning less value to animals is a form of discrimination. It's just discrimination based on more features than within-species discrimination (e.g. different anatomical structures or less intelligence instead of just the color of the skin).",neu,object,The government be bothered with what people consume in private,,,,,neutral
1692#1_26876#69,Citizens in democratic states should be required to vote or be fined.,"Since the majority of money that politicians can raise comes from corporations or wealthier elites, politicians with economically left-wing views (who are in favour of higher taxes and more regulation) tend to struggle to fundraise as compared to other candidates. This hurts them in elections.",neu,advocate,Citizens in democratic states be required to vote or be fined,,,,,neutral
17840#1_30339#858,Podcast guidelines should concern content “intended as” rather than content that “could be construed as” insensitive.,"Modi's government in India has been tightening legislation around the treatment of cattle, as cows play an important role in Hinduism.",neu,advocate,Podcast guidelines concern content “intended as” insensitive,,,,,neutral
1634#1_1634#4236,Wealthy countries should provide citizens with a universal basic income (UBI).,"A UBI makes money less important and puts the value in making life wonderful. We tend to translate everything into economic terms; distracting our attention to what its important. When one feels secure with UBI its less probable that people will get distracted by concerns of financial security. One can focus on doing things, even for free, and let life's rewards come without fear.",sup,advocate,Wealthy countries provide citizens with a universal basic income (UBI),advocate,positive,conseq,A UBI makes money less important and puts the value in making life wonderful,consist
13283#1_13283#93,Religious organisations in liberal democracies should not receive any public funding (direct or indirect).,Freedom to practice a religion of a person's preference (or freedom not to practice) is a personal choice. Taxes are required to be paid (by law). Government funds should be used where citizens have equal access to services without regard to the religion that they choose to practice.,sup,object,Religious organisations in liberal democracies receive any public funding (direct or indirect),object,positive,norm,Government funds should be used where citizens have equal access to services without regard to the religion that they choose to practice,consist
7738#69_7738#453,The human mind is capable of conceiving of things that cannot be observed. Religion itself is proof of this. That capability need not come from an external source.,David Hume remarked that all uses of the human imagination come from our observations of the external world.,att,object,"That capability, of conceiving of things that cannot be observed, come from an external source",advocate,positive,property,David Hume remarked that all uses of the human imagination come from our observations of the external world,contrast
5637#1_29707#41,Pregnant people should have the right to choose abortion.,People can't build a life savings the more they volunteer and the less they work for pay.,neu,advocate,Pregnant people have the right to choose abortion,,,,,neutral
15978#151_15978#616,"What people want to be called is irrelevant to whether the use of gender-neutral pronouns should be ""mandatory."" People wanting something (e.g. not to pay taxes) should not be a consideration in making it mandatory. The cost of enforcing and prosecuting it, and the real benefits to society of having it, need to be weighed.",Not calling somebody by their chosen name is demeaning and bullying. Allowing to call a minority arbitrary names is promoting hate speech. Hate speech is detrimental to society.,att,object,People wanting something (e.g. not to pay taxes) be a consideration in making it mandatory,object,negative,property,Not calling somebody by their chosen name is demeaning and bullying,consist
14255#6_14255#139,"Churches often pursue private rather than public goals, and therefore should not be given a tax exemption on the basis of being a charitable organisation.","Misinformation is often a reason people think religions should be taxed. Truly, religions already pay some taxes (employee income, sales and VAT, etc.). When we take into account what religions actually do give to the government, they are not as tax-exempt as people often seem to think.",att,object,Churches be given a tax exemption on the basis of being a charitable organisation,object,negative,property,Misinformation is often a reason people think religions should be taxed,consist
10408#12_10408#37,"When people choose someone to represent their will, they need to be sure that this leader trusts these people. A public leader's life belongs to their people. So not a single action of such people should be secret from those who elected them.",Politicians should have the right to control aspects of their personal lives and should only be transparent about public activity.,att,advocate,When people choose someone to represent their will be sure that this leader trusts these people,object,positive,norm,Politicians should have the right to control aspects of their personal lives and should only be transparent about public activity,contrast
19191#26_7405#40,"Justice should be doled out by government, not by private citizens. Privatization removes an aspect of government authority from the justice process.","There are sites, such as World Time Buddy that takes the effort out of trying to remember.",neu,advocate,Justice be doled out by government,,,,,neutral
2762#1_2762#2078,All humans should be vegan.,Growing and producing meat consumes more fossil fuel energy than plant-based food.,sup,advocate,All humans be vegan,object,negative,conseq,Growing and producing meat consumes more fossil fuel energy than plant-based food,contrast
2027#1047_14258#105,"Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer.",Animal testing can only approximate a possible reaction. Only human DNA can tell you how a human will react to a chemical (product).,neu,advocate,"Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer",,,,,neutral
1229#1_1229#5247,Humans should stop eating animal meat.,"Time is relative for each living thing. Plants/trees live for 100s of years, they just don't feel the same amount of pain as animals do because of their slow growth. However, you're still hurting them. For example, think of us as trees and mosquitoes as humans.",att,object,Humans eating animal meat,object,negative,conseq,you're still hurting them,consist
5850#400_4401#810,"If a causal link can be drawn between the speech acts of white supremacist organisations and violence committed by individuals, which it can, then it means that the exercise of 'basic freedoms' by white supremacist groups can in some instances themselves be violent and should therefore not be protected.","Compared to say calculus or literary analysis, sexual education is far more accessible. A lot of it boils down to the a presentation of factual correct information and teaching some decision skills which most students already possess. Most teachers should be able to teach it.",neu,object,the exercise of 'basic freedoms' by white supremacist groups be protected,,,,,neutral
2091#1_2091#2988,The US Should Recognize Palestine as a State.,Such a recognition would send a strong message to people who consider that the US respects international rules and United Nations institutions only when they can take advantage of them.,sup,advocate,The US Recognize Palestine as a State,advocate,positive,conseq,Such a recognition would send a strong message to people who consider that the US respects international rules and United Nations institutions only when they can take advantage of them,consist
14956#1_29707#41,Public schools (primary and secondary) should have religion as a required (not elective) course.,People can't build a life savings the more they volunteer and the less they work for pay.,neu,advocate,Public schools (primary and secondary) have religion as a required (not elective) course,,,,,neutral
1926#6_5601#1593,"It is important to preserve the artistic integrity of great works of art like Huckleberry Finn. As such, none of its language should be modified.",The Trump presidency is a symptom of a broken American government and/or political system. Removing Trump for any reason while allowing that system to remain unchanged would be counterproductive.,neu,object,Huckleberry Finn language be modified,,,,,neutral
13817#1_13817#29,Burning the US flag should be against the law.,"To tell somebody they can't do what they want with their own piece of cloth, regardless of what pictures are on it, is tyrannical and the opposite of freedom.",att,advocate,Burning the US flag be against the law,advocate,negative,property,"To tell somebody they can't do what they want with their own piece of cloth, regardless of what pictures are on it, is tyrannical and the opposite of freedom",consist
12788#17_12788#21,"That doesn't mean the product itself is not good - in a market economy, you have to pay for goods.","The 30-dias trial serves to let the user familiarize with the product, but after that period it is fair to pay for it.",sup,advocate,"in a market economy, you pay for goods",advocate,positive,property,"The 30-dias trial serves to let the user familiarize with the product, but after that period it is fair to pay for it",consist
15900#1_9878#68,Renewable energy sources and sufficient energy storage should replace fossil fuels for grid power.,"By conducting searches of personal information without a warrant or reasonable cause, mass data collection violates the right to due process.",neu,advocate,Renewable energy sources and sufficient energy storage replace fossil fuels for grid power,,,,,neutral
7185#4_7185#15,High value transactions require the work of professionals,"In most cases, deals involving multimillion dollar land or projects are done between the landlord/lady and the potential buyer. Involving intermediaries can be considered an annoyance rather than an aide, mainly due to the fact that people involved in these transactions are highly educated and prepared.",att,advocate,"High value transactions, the work of professionals",advocate,negative,conseq,Involving intermediaries can be considered an annoyance rather than an aide,consist
5601#1_12100#2,Donald Trump should be impeached.,It will make everyone think about the failings of the current system.,neu,advocate,Donald Trump be impeached,,,,,neutral
1323#1_28770#13,Traditional bullfighting - the practice of fighting with bulls that includes physically injuring them - should be banned.,Smartphones enable parents to communicate with their kids more easily and regularly.,neu,object,Traditional bullfighting - the practice of fighting with bulls that includes physically injuring them,,,,,neutral
