id,fold,label,target,text
irish-864,0,neg,Fianna Fail,THE IRISH OBSERVER : Fianna Fail Supported by Rapists - : THE IRISH OBSERVER : Fianna Fail Supported by Rapists - : .
irish-2573,1,pos,Sinn Fein,Sinn Fein will not be part of this grubby deal to get the Finance Bill passed flyer -3yY ge11 rtefl
irish-562,2,neg,Brian Cowen,I have no confidence in Brian Cowen . But I have no confidence in any of the country's other options either .
irish-1378,3,neu,Fianna Fail,Brian Cowen vows to remain leader of Fianna Fail
irish-1203,4,neu,Sinn Fein,WestAwake MaryLou also stated on todaypk during the week that Sinn Fein did not vote for the bank guarantee .
irish-364,5,neg,Brian Cowen,Cowen s'obstine .
irish-1765,6,neu,Fianna Fail,Hooray for Lenny ! Wrong again . I think he should lead Fianna Fail . Him and his googly-eyed attic-raised brother ConCon .
irish-110,7,neg,Sinn Fein,mcgconor : Labour will go into government with Sinn Fein twip <-- God help Ireland if Guns & Roses get in
irish-1935,8,neu,John Gormley,John Gormley thinks 25th March good date for Irish Elections . Will just have to wait for Taoiseach to decide
irish-1792,9,neu,Fianna Fail,IE News : Brian Cowen retains control of ruling Fianna Fail party - Channel 4 News
irish-779,0,neg,Eamon Gilmore,Real change ! yeah Ivana - why did Eamon Gilmore not appear on RTE Frontline - Labour leader from DunLaoghaire constituancy rtefl
irish-2340,1,neu,Sinn Fein,Where is Sinn Fein on rtept - balance please Sinn Fein are as popular as Fianna Fail
irish-2203,2,neu,Gerry Adams,Sinn Fein President Gerry Adams : Govt in chaos election should be held now
irish-763,3,neg,Sinn Fein,Pierce Doherty + Sinn Fein + Political Vacuum me very scared rtefl
irish-1167,4,neu,Fine Gael,sean_ynwa sixone pat mustard is a fine Gael member ? <<< LOL it true
irish-1375,5,neu,Brian Cowen,Brian Cowen to lead Fianna Fail to infinity and Beyond
irish-1734,6,neu,Fine Gael,Green Senator backs himself for charity with Fine Gael bookie .: Official website of Senator Niall ? Brolchin .
irish-1416,7,neu,Fine Gael,Comment on Philosoph to hold abortion debate by Michelle O Connell : A week after Young Fine Gael held theirs ho .
irish-1486,8,neu,Eamon Gilmore,Eamon Gilmore cancels trip to Limerick to stay in Dil for afternoon
irish-580,9,neg,Fianna Fail,I'm glad the IMF are running the country . If frees up time for Fianna Fail to disappear up their own holes .
irish-1231,0,neu,Gerry Adams,ge11 GerryAdams SinnFein
irish-769,1,neg,Fine Gael,Plus my interview today w/ Anonymous on Fine Gael hack Tunisia Wikileaks & why they do it
irish-1783,2,neu,Fine Gael,I wonder will Fine Gael electees answer tweets in run up to election - something I will personally try & survey myself with all partys !
irish-939,3,neg,Fianna Fail,Wonder how the bond markets will react to the Fianna Fail disarray tomorrow ? Could this necessitate further EU/IMF support/reassurance ?
irish-1634,4,neu,Sinn Fein,First Sinn Fein and Tech Group motion of no confidence then Labour tables one now Fine Gael follows SF/Tech Group lead
irish-466,5,neg,Fine Gael,Fine Gael hacking and Anonymous
irish-262,6,neg,Fianna Fail,Arutz 7 : Fianna Fail(ed ) Cowens Pays Price israel
irish-2077,7,neu,Brian Cowen,NYT- Irish Prime Minister Calls for Early Elections : Brian Cowen announced an earlier-than-expected general ele .
irish-2569,8,pos,Sinn Fein,Sinn Fein raising the fact that Drumm could evade investigation here & asking if Min . for Finance signed off on it . Glad to see it in dail
irish-814,9,neg,Sinn Fein,Sitting with guys who are hardcore sinn fein supporters ! Help ! ge11
irish-2220,0,neu,John Gormley,So Brian Cowen gave John Gormley a FULL 15 minuites notice Shows how much Fianna Fail hold their Green partners as equals . ge11
irish-1420,1,neu,Brian Cowen,Conor Lenihan says he hasn't formed a view yet on Brian Cowen's leadership
irish-991,2,neu,Fianna Fail,bryansixone oh i thought it was fianna fail myself ff
irish-702,3,neg,Sinn Fein,Martin mcGuiness is shown that Sinn Fein is bankrupt in policies for forthcoming general election campaign on tonights Late Late
irish-1630,4,neu,Fine Gael,Fine Gael/Labour still going ahead with no confidence vote in Taoiseach . Coalition depending on Finance Bill to go through Dail . Difficult ?!
irish-2248,5,neu,Fianna Fail,Taoiseach survives FF confidence vote - Taoiseach Brian Cowen tonight retained control of the Fianna Fail party afte .
irish-1240,6,neu,Fine Gael,Ireland : Fine Gael leader and EPP VP Enda Kenny talks about the March 11th election :
irish-1598,7,neu,Fine Gael,fine gael policies
irish-2376,8,pos,Fine Gael,CllrKeithMartin you better hope people vote Fine Gael or you will be in Govt with SF . !
irish-1000,9,neu,Sinn Fein,charlieorr4 Fuck you . Im telling Sinn Fein you better watch yo'self
irish-2017,0,neu,Brian Cowen,Mary Coughlan tells rtept political accountability was the reason why Brian Cowen sought the Cabinet reshuffle
irish-2010,1,neu,Fianna Fail,Martin believes Cowen good enough for leading the country but not Fianna Fail . Love those priorities ffheave
irish-188,2,neg,Fianna Fail,FFge11Slogans : Nobody cares like Fianna Fail cares - About Bankers & Developers that is
irish-2333,3,neu,John Gormley,Were not Sherlock Holmes Green Party leader John Gormley cowen
irish-1958,4,neu,Brian Cowen,Just watch and replace Brian Cowen for Clouseau and Fianna Fail for Inspector Dreyfus
irish-2196,5,neu,Sinn Fein,Sinn Fein indicates willing to join Fine Gael & Labour in fast-tracking Finance Bill through all stages by Fri
irish-946,6,neg,Fianna Fail,You can have Fianna Fail or You can have Economic Recovery . But You Cant Have Both . -Eric Byrne -Labour 2009 LE
irish-1867,7,neu,Fianna Fail,Irish Prime Minister Brian Cowen will support Finance Minister Brian Lenihan as Fianna Fail Leader
irish-86,8,neg,Fianna Fail,Johnny_Marr indeed like the idiots who voted Fianna Fail in Ireland over the past 15 years and have wrecked the Country .
irish-1253,9,neu,Gerry Adams,news Adams quits Westminster seat : Sinn Fein president Gerry Adams has resigned from his Westminster sea . world
irish-1659,0,neu,Fianna Fail,Game on ! Cowen and Martin speak out about 2m's Fianna Fail leadership vote ffheave
irish-2291,1,neu,John Gormley,This morning on todaypk : John Gormley and Conor Lenihan from 10am .
irish-2619,2,pos,Brian Cowen,Wow what a day for Irish politics . Brian Cowen is still in and Michel Martin has resigned .
irish-1380,3,neu,Brian Cowen,Brian Cowen wins Fianna Fail confidence vote : Taoiseach Brian Cowen tonight retained control of the Fianna Fail .
irish-2529,4,pos,Sinn Fein,It could be quite possible that Sinn Fein could be the main opposition party ! Truth is stranger than fiction !
irish-2121,5,neu,Fine Gael,remarks about new Fine Gael FG v2 New Lab ?!
irish-355,6,neg,John Gormley,could the last person to leave this country please turn off the lights and tell John Gormley we have all split .
irish-590,7,neg,Brian Cowen,if brian cowen resigned as leader of fianna fail how the hell is he still taoiseach like WTF ?
irish-884,8,neg,Fine Gael,This country really is fucked innit ? Labour or fine gael ? It's like trying to guess who won't fuck the country up even more .
irish-950,9,neu,Sinn Fein,Snodaigh begins defamation proceedings : Sinn Fein TD Aengus Snodaigh has begun defamation proceedings agains .
irish-744,0,neg,John Gormley,Oh to be a fly on the wall of John Gormley's office . Actually Gogarty's office might be more interesting .
irish-1854,1,neu,Brian Cowen,Irish PM says he will seek re-election : Irish Prime Minister Brian Cowen said Sunday that he wants to maintain his post and seek re-e .
irish-663,2,neg,John Gormley,John Gormley refuses to comment on speculation . Oh yeah ? Explain your carbon taxes then fuckwad !
irish-2067,3,neu,Fianna Fail,Next Fianna Fail leader : Rank outsider Backbencher NEW Voice New Vision !.
irish-1372,4,neu,Brian Cowen,Brian Cowen stepped down
irish-1808,5,neu,Fine Gael,Independent banker Peter Matthews declares for Dublin South for Fine Gael on Morning View on Dublin SouthFM 93.9
irish-2233,6,neu,John Gormley,Stuck in Central park on a crosstown bus . UES looming in the distance . John Gormley & Pat Kenny on podcast
irish-1714,7,neu,John Gormley,Gormley : FF speculation ' a distraction ': The Environment Minister John Gormley has said the Fianna Fail leadersh .
irish-741,8,neg,Fianna Fail,Off to new Zealand in 2 weeks . I wonder do they a fianna fail type crew over there
irish-204,9,neg,Brian Cowen,news nexttwi Despite Confidence Vote Irish Leader Faces Grim Election : Irish Prime Minister Brian Cowen's ha .
irish-1596,0,neu,Fine Gael,Fine Gael leader in dissidents vow : Fine Gael leader Enda Kenny has vowed to confront the threat o . uknews news
irish-1540,1,neu,Fine Gael,Featured candidate Lucinda Creighton Fine Gael Dublin South East ge11
irish-2589,2,pos,Sinn Fein,This has to be one of the * worst * tv performances from any Irish politician . Joan Burton has just secured Sinn Fein a few extra votes vinb
irish-1383,3,neu,Brian Cowen,BRIAN Cowen ? s closest cabinet ally Enterprise Minister Batt O ? Keeffe .
irish-2346,4,neu,Sinn Fein,Why do some parents give their children daft nameslike Meadow Peppermint BlackBird and Vorhees ? One mum wanted to name her kid Sinn Fein !
irish-1366,5,neu,Brian Cowen,Brian Cowen resigns as Fianna Fail leader but stays on as prime minister - Metro
irish-1952,6,neu,Fianna Fail,journalists can't be political says Barry Andrews ? satview > Only if they cheerlead Fianna Fail policies ? ffheave ge11
irish-1707,7,neu,Fine Gael,Gilmore's at a Fine Gael constituency meeting tonight rtefl ge11
irish-1526,8,neu,Fine Gael,Enda Kenny wouldn't allow Shane Ross into Fine Gael because he's lacking the Hollywood smile for the posters . Look at Enda . endafacts
irish-1625,9,neu,Fine Gael,Fine Gael's new website has been defaced . Screenshot below : They were the only major political party to s .
irish-222,0,neg,Brian Cowen,twip sean o'rourke ( FF ) devotes more time to obsessing over future of FF with Brian Cowen ( FF ) . who cares ?
irish-2176,1,neu,Sinn Fein,Sinn Fein TD to sue for defamation over ' Sunday World ' report :: The Irish Times -- Mary Carolan Ireland Ulster
irish-2593,2,pos,Gerry Adams,Time for change . Gerry Adams for Taoiseach !
irish-866,3,neg,Fine Gael,The last time Fine Gael tried a no confidence motion they were trying to get rid of their own leader so they know all about ill advised
irish-2299,4,neu,Sinn Fein,Trevor Clochartaigh has announced his intention to seek the Sinn Fein nomination to stand in Galway West
irish-550,5,neg,Fianna Fail,I agree with Martin Ferris ' assertion that Fianna Fail has brought this country to its kneecaps . twip
irish-521,6,neg,Fianna Fail,Great meeting of supporters tonight . Shows just how dedicated people are to ousting Fianna Fail .
irish-2195,7,neu,Sinn Fein,Sinn Fein indicates it would be willing to join Fine Gael & Labour in fast-tracking the Finance Bill through all stages of the Dl by Fri
irish-377,8,neg,John Gormley,Dear CBSC : I am offended by awesomely stupid people . ( See : John Gormley David Warren Blogging Tories National Post . )
irish-753,9,neg,Brian Cowen,or genuinely felt ?-buck-stops-with-brian-cowen/
irish-144,0,neg,Sinn Fein,rtenews ha Sinn Fein would know all about Disgraceful conduct
irish-1293,1,neu,John Gormley,After meeting with the Taoiseach for an hour Green Party leader John Gormley says it's his conviction the general election be held in March
irish-2277,2,neu,Gerry Adams,The next by-election for Westminster - Gerry Adams resigns as MP for Belfast West-northern-ireland-12246725
irish-2575,3,pos,Sinn Fein,Sinn Fein tells you what you NEED to know ! ge11 ffleader greens fianancebill
irish-1478,4,neu,Eamon Gilmore,Eamon Gilmore - ' It is time for us to take our country back from those who stole it from us ' ge11
irish-919,5,neg,John Gormley,Whatever medication John Gormley is on has made him completely deluded . And the Church is doing a brilliant job re child protection . ge11
irish-2135,6,neu,Sinn Fein,RTE suggests Sinn Fein taking over traditional FF clothes . Wonder will they tell what happened to the Arms Crisis money
irish-249,7,neg,Fianna Fail,amon Cuv throws his hat into the ring for FF leadership :-) Wot larks ! via thejournal . ie ffheave cowen
irish-1608,8,neu,Fine Gael,Fine Gael T.D. Leo Varadkar must apologise for public service appointment slurs
irish-350,9,neg,Fine Gael,Choices ? Gobshite BIFFO or Enda with a Hitler moustache ? finegael fiannafail
irish-192,0,neg,Brian Cowen,ge11 rtept I think the Coreolis effect might be affecting Brian Cowen ' s brain .
irish-1463,1,neu,Gerry Adams,Does Gerry have to apply for the Chiltern Hundreds ?
irish-448,2,neg,Fianna Fail,Fianna Fail faces Irish election loss
irish-143,3,neg,Sinn Fein,rtenews But why do they care ? Sinn Fein should get their own house in order and not worry about ffheave cowen
irish-1833,4,neu,John Gormley,Irish Government plunged into chaos as Green Party pulls out of coalition : John Gormley leader and Environment .
irish-2494,5,pos,Sinn Fein,Glad to see Labour following Sinn Fein's lead & tabling a no confidence motion in Government . ge11
irish-1282,6,neu,Fine Gael,29 Celtic Bookmakers shops saved : gambling chain headed up by former Fine Gael minister Ivan Yates shut down w .
irish-1772,7,neu,Fine Gael,i don't agree that share Ross is the change candidate ge11 he ran for fine gael in 1992 and has been in senate throughout all this mess
irish-1262,8,neu,Fianna Fail,rtefl All say welcome to Boyd Barrett's father in the audience . and to fianna fail's most prolific scarf wearing supporter
irish-488,9,neg,Fianna Fail,Fuck Fianna Fail !
irish-426,0,neg,Fianna Fail,Fianna Fail in limbo as Finneran calls it a day Leonie
irish-1586,1,neu,Fine Gael,Fine Gael give a commitment to Cork docklands development if elected . corkecho
irish-2315,2,neu,Fine Gael,-gael/149176-fine-gael-offer-gov-get-finance-bill-through-friday-then-call-election . html
irish-990,3,neu,Sinn Fein,bryansixone Must have missed your tweets on the motion of ' no confidence ' from SInn Fein/technical grouping .
irish-2157,4,neu,Fianna Fail,Should Fianna Fail change leader ? Debate continues
irish-386,5,neg,Fine Gael,Does nobody see an issue with Labour and Fine Gael supporting the Finance Bill ? A Bill proposed by the govt they have no confidence in ? ge11
irish-1962,6,neu,Fine Gael,Labour and Fine Gael pilling pressure on the Greens to pull the plug .
irish-1452,7,neu,Eamon Gilmore,Dear Eamon Gilmore Follow Portugal's lead and decriminalize all drugs .
irish-2115,8,neu,Brian Cowen,Precise News - Irish Prime Minister Calls for Early Elections : Brian Cowen announced an earlier-than-expected .
irish-1260,9,neu,Sinn Fein,onthisday in 1919 Sinn Fein creates its own parliament ( dil eireann ) in Dublin sparking the Irish War of Independence .
irish-2534,0,pos,Sinn Fein,Just taken first decent bet on Irish election Sinn Fein to get 13 or 14 seats at 10/3 . ge11 fail sinnfein
irish-423,1,neg,Fianna Fail,Fianna Fail are over . It's not just Cowen who ruined this country . Martin et all also brought this country to it's knees twip
irish-1846,2,neu,Brian Cowen,Irish PM Cowen quits party helm briancowen ireland worldnews guardiancouk news
irish-279,3,neg,Fine Gael,BREAKING : FIne Gael press guy kicking down door of Merrion hotel
irish-1495,4,neu,Eamon Gilmore,Eamon Gilmore on sixone .
irish-257,5,neg,Fine Gael,Apart from their issues with their site getting defaced Fine Gael have made some very odd decisions ab .
irish-27,6,neg,Fianna Fail,Chris_Boardman Fast Food sounds like a better vote than Fianna Fail ge11
irish-1336,7,neu,Fine Gael,Bill O'Donnell has been added to the Fine Gael ticket for the Limerick ( County ) constituency . TUNE IN at 1PM to Live95FM News
irish-389,8,neg,Fianna Fail,doesn't give a shit who leads Fianna Fail I want them all in prison now . Fine Gael&Lab won't reverse the IMF theft so they're treasonous too
irish-2012,9,neu,Sinn Fein,Martin McGuinness of Sinn Fein will be on the Late Late Show RTE1 tonight
irish-2358,0,neu,Fine Gael,With this level of back stabbing Martin could always run for Fine Gael twip
irish-2000,1,neu,John Gormley,LIVE - Dil ireann : 1310 Fine Gael leader Enda Kenny says Green Party leader John Gormley needs to insist on ge .
irish-1636,2,neu,Fine Gael,Fitzpatrick keeps everyone guessing on Fine Gael - Louth boss performs .
irish-2307,3,neu,Fianna Fail,Up first we discuss the latest from the Fianna Fail camp with Michael Kennedy TD and Michael Mulcahy TD
irish-1365,4,neu,Fine Gael,Brian Cowen Resigns As Fianna Fail Head Fine Gael Demands Vote Of No Confidence Ireland
irish-82,5,neg,Brian Cowen,JoeHiggins_MEP Well done Joe the People's Champion . See Brian cowen how Joe puts people before banks . You should try it . bailout
irish-865,6,neg,Fianna Fail,The Irish political party Fianna Fail goes right next to the North Korean NoDong missile on the list of names I can't take seriously .
irish-1494,7,neu,Eamon Gilmore,Eamon Gilmore of the Labor Party says that he does not accept Cowen's saying that the Finance Bill can't pass all stages by Friday
irish-686,8,neg,Fianna Fail,Last week Fianna Fail cannibalised itself . This week Labour might be going even further . This is like a really shit nature docu rtefl
irish-526,9,neg,Sinn Fein,ha Sinn Fein would know all about Disgraceful conduct
irish-1759,0,neu,Fine Gael,High Court has put back 2 cases taken by Fine Gael against government for delays in by-elections
irish-1438,1,neu,Brian Cowen,Cowen Resigns as Party Leader Remains Prime Minister - Irish Prime Minister Brian Cowen resigned as leader of the F .
irish-1741,2,neu,Brian Cowen,Greens ? exit condemns Irish government : The withdrawal of Green party will force Brian Cowen prime minister to dissolve parliament .
irish-1841,3,neu,Brian Cowen,Irish PM Brian Cowen Tells Party He Will Not Resign
irish-1904,4,neu,Fine Gael,Jeebus if Labour bicker with their lefty cousins like that how the hell will they last 2 mins in government with Fine Gael vinb
irish-2207,5,neu,Sinn Fein,Sinn Fein TD Aengus Snodaigh sues ' Sunday World ' over claim he did not report theft of car
irish-1916,6,neu,John Gormley,John Gormley explaining how he heard about resignations now on todaypk listen live : www.rte.ie/radio
irish-87,7,neg,Brian Cowen,JustSoIrish The Party dont start til Brian Cowen walks out . ( 8 )
irish-1735,8,neu,John Gormley,Greens have withdraw from the Government . John Gormley and Eamon Ryan have resigned from the Cabinet .
irish-1524,9,neu,Fine Gael,Electoral Branding 2011 : We start our analysis of Irish political brands with Fine Gael : ge11
irish-445,0,neg,Fianna Fail,Fianna Fail - incredibly embarrassing incompetent delusional out of touch ashamedforireland
irish-792,1,neg,Brian Cowen,Sam Smyth : Cowen opponents whisper but are afraid to strike : Brian Cowen decided to speak d . Irish Business Forum
irish-1403,2,neu,Fine Gael,Chairman of the Public Accounts Committee and Fine Gael TD for Cork North Central Bernard Allen has become the .
irish-1856,3,neu,Fianna Fail,Irish PM Survives Fianna Fail Confidence Vote : Irish Taoiseach Brian Cowen has retained control of t . Live now .
irish-1424,4,neu,Fine Gael,Consultant post in Paediatric Diabetic Services in Cork still remains unfilled after nine months : Cork Fine Gael .
irish-171,5,neg,Fine Gael,TomTDowling labour should try to obstruct Fine Gael as much as possible . Put up more candidates in constituencies where FG is strong .
irish-2236,6,neu,Fianna Fail,Surely daniel hannan should be asking cameron similar questions EU ireland PM fianna fail
irish-227,7,neg,Brian Cowen,wecanallagreethat Brian Cowen needs to move his fat arse over .
irish-947,8,neg,Brian Cowen,You turn on NFL to get away from political carnage and who pops up during the coverage of Jets-Steelers but Brian Cowen himself . No kidding .
irish-381,9,neg,Brian Cowen,Deputy Doherty urges Brian Cowen to ? do the honourable thing ?: The headache continues for Brian Cowen . Fianna Fa .
irish-980,0,neu,Fine Gael,bankermathews RT the_irish_times Peter Mathews to stand for Fine Gael in Dublin South
irish-2171,1,neu,Sinn Fein,Sinn Fein say election `must mark a sea change in Irish Politics ' www.sinnfein.ie
irish-1681,2,neu,Gerry Adams,Gerry Adams quits Westminster seat
irish-2317,3,neu,Fine Gael,Veteran Fine Gael TD Allen retires
irish-1077,4,neu,Sinn Fein,JohnODowdMLA - is that the citizens savings Sinn Fein will protect by imposing a 25 a year tax on every mobile phone in the North ?
irish-2363,5,neu,Fianna Fail,ye can have Harry Boland but ye can't have Fianna Fail ge11
irish-752,6,neg,Fianna Fail,On 8% fianna fail should ask themselves this .
irish-1066,7,neu,Fine Gael,JimTDuffy And Fine Gael are unanimous in their support for Kenny who's disappeared yet again in case he puts his two feet in it .
irish-1105,8,neu,Fianna Fail,liamooo regulator and central bank are independent bodies . Fianna Fail ( or any gov/pol party ) cannot control banks . rtept
irish-2423,9,pos,Fine Gael,Y_F_G Definitely ! Yet again we need Fine Gael to clean up Fianna Fail's mess !
irish-726,0,neg,Fine Gael,new vote on brian cowen is taken the certainty away from march 11th elect and also displaying more back patting betwen labour and fine gael
irish-2202,1,neu,Gerry Adams,Sinn Fein president Gerry Adams who is planning to stand for election in Louth has resigned from his Westminst .
irish-2266,2,neu,Fine Gael,The High Court has put back two cases taken by Fine Gael against the gov for delays in by-elections
irish-1763,3,neu,Fine Gael,Holy moley . Ireland is in upheavil . Green party now brown nosing Fine Gael ? I think I need to leave the country
irish-438,4,neg,Fianna Fail,Fianna Fail-what a failure
irish-1965,5,neu,Eamon Gilmore,Labour confidence motion still on agenda : Labour Party leader Eamon Gilmore has said the party will leave its mo .
irish-797,6,neg,John Gormley,Scarlet for john gormley not being able to answer the question in irish !
irish-2402,7,pos,Sinn Fein,leoie graham_little sinn fein have had nothing to do with the ira for a lot longer than 11 years . read a book preferably a history one
irish-1051,8,neu,Sinn Fein,hyagav who do u support then ? Fine Gael ? Labour ? Sinn Fein ?
irish-1471,9,neu,Fine Gael,DTN UK : Ireland's Fianna Fail faces election loss : Fianna Fail fears losing half its seats with a Fine Gael/Labo .
irish-2048,0,neu,Sinn Fein,N dan dearmad Sinn Fein candidate to be selected for Galway West tomorrow at 5pm in Menlo Park Hotel ! Bg ann :)
irish-904,1,neg,Brian Cowen,Utv say 19 tds pro cowen over 40 not commited brian lenihan seen as king maker ffheave
irish-2305,2,neu,Fianna Fail,Two new markets on our site : Next leader of Fianna Fail ? Outcome of the next Irish General Election ? Bet now
irish-1264,3,neu,Fine Gael,ShaneRoss going to announce for fine gael on Brendan O'Connor show ? Now ?
irish-1812,4,neu,John Gormley,Interview with John Gormley about the timing of ge11 & possible cabinet reshuffle now on Six One - watch live -
irish-234,5,neg,Gerry Adams,Adams would know all about GRUBBY LITTLE DEALS
irish-1294,6,neu,John Gormley,Again who's the guy behind John Gormley ? greens notgogo
irish-354,7,neg,Gerry Adams,Could Gerry Adams by the Irish Leader of the Opposition ? Scary times in the republic if SF leapfrog FF .
irish-845,8,neg,Brian Cowen,Thanked : [ After Hours ] How dare Brian Cowen/RTE interrupt 20 000 leagues under the sea !
irish-2269,9,neu,Brian Cowen,THE IRISH OBSERVER : Brian Cowen 39 Michael Martin 32 Leadership -
irish-378,0,neg,Fianna Fail,Dear Fianna Fail even if you have the best policies in the world ( you don't ) You . Do . Not . DESERVE . My . Vote . Signed Me .
irish-2148,1,neu,Fianna Fail,Serious pronunciation fail from RT ? for the few words of Irish they're expected to use . Fianna ' Foyle ' ' Tea-shock '. Tsk tsk .
irish-1840,2,neu,Brian Cowen,Irish PM Brian Cowen quits as Fianna Fail leader
irish-595,3,neg,Brian Cowen,If Michael Martin kept out ot the vote Brian Cowen would be defeated by a majority . Perhaps they planned this friendly no confidence vote .
irish-2290,4,neu,Fine Gael,This is the Official Twitter account for the Fine Gael Party and carry's all their News & Updates
irish-1301,5,neu,Brian Cowen,An Taoiseach Brian Cowen with me in studio .
irish-2547,6,pos,Sinn Fein,Muzzle Mary Lou and Sinn Fein will be the real winners of this Labour meltdown vinb
irish-1145,7,neu,Fianna Fail,Quinn_er Sunday times releasing huge news to do with fianna fail we've been waiting for an hour and a half . must be massive
irish-1444,8,neu,Fianna Fail,Cowen vows to continue as Fianna Fail leader - Irish Examiner
irish-1764,9,neu,Brian Cowen,Hook interviews Cowen .
irish-778,0,neg,Fianna Fail,Quote this Article when local FF candidate canvasses for ge11 - Cowen & Fianna Fail : Victims of delusional groupthink
irish-1419,1,neu,Fianna Fail,Conor Lenihan is apparently the go to person in Fianna Fail in his position of leadership . He just said so on sixone
irish-2359,2,neu,Sinn Fein,Wonder if vinb will have a proper panel tonight we're probably due Young FF Young FG Sinn Fein Beag and little Richard B-Boy Barrett ge11
irish-2395,3,pos,Fine Gael,Independent_ie Hey look Fine Gael have relaunched their website it's new and approved too ! the mashup is good !
irish-1348,4,neu,Fine Gael,Brendan Howlin and Fine Gael's Brendan Grace now on RTE's This Week .
irish-1931,5,neu,John Gormley,John Gormley says he welcomes Taoiseachs decision not to appoint new Ministers and to hold election on March 11th .
irish-1214,6,neu,John Gormley,EBMgt Green Party leader John Gormley has told the Taoiseach that his party want an election before April of th .
irish-1139,7,neu,Sinn Fein,phunkypenguin i did the sinn fein one :) i think 2 people in our class did democratic deficit . i don't even know what that means LMAO
irish-1661,8,neu,Fine Gael,General Election March 11th 2011 dail ffheave rtenews twip cowen Time for Fianna Fail Fine Gael & Labour to do battle .
irish-343,9,neg,Sinn Fein,Can you imagine a Sinn Fein and Labour govt ! If that happens I'm emigrating to Australia !
irish-1333,0,neu,Fine Gael,Bernard Allen TD announces retirement from politics : Speaking today ( Tuesday ) Bernard Allen TD Fine Gael .
irish-2425,1,pos,Sinn Fein,biffo dil dail ffheave vinb I am sure Labour and Fine Gael and Sinn Fein are all quite delighted .
irish-1437,2,neu,Brian Cowen,Cowen resigns as party leader but remains Irish PM : DUBLIN ( Reuters ) - Ireland's Prime Minister Brian Cowen bowe .
irish-1852,3,neu,Brian Cowen,Irish PM forced to set March 11 election date : Ireland's Prime Minister Brian Cowen on Thursday called a general .
irish-106,4,neg,Eamon Gilmore,MaybeRory Granted I hoping she'd be elected at the expense of Eamon Gilmore's seat but still .
irish-1828,5,neu,Fine Gael,Ireland's Fianna Fail faces election loss : Fianna Fail fears losing half its seats with a Fine Gael/Labour coali .
irish-248,6,neg,John Gormley,Amazing to think that tomorrow for first time in living memory no-one will demand that John Gormley pull out of government . NewDawn
irish-675,7,neg,Fianna Fail,Kevin Myers : Conspiracy within a free society is an abomination and Fianna Fail is t : Firstly there's nothing .
irish-2278,8,neu,Fianna Fail,The Next Leader Of Fianna Fail ?: This video has had many false starts over it's life time . Many reasons held me .
irish-1426,9,neu,Fianna Fail,Cork Student News : UCC Fianna Fail to push for longer nightclub hours
irish-91,0,neg,Fianna Fail,kencurtin talktojoe1850 1st thing they should ask indo's is are you now or ever been a member of Fianna Fail wolves in sheeps clothing .
irish-446,1,neg,Fine Gael,Fianna Fail 1926-2011 R.I.P. Hahaha too true . Good riddance . As long as its not Fine Gael I don't care :)
irish-2379,2,pos,Sinn Fein,daithi_locha Dublin66 lorrainey23 Sinn fein all the way !
irish-2344,3,neu,Eamon Gilmore,Why a motion now of no confidence from Eamon Gilmore and labour . Greens wont go for that .
irish-460,4,neg,Fine Gael,Fine Gael Enda Kenny poster campaign . Is it a poor attempt at USA President Obama's HOPE poster ? Tell us what .
irish-1723,5,neu,Fianna Fail,Green party don't want to interfere with fianna fail says Cuffe . What are these people doing in government frontline
irish-303,6,neg,Brian Cowen,Brian Cowen is an idiot ! :P
irish-1903,7,neu,Gerry Adams,Jean McConville's daughter may run in ge11 in Louth against Gerry Adams .
irish-1385,8,neu,Brian Cowen,Brian Cowen's party mulls second coup bid in a week
irish-1184,9,neu,Fine Gael,suzybie the fine gael site appears to have moved to the UK .
irish-1802,0,neu,Brian Cowen,Impossible to take Brian Lenihan seriously when less than one week ago he voted confidence in Brian Cowen .
irish-916,1,neg,Eamon Gilmore,What the fuck do we vote for ? Enda Kenny ? Eamon ' no policies ' Gilmore ? Look at this queue of talking head gombeen hollow men on sixone
irish-328,2,neg,Brian Cowen,Brian Cowen's a bit like Hitler only instead of getting rid of the Jews he's getting rid of the whole Irish Government : L
irish-746,3,neg,Fine Gael,Ok so for people who are believing in this Labour/Fine Gael gov for the next election should know ; it's not going to work .
irish-1886,4,neu,Fine Gael,Is Fine Gael Serious About Geting Fianna Fail Out ?
irish-2602,5,pos,Eamon Gilmore,Very enjoyable and successful visit to Galway West by Eamon Gilmore TD this morning . Derek Nolan is running an .
irish-428,6,neg,Fianna Fail,Fianna Fail only completed half of constituency conventions . They are organisationally unprepared & have financial difficulties . ge11
irish-889,7,neg,Fianna Fail,This is why I am an atheist and from now on I don't believe in Fianna Fail either I simply cannot take its existence as a matter of faith .
irish-2057,8,neu,Sinn Fein,News asking Fianna Fail Fine Gael Labour Greens & Sinn Fein to take part in a joint leaders debate ahead of ge11
irish-2462,9,pos,Sinn Fein,Dil election leaders TV debate has to include Sinn Fein to be fair | An Phoblacht IrishAires Ireland Irish
irish-2008,0,neu,Eamon Gilmore,Mark Bailey President of the ILCU and Kieron Brennan CEO met with Eamon Gilmore TD today . Read more
irish-2550,1,pos,Sinn Fein,NewsLetter : Loyalists voting for Sinn Fein - UDA boss : SOME voters in staunch loyalist areas such as the Shankil .
