argid,propid,text,ie
00453,00453_3_7,"Games help develop youths"" minds, skills, confidence.","[[""Games"", ""help develop"", ""youths\"" minds, skills, confidence""], [""Games"", ""help"", ""develop youths\"" minds, skills, confidence""]]"
00453,00453_3_8,Some youth have tried to emulate violence in games.,"[[""Some youth"", ""have tried to emulate"", ""violence in games""], [""Some youth"", ""have tried"", ""to emulate violence in games""]]"
00453,00453_3_9,"Youth violence has been declining, violent video games fine.","[[""Youth violence"", ""has been declining fine""]]"
00453,00453_4,Sale of violent video games to minors should be banned.,"[[""Sale of violent video games to minors"", ""should be banned""]]"
00453,00453_4_1,Violent game ban puts children above corporations.,"[[""Violent game ban"", ""puts"", ""children"", ""above corporations""]]"
00453,00453_4_2,Coporate interests irrelevant to protecting free speech.,[]
00453,00453_5,Sale of violent video games to minors should be banned.,"[[""Sale of violent video games to minors"", ""should be banned""]]"
00453,00453_5_1,Violent video games are protected by the first amendment.,"[[""Violent video games"", ""are protected"", ""by the first amendment""]]"
00453,00453_5_10,"State shouldn""t restrict ideas exposed to kids.","[[""State shouldn\""t restrict ideas"", ""exposed"", ""to kids""]]"
00453,00453_5_11,No tradition of protecting children from depictions of violence,[]
00453,00453_5_2,"Speech about violence not ""obsene"" (only sex is).","[[""only sex"", ""is""]]"
00453,00453_5_3,"If sex images can be banned for youths, so can violence","[[""sex images"", ""can be banned"", ""for youths""]]"
00453,00453_5_4,Ideas expressed in violent games shouldn t be surpressed.,"[[""Ideas"", ""expressed"", ""shouldn t be surpressed""]]"
00453,00453_5_5,Ban wrongly alienates video games.,"[[""Ban"", ""wrongly alienates"", ""video games""]]"
00453,00453_5_6,Banning sale of games to minors is limited infringement.,"[[""Banning sale of games to minors"", ""is"", ""limited infringement""]]"
00453,00453_5_8,Ban on video games follows long history of similar bans.,"[[""Ban on video games"", ""follows"", ""long history of similar bans""]]"
00453,00453_5_9,Some games are clearly too offensive for youth,"[[""Some games"", ""are"", ""clearly"", ""too offensive"", ""for youth""]]"
00453,00453_6,Sale of violent video games to minors should be banned.,"[[""Sale of violent video games to minors"", ""should be banned""]]"
00453,00453_6_1,"Violent video games aren""t equivalent to fairy tales","[[""Violent video games"", ""aren"", ""t equivalent to fairy tales""]]"
00453,00453_6_2,"Violence in video games similar to that in ferry tales, etc",[]
00469,00469_10,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_10_1,Offshore wind turbines generate noise harmful to marine life.,"[[""Offshore wind turbines"", ""generate"", ""noise harmful to marine life""]]"
00469,00469_10_2,Leaking lubricating oils from wind power can damage environment.,"[[""Leaking lubricating oils from wind power"", ""can damage"", ""environment""]]"
00469,00469_10_3,Wind energy comes naturally from the environment.,"[[""Wind energy"", ""comes naturally"", ""from the environment""]]"
00469,00469_11,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_11_1,Abundant wind energy can displace fossil fuels and slash emissions,"[[""Abundant wind energy"", ""can displace"", ""slash emissions""], [""Abundant wind energy"", ""can displace"", ""fossil fuels""]]"
00469,00469_11_10,Carbon costs of manufacture and transport of windmills is high,"[[""Carbon costs of transport of windmills"", ""is"", ""high""], [""Carbon costs of manufacture of windmills"", ""is"", ""high""]]"
00469,00469_11_2,"Wind turbines are a beautiful symbol of ""green"" consciousness.","[[""Wind turbines"", ""are"", ""a beautiful symbol of \""green\"" consciousness""]]"
00469,00469_11_3,"Wind can""t generate enough energy to impact global warming","[[""Wind"", ""can t generate"", ""enough energy to impact global warming""]]"
00469,00469_11_4,Wind energy is a cost-ineffective way to fight global warming,"[[""Wind energy"", ""is"", ""a cost-ineffective way to fight global warming""]]"
00469,00469_11_6,Wind power could free up natural gas to replace oil in cars.,"[[""Wind power"", ""could free up"", ""natural gas"", ""to replace oil in cars""]]"
00469,00469_11_7,Clean sources can back-up wind energy down-times.,[]
00469,00469_11_8,"Wind energy, constrained by electric grid, can""t help global warming","[[""Wind energy, constrained by electric grid"", ""can help"", ""global warming""], [""Wind energy"", ""constrained"", ""by electric grid""]]"
00469,00469_11_9,Inconsistent wind energy has to be backed-up by fossil fuels,"[[""Inconsistent wind energy"", ""to be backed up"", ""by fossil fuels""]]"
00469,00469_12,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_12_1,Wind power in Australia was shut down due to dying birds.,"[[""Wind power in Australia"", ""was shut down"", ""due to dying birds""]]"
00469,00469_12_2,Carbon emission greater threat to birds than wind energy,[]
00469,00469_12_3,The number of birds killed by wind turbines is relatively low,"[[""The number of birds"", ""is"", ""relatively low""], [""birds"", ""killed"", ""by wind turbines""]]"
00469,00469_12_4,Negative effects of wind energy on birds can be minimized,"[[""Negative effects of wind energy on birds"", ""can be minimized""]]"
00469,00469_12_5,Wind turbines kill too many birds as well as bats,[]
00469,00469_12_6,Lights on wind towers can disrupt migratory birds.,"[[""Lights on wind towers"", ""can disrupt"", ""migratory birds""]]"
00469,00469_14,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_14_1,Wind turbines cause annoying shadow/light flicker,"[[""Wind turbines"", ""cause"", ""annoying shadow/light flicker""]]"
00469,00469_14_2,Wind turbines can disrupt the scenery of a community,"[[""Wind turbines"", ""can disrupt"", ""the scenery of a community""]]"
00469,00469_14_3,"Wind turbines are a beautiful symbol of ""green"" consciousness.","[[""Wind turbines"", ""are"", ""a beautiful symbol of \""green\"" consciousness""]]"
00469,00469_1,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_1_1,The installation of windmills can be relatively expensive.,"[[""The installation of windmills"", ""can be"", ""relatively expensive""]]"
00469,00469_1_10,"Wind is an inexhaustible, renewable energy resource.","[[""Wind"", ""is"", ""an inexhaustible, renewable energy resource""]]"
00469,00469_1_11,Ramping wind energy up and down produces mechanical stresses.,"[[""Ramping wind energy"", ""down produces"", ""mechanical stresses""], [""Ramping wind energy"", ""up produces"", ""mechanical stresses""]]"
00469,00469_1_12,Running and maintenance costs of windmills are low.,"[[""maintenance costs of windmills"", ""are"", ""low""], [""Running costs of windmills"", ""are"", ""low""]]"
00469,00469_1_14,Wind energy production is often too far from demand,"[[""Wind energy production"", ""is"", ""often"", ""too far from demand""]]"
00469,00469_1_15,Wind turbines are generally vulnerable to environmental wear and tear.,"[[""Wind turbines"", ""to tear""], [""Wind turbines"", ""are"", ""generally vulnerable to tear""], [""Wind turbines"", ""are"", ""generally vulnerable to environmental wear""]]"
00469,00469_1_16,Wind energy hedges against volatile oil prices,[]
00469,00469_1_17,Rising carbon-fuel prices make wind power more competitive,"[[""Rising carbon-fuel prices"", ""make"", ""wind power more competitive""]]"
00469,00469_1_2,Wind energy is free.,"[[""Wind energy"", ""is"", ""free""]]"
00469,00469_1_3,"Wind ""fuel"" does not require transporting to the generator.","[[""Wind \""fuel"", ""does not require"", ""transporting to the generator""]]"
00469,00469_1_4,Wind energy is abundant and can supply massive quantities of energy.,"[[""Wind energy"", ""can supply"", ""massive quantities of energy""], [""Wind energy"", ""is"", ""abundant""]]"
00469,00469_1_5,Wind energy is new and is advancing rapidly in its competitiveness.,"[[""Wind energy"", ""is advancing rapidly"", ""in its competitiveness""], [""Wind energy"", ""is"", ""new""]]"
00469,00469_1_6,Wind energy production is inconsistent relative to demand,"[[""Wind energy production"", ""is"", ""inconsistent relative""]]"
00469,00469_1_7,Wind energy does not require water.,"[[""Wind energy"", ""does not require"", ""water""]]"
00469,00469_1_8,"Litigation to clear land (""scenery"") for windmills can be costly.","[[""Litigation to clear land"", ""can be"", ""costly""]]"
00469,00469_1_9,"Wind farms build piecemeal, generating revenue from first windmill","[[""Wind farms"", ""build piecemeal generating"", ""revenue from first windmill""], [""Wind farms"", ""build piecemeal"", ""generating revenue from first windmill""]]"
00469,00469_2,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_2_1,Wind turbines are noisy,"[[""Wind turbines"", ""are"", ""noisy""]]"
00469,00469_2_2,Modern wind turbines produces relatively little noise,"[[""Modern wind turbines"", ""produces"", ""relatively little noise""]]"
00469,00469_4,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_4_1,All energy sources need back-ups; wind energy is not uniquely bad,"[[""All energy sources"", ""need"", ""back-ups""], [""wind energy"", ""is not"", ""uniquely bad""]]"
00469,00469_4_2,Electric grids are not designed for many disparate wind farms.,"[[""Electric grids"", ""are not designed"", ""for many disparate wind farms""]]"
00469,00469_4_3,Wind energy surges can strain electricity grids,"[[""Wind energy surges"", ""can strain"", ""electricity grids""]]"
00469,00469_7,Wind energy should be a major component of plans to fight global warming.,"[[""Wind energy"", ""should be"", ""a major component of plans""]]"
00469,00469_7_1,Wind farms span across wide swaths of territory.,"[[""Wind farms"", ""span"", ""across wide swaths of territory""]]"
00469,00469_7_2,Only 1 percent of a wind-farms surface actually gets built on.,"[[""Only 1 percent of a wind-farms surface"", ""gets built on""], [""Only 1 percent of a wind-farms surface"", ""gets"", ""built on""]]"
00469,00469_7_3,Heavy land-use of wind farms can jeopardize forests/ecosystems.,"[[""Heavy land-use of wind farms"", ""can jeopardize"", ""forests/ecosystems""]]"
00539,00539_1,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_1_1,Humans should not bank on destroying the Earth and moving to another planet.,"[[""Humans"", ""should not bank"", ""on moving to another planet""], [""Humans"", ""should not bank on destroying"", ""the Earth""], [""Humans"", ""should not bank"", ""on destroying the Earth""]]"
00539,00539_1_2,The risk of us being wiped out by an asteroid like the dinosaurs is very very small.,"[[""The risk of us being wiped out by an asteroid like the dinosaurs"", ""is"", ""very very small""], [""us"", ""being wiped out"", ""by an asteroid like the dinosaurs""]]"
00539,00539_1_3,Humans should not rely solely on Earth for their long-term future,"[[""Humans"", ""should not rely"", ""solely"", ""on Earth"", ""for their long-term future""]]"
00539,00539_3,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_3_1,Manned space-flight has spawned many scientific innovations.,"[[""Manned space-flight"", ""has spawned"", ""many scientific innovations""]]"
00539,00539_3_2,Few missions to space have produced notable scientific results.,"[[""Few missions to space"", ""have produced"", ""notable scientific results""]]"
00539,00539_3_3,Going into space to discover the effects of space on humans is circular logic.,"[[""Going into space to discover the effects of space on humans"", ""is"", ""circular logic""]]"
00539,00539_3_4,The scientific benefits of manned space programmes are severely overstated,"[[""The scientific benefits of manned space programmes"", ""are severely overstated""]]"
00539,00539_4,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_4_1,Robots are inefficient at collecting data.,"[[""Robots"", ""are"", ""inefficient at collecting data""]]"
00539,00539_4_2,Some spin-off technology will come from unmanned space travel as easily as from manned space travel,"[[""Some spin-off technology"", ""will come as easily"", ""from unmanned space travel""]]"
00539,00539_4_3,Humans are able to make judgments in space exploration and testing.,"[[""Humans"", ""to make"", ""judgments in testing""], [""Humans"", ""are"", ""able to make judgments in testing""], [""Humans"", ""to make"", ""judgments in space exploration""], [""Humans"", ""are"", ""able to make judgments in space exploration""]]"
00539,00539_4_4,Humans must be in space in order to test the impact space has on them.,"[[""Humans"", ""must be"", ""in space"", ""in order""]]"
00539,00539_4_5,Funding should only go to cost-effective robotic space exploration,"[[""Funding"", ""should go"", ""to cost-effective robotic space exploration""]]"
00539,00539_4_6,Manned missions force space-craft to have greater weight-bearing capacities for rocks.,"[[""space-craft"", ""to have"", ""greater weight-bearing capacities for rocks""], [""Manned missions"", ""force"", ""space-craft"", ""to have greater weight-bearing capacities for rocks""]]"
00539,00539_5,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_5_1,Multinational space programs are good for international diplomacy.,"[[""Multinational space programs"", ""are"", ""good for international diplomacy""]]"
00539,00539_5_2,Flag-staking is occurring in space and spread nationalistic sentiments.,"[[""Flag"", ""spread"", ""nationalistic sentiments""], [""Flag - staking"", ""is occurring"", ""in space""]]"
00539,00539_6,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_6_1,There is sufficient room for exploration on earth; space is excessive,"[[""space"", ""is"", ""excessive""], [""sufficient room for exploration on earth"", ""is""]]"
00539,00539_6_2,Space exploration is inspiring and pushes humans to advance,"[[""humans"", ""to advance""], [""Space"", ""pushes"", ""humans"", ""to advance""], [""Space exploration"", ""is"", ""inspiring""]]"
00539,00539_6_3,Space exploration inspires children to study science (an investment),"[[""children"", ""to study"", ""science""], [""Space exploration"", ""inspires"", ""children"", ""to study science""]]"
00539,00539_7,Governments should prioritize spending on the exploration of space.,"[[""Governments"", ""should prioritize spending"", ""on the exploration of space""]]"
00539,00539_7_1,Space exploration has brought many practical benefits to humans,"[[""Space exploration"", ""has brought"", ""many practical benefits"", ""to humans""]]"
00539,00539_7_11,Space exploration is more valuable than some other human expenditures,"[[""Space exploration"", ""is"", ""more valuable than some other human expenditures""]]"
00539,00539_7_2,The costs of pushing the boundaries in space are too high.,"[[""The costs of pushing the boundaries in space"", ""are"", ""too high""]]"
00539,00539_7_3,Public funding is necessary to achieve real results in space.,[]
00539,00539_7_4,Significant private capital can be raised for space exploration.,"[[""Significant private capital"", ""can be raised"", ""for space exploration""]]"
00539,00539_7_5,Space funding would be better spent helping people on earth,"[[""Space funding"", ""would be better spent"", ""helping people on earth""]]"
00539,00539_7_6,Space programs have relatively small budgets,"[[""Space programs"", ""have"", ""relatively small budgets""]]"
00539,00539_7_7,Humans could benefit from natural resources of other planets,"[[""Humans"", ""could benefit"", ""from natural resources of other planets""]]"
00539,00539_7_8,Private markets are better suited to invest in space exploration,"[[""Private markets"", ""to invest"", ""in space exploration""], [""Private markets"", ""are"", ""better suited to invest in space exploration""]]"
00581,00581_1,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_1_1,Natural gas stations are unavailable in some places,"[[""Natural gas stations"", ""are"", ""unavailable"", ""in some places""]]"
00581,00581_1_2,NGVs can be refueled anywhere from existing natural gas lines.,"[[""NGVs"", ""can be refueled"", ""anywhere from existing natural gas lines""]]"
00581,00581_2,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_2_1,Natural gas hardly reduces emissions compared to petroleum,"[[""Natural gas"", ""reduces"", ""emissions"", ""compared to petroleum""]]"
00581,00581_2_10,Natural gas burns more cleanly than gasoline in general,[]
00581,00581_2_11,Natural gas will decrease price of oil and coal and increase consumption.,"[[""Natural gas"", ""will decrease"", ""price of coal""], [""Natural gas"", ""will decrease"", ""price of oil""]]"
00581,00581_2_12,Existing gasoline vehicles can be converted to cleaner natural gas.,"[[""Existing gasoline vehicles"", ""can be converted"", ""to cleaner natural gas""]]"
00581,00581_2_13,Methane in natural gas is a major contributor to global warming.,"[[""Methane in natural gas"", ""is"", ""a major contributor to global warming""]]"
00581,00581_2_2,Gasoline vehicles converted for natural gas are inefficient.,"[[""Gasoline vehicles converted for natural gas"", ""are"", ""inefficient""], [""Gasoline vehicles"", ""converted"", ""for natural gas""]]"
00581,00581_2_3,0-emissions vehicles are a superior option to natural gas vehicles,"[[""vehicles"", ""are"", ""a superior option to natural gas vehicles""]]"
00581,00581_2_4,Natural gas can help smooth the transition to renewable energy.,"[[""Natural gas"", ""can help smooth"", ""the transition to renewable energy""], [""Natural gas"", ""can help"", ""smooth the transition to renewable energy""]]"
00581,00581_2_5,"NGVs may reduce emissions, but still contribute to global warming","[[""NGVs"", ""may contribute"", ""to global warming"", ""still""], [""NGVs"", ""may reduce"", ""emissions""]]"
00581,00581_2_6,More efficient gasoline cars and hybrids are better than NGVs,"[[""hybrids"", ""are better than"", ""NGVs""], [""hybrids"", ""are"", ""better than NGVs""], [""More efficient gasoline cars"", ""are better than"", ""NGVs""], [""More efficient gasoline cars"", ""are"", ""better than NGVs""]]"
00581,00581_2_7,"Natural gas vehicles reduce emissions, fight global warming","[[""Natural gas vehicles"", ""fight"", ""global warming""], [""Natural gas vehicles"", ""reduce"", ""emissions""]]"
00581,00581_2_8,Emissions from natural gas can be filtered out,"[[""Emissions from natural gas"", ""can be filtered out""]]"
00581,00581_2_9,Natural gas is the cleanest transportation fuel available,"[[""Natural gas"", ""is"", ""the cleanest transportation fuel available""]]"
00581,00581_3,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_3_1,Natural gas cars perform comparably to petrol cars,"[[""Natural gas cars"", ""perform comparably"", ""to petrol cars""]]"
00581,00581_3_2,The performance of natural gas vehicles is not notable.,"[[""The performance of natural gas vehicles"", ""is not"", ""notable""]]"
00581,00581_4,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_4_1,Natural gas is less flammable and explosive than other fuels,"[[""Natural gas"", ""is"", ""less explosive than other fuels""], [""Natural gas"", ""is"", ""less flammable than other fuels""]]"
00581,00581_4_2,Odorless natural gas can escape detection risking fire/explosion.,"[[""Odorless natural gas"", ""can escape"", ""detection risking fire/explosion""]]"
00581,00581_4_3,Natural gas vehicle fuel tanks are very strong and safe,"[[""Natural gas vehicle fuel tanks"", ""are"", ""very safe""], [""Natural gas vehicle fuel tanks"", ""are"", ""very strong""]]"
00581,00581_4_4,Unregulated natural gas car conversions can be dangerous,"[[""Unregulated natural gas car conversions"", ""can be"", ""dangerous""]]"
00581,00581_4_5,Natural gas leaks dissipate quickly; pose little risk,[]
00581,00581_4_6,Natural gas utilities have a long record of safety,"[[""Natural gas utilities"", ""have"", ""a long record of safety""]]"
00581,00581_4_7,Natural gas safety regulations are very strong,"[[""Natural gas safety regulations"", ""are"", ""very strong""]]"
00581,00581_4_8,Natural gas leaks are a fire and explosion risk,"[[""Natural gas leaks"", ""are"", ""a explosion risk""], [""Natural gas leaks"", ""are"", ""a fire risk""]]"
00581,00581_5,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_5_1,"Natural gas drilling leaves a large environmental ""footprint""","[[""Natural gas drilling"", ""leaves"", ""a large environmental \""footprint""]]"
00581,00581_5_2,"Technology minimizes environmental ""footprint"" of natural gas","[[""Technology"", ""minimizes"", ""environmental \""footprint\"" of natural gas""]]"
00581,00581_5_3,Natural gas is a nonrenewable fossil fuel.,"[[""Natural gas"", ""is"", ""a nonrenewable fossil fuel""]]"
00581,00581_5_4,Waste from natural gas extraction jeopardizes water resources,"[[""Waste from natural gas extraction"", ""jeopardizes"", ""water resources""]]"
00581,00581_7,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_7_1,Refueling natural gas vehicles fast and convenient,[]
00581,00581_7_2,Refueling will only be easy with a natural gas infrastructure.,"[[""Refueling"", ""will be"", ""easy with a natural gas infrastructure""]]"
00581,00581_7_3,Natural gas cars have a smaller range than gasoline engines.,"[[""Natural gas cars"", ""have"", ""a smaller range than gasoline engines""]]"
00581,00581_7_4,Existing gasoline-powered vehicles may be converted to CNG,"[[""Existing gasoline-powered vehicles"", ""may be converted"", ""to CNG""]]"
00581,00581_7_5,NGVs operate just like gasoline vehicles (no training required).,"[[""no training"", ""required""], [""NGVs"", ""operate""]]"
00581,00581_8,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_8_1,"With gasoline prices high, natural gas is relatively cheap","[[""natural gas"", ""is"", ""relatively cheap""]]"
00581,00581_8_2,Most nations must import natural gas from abroad,"[[""Most nations"", ""must import"", ""natural gas"", ""from abroad""]]"
00581,00581_8_3,Natural gas can cost much less than gasoline per gallon,"[[""Natural gas"", ""can cost"", ""much less than gasoline per gallon""]]"
00581,00581_8_4,"Natural gas is abundant, cheap, and will last for centuries.","[[""Natural gas"", ""will last"", ""for centuries""], [""Natural gas"", ""is"", ""abundant , cheap""]]"
00581,00581_8_5,Natural gas vehicles have been around for decades,"[[""Natural gas vehicles"", ""have been"", ""around"", ""for decades""]]"
00581,00581_8_6,Compressed natural gas vehicles cost more,"[[""Compressed natural gas vehicles"", ""cost"", ""more""]]"
00581,00581_8_7,Natural gas vehicles are commercially viable now,"[[""Natural gas vehicles"", ""are"", ""commercially viable"", ""now""]]"
00581,00581_8_8,Natural gas vehicles are not yet commercially viable.,"[[""Natural gas vehicles"", ""are not"", ""yet"", ""commercially viable""]]"
00581,00581_9,NGVs should be prioritized in plans to fight global warming. They are good.,"[[""NGVs"", ""should be prioritized"", ""in plans""], [""They"", ""are"", ""good""]]"
00581,00581_9_1,Odors added to natural gas to enable human detection,"[[""Odors"", ""to enable"", ""human detection""], [""Odors"", ""added"", ""to natural gas"", ""to enable human detection""]]"
00581,00581_9_2,Natural gas is non-toxic.,"[[""Natural gas"", ""is"", ""non-toxic""]]"
00581,00581_9_3,Burning natural gas releases ultra-fine particles; a health risk.,[]
00581,00581_9_4,Argument: Natural gas can be harmful and even poisonous to ingest,"[[""Natural gas"", ""to ingest""], [""Natural gas"", ""can be"", ""harmful to ingest""]]"
00581,00581_9_5,Odorless natural gas presents greater risk of ingestion.,"[[""Odorless natural gas"", ""presents"", ""greater risk of ingestion""]]"
00636,00636_10,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_10_1,Electric car batteries all must be replaced eventually.,"[[""Electric car batteries"", ""must be replaced"", ""eventually""]]"
00636,00636_10_2,Regenerative braking systems reduce break-pedal wear and tear.,"[[""Regenerative braking systems"", ""reduce"", ""tear""], [""Regenerative braking systems"", ""reduce"", ""break - pedal wear""]]"
00636,00636_10_3,Electric cars require less maintenance than gasoline vehicles.,"[[""Electric cars"", ""require"", ""less maintenance than gasoline vehicles""]]"
00636,00636_1,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_1_1,Electric cars can accelerate faster than gasoline cars.,"[[""Electric cars"", ""can accelerate faster""]]"
00636,00636_1_2,Electric vehicles take a long time to recharge.,"[[""Electric vehicles"", ""take"", ""a long time"", ""to recharge""]]"
00636,00636_1_3,Electric vehicles vibrate less for a smoother ride.,"[[""Electric vehicles"", ""vibrate"", ""less for a smoother ride""]]"
00636,00636_1_4,Electric car power and speed can be precisely controlled.,"[[""speed"", ""can be precisely controlled""], [""Electric car power"", ""can be precisely controlled""]]"
00636,00636_1_5,Electric vehicles have a limited range.,"[[""Electric vehicles"", ""have"", ""a limited range""]]"
00636,00636_2,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_2_1,It takes too long to recharge electric vehicles.,[]
00636,00636_2_2,Few utilities can support widespread quick-charging,"[[""Few utilities"", ""can support"", ""widespread quick-charging""]]"
00636,00636_2_3,Electric vehicles need not be able to quickly recharge.,"[[""Electric vehicles"", ""to quickly recharge""], [""Electric vehicles"", ""need not be"", ""able to quickly recharge""]]"
00636,00636_2_4,Electric car battery technology and costs are improving rapidly.,"[[""costs"", ""are improving rapidly""], [""Electric car battery technology"", ""are improving rapidly""]]"
00636,00636_2_5,Not safe to let citizens do electric car quick-charging,[]
00636,00636_2_6,New electric car batteries allow for charging in minutes.,"[[""New electric car batteries"", ""allow"", ""for charging in minutes""]]"
00636,00636_2_7,Electric vehicles can recharge everywhere the electric grid exists.,"[[""the electric grid"", ""exists""], [""Electric vehicles"", ""can recharge"", ""everywhere the electric grid exists""]]"
00636,00636_3,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_3_1,Electric vehicles produce less noise than internal combustion engines.,"[[""Electric vehicles"", ""produce"", ""less noise than internal combustion engines""]]"
00636,00636_3_2,Regenerative braking systems reduce braking dusts.,"[[""Regenerative braking systems"", ""reduce"", ""braking dusts""]]"
00636,00636_3_3,Silent electric cars can be a safety hazard.,"[[""Silent electric cars"", ""can be"", ""a safety hazard""]]"
00636,00636_3_4,Lighter electric cars can be more vulnerable in collisions.,"[[""Lighter electric cars"", ""can be"", ""more vulnerable in collisions""]]"
00636,00636_4,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_4_1,Electric cars fight global warming better than hybrids.,"[[""Electric cars"", ""fight"", ""global warming better than hybrids""]]"
00636,00636_4_2,Hybrid vehicles do not overburden the electric grid.,"[[""Hybrid vehicles"", ""do not overburden"", ""the electric grid""]]"
00636,00636_5,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_5_1,Electric cars can utilize existing grid,"[[""Electric cars"", ""can utilize"", ""existing grid""]]"
00636,00636_5_2,Electric vehicles would place great strain on electric grids.,"[[""Electric vehicles"", ""would place"", ""great strain"", ""on electric grids""]]"
00636,00636_5_3,Electricity shortages in some regions make electric cars inadvisable.,"[[""Electricity shortages in some regions"", ""make"", ""electric cars inadvisable""]]"
00636,00636_5_4,Electric cars charge at night when electricity demand is low.,"[[""electricity demand"", ""is"", ""low""], [""Electric cars"", ""charge"", ""at night"", ""when electricity demand is low""]]"
00636,00636_5_5,Modernizing grid will accommodate new renewable electricity.,"[[""Modernizing grid"", ""will accommodate"", ""new renewable electricity""]]"
00636,00636_6,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_6_1,Electric cars use coal-electricity and add to global warming.,"[[""Electric cars"", ""use"", ""coal - electricity""]]"
00636,00636_6_11,"""Clean coal"" can generate cleaner electricity for electric cars.","[[""Clean coal"", ""can generate"", ""cleaner electricity for electric cars""]]"
00636,00636_6_12,"Electric cars are uneconomical; can""t impact global warming","[[""Electric cars"", ""are"", ""uneconomical""]]"
00636,00636_6_13,Electric cars increase local coal emissions,"[[""Electric cars"", ""increase"", ""local coal emissions""]]"
00636,00636_6_15,Electric cars can be combined with regenerative braking.,"[[""Electric cars"", ""can be combined"", ""with regenerative braking""]]"
00636,00636_6_2,Even coal-powered electric cars pollute less than gasoline cars.,"[[""Even coal-powered electric cars"", ""pollute"", ""less than gasoline cars""]]"
00636,00636_6_3,Public transportation is a better idea than electric cars.,"[[""Public transportation"", ""is"", ""a better idea than electric cars""]]"
00636,00636_6_5,Electric cars can slash greenhouse gas emissions.,"[[""Electric cars"", ""can slash"", ""greenhouse gas emissions""]]"
00636,00636_6_6,Electric cars will get cleaner with more renewable sources,"[[""Electric cars"", ""will get"", ""cleaner""]]"
00636,00636_6_8,Electric cars will have a negligible impact on emissions.,"[[""Electric cars"", ""will have"", ""a negligible impact on emissions""]]"
00636,00636_9,Electric cars should be a priority in plans to fight global warming.,"[[""Electric cars"", ""should be"", ""a priority in plans""]]"
00636,00636_9_1,Electric car batteries are usually very expensive.,"[[""Electric car batteries"", ""are"", ""usually"", ""very expensive""]]"
00636,00636_9_2,Electric car maintenance costs have fallen,"[[""Electric car maintenance costs"", ""have fallen""]]"
00636,00636_9_3,Electric vehicles are more resilient to price pressures.,"[[""Electric vehicles"", ""are"", ""more resilient to price pressures""]]"
