pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00084_3#00084_3_3,00084,00084_3,00084_3_3,The US policy of No Growth Budgets in the United Nations is justified.,US leverage over the UN budgetary process gives it more power to influence the course of UN policies:,-1,0.36429107151403406,0.07064737527612114
00084_3#00084_3_4,00084,00084_3,00084_3_4,The US policy of No Growth Budgets in the United Nations is justified.,"US inflexibility on ""no-growth"" UN budgets diminishes its leadership role in the world body:",1,0.6783441021704892,0.9435427032135267
00113_5#00113_5_1,00113,00113_5,00113_5_1,Natural gas is a good energy source for the 21st century.,Natural gas supply chain emits substantial greenhouse gases,-1,0.005489694830777505,0.053389263343545885
00113_5#00113_5_2,00113,00113_5,00113_5_2,Natural gas is a good energy source for the 21st century.,Emissions from natural gas can be filtered out,1,0.36539356840852455,0.43513492919493946
00113_5#00113_5_3,00113,00113_5,00113_5_3,Natural gas is a good energy source for the 21st century.,Natural gas is a fossil fuel that worsens global warming,-1,0.8351873076005419,0.9182010746403149
00113_5#00113_5_4,00113,00113_5,00113_5_4,Natural gas is a good energy source for the 21st century.,0-emission renewables are a superior alternative to natural gas,-1,0.0032631070888558206,0.9712220166083452
00113_5#00113_5_5,00113,00113_5,00113_5_5,Natural gas is a good energy source for the 21st century.,Natural gas will lower fossil fuel prices and increase consumption.,-1,0.0012676798110131046,0.9522491701329708
00113_5#00113_5_6,00113,00113_5,00113_5_6,Natural gas is a good energy source for the 21st century.,Natural gas can smooth transition to renewable energy,1,0.0005291141867300953,0.9672380576941957
00113_5#00113_5_7,00113,00113_5,00113_5_7,Natural gas is a good energy source for the 21st century.,Natural gas can replace fossil fuels that emit more greenhouse gases,1,0.007296278260700786,0.8716537209132694
00113_5#00113_5_8,00113,00113_5,00113_5_8,Natural gas is a good energy source for the 21st century.,Methane in natural gas is a major contributor to global warming.,-1,0.025123665782354643,0.7489181177777117
00258_5#00258_5_1,00258,00258_5,00258_5_1,Artificial life is good.,Artificial life presents risk of bioterrorism,-1,0.9833488105063402,0.018777991187062415
00258_5#00258_5_2,00258,00258_5,00258_5_2,Artificial life is good.,More good synthetic biologists can outwit malevolent ones,1,0.3281808251704529,0.19740693224280975
00258_5#00258_5_3,00258,00258_5,00258_5_3,Artificial life is good.,Artificial life worsens specter of biological war,-1,0.9854572494321061,0.002508172329593069
00258_5#00258_5_4,00258,00258_5,00258_5_4,Artificial life is good.,Any scientific advance can be abused; synthetic life no different,1,0.9585939571852504,0.42039404410386444
00258_5#00258_5_6,00258,00258_5,00258_5_6,Artificial life is good.,Threat of bio-terrorism is no greater than natural threats,1,0.6982852759224125,0.001815599715162872
00272_7#00272_7_1,00272,00272_7,00272_7_1,Male circumcision is beneficial and/or ethically sound.,Circumcision is not a good solution to phimosis of foreskin,-1,0.9371752430858271,0.0009101890190027456
00272_7#00272_7_10,00272,00272_7,00272_7_10,Male circumcision is beneficial and/or ethically sound.,Uncircumcised Europeans do not experience significant health problems.,-1,0.32845446814946044,0.0002945747502200512
00272_7#00272_7_11,00272,00272_7,00272_7_11,Male circumcision is beneficial and/or ethically sound.,The uncircumcised often suffer from penis infections,1,0.6079909086416085,0.004533592095002488
00272_7#00272_7_12,00272,00272_7,00272_7_12,Male circumcision is beneficial and/or ethically sound.,Ideologies drive false medical justifications for circumcision,-1,0.9343938517551116,0.006071353523042021
00272_7#00272_7_13,00272,00272_7,00272_7_13,Male circumcision is beneficial and/or ethically sound.,Circumcision industry drives false medical justifications,-1,0.023708390332540137,0.0006164663242657165
00272_7#00272_7_14,00272,00272_7,00272_7_14,Male circumcision is beneficial and/or ethically sound.,Circumcision helps prevent balantis in the penis,1,0.38083974034789647,0.8095929147706987
00272_7#00272_7_15,00272,00272_7,00272_7_15,Male circumcision is beneficial and/or ethically sound.,Circumcision helps protect against human papilloma virus,1,0.016958444617969033,0.8786164960092531
00272_7#00272_7_16,00272,00272_7,00272_7_16,Male circumcision is beneficial and/or ethically sound.,Circumcision helps prevent phimosis,1,0.5999556665818147,0.9158834739826693
00272_7#00272_7_17,00272,00272_7,00272_7_17,Male circumcision is beneficial and/or ethically sound.,Circumcision eliminates foreskins many protective functions,-1,0.37430012044739724,0.22138703742165355
00272_7#00272_7_18,00272,00272_7,00272_7_18,Male circumcision is beneficial and/or ethically sound.,Circumcision helps protect against chlamydia,1,0.16945911189798799,0.880375211877295
00272_7#00272_7_19,00272,00272_7,00272_7_19,Male circumcision is beneficial and/or ethically sound.,Circumcision helps protect against syphilis,1,0.018860136880297244,0.8816953596267578
00272_7#00272_7_2,00272,00272_7,00272_7_2,Male circumcision is beneficial and/or ethically sound.,"Circumcision can cause ""skin bridge"" on penis",-1,0.8770665493479736,0.046805577427068965
00272_7#00272_7_20,00272,00272_7,00272_7_20,Male circumcision is beneficial and/or ethically sound.,"Most male sexual health problems stem from irresponsible sex, not circumcision.",-1,0.9263109043992777,0.0086883060850856
00272_7#00272_7_3,00272,00272_7,00272_7_3,Male circumcision is beneficial and/or ethically sound.,Circumcision reduces the risk of prostate cancer,1,0.060092563788106006,0.8746815899456487
00272_7#00272_7_4,00272,00272_7,00272_7_4,Male circumcision is beneficial and/or ethically sound.,Circumcision helps protect against kidney infections,1,0.011118456575758228,0.86653264701115
00272_7#00272_7_5,00272,00272_7,00272_7_5,Male circumcision is beneficial and/or ethically sound.,Non-circumcision can result in many complications,1,0.01378905339194438,0.042578964260240076
00272_7#00272_7_6,00272,00272_7,00272_7_6,Male circumcision is beneficial and/or ethically sound.,The foreskin is a brilliant product of human evolution,-1,0.0007196718012660202,0.9853354156384595
00272_7#00272_7_7,00272,00272_7,00272_7_7,Male circumcision is beneficial and/or ethically sound.,[[Argument: Circumcision helps prevent herpes| Circumcision helps prevent herpes,1,0.4834661127697741,0.7561244053877278
00272_7#00272_7_8,00272,00272_7,00272_7_8,Male circumcision is beneficial and/or ethically sound.,Circumcision helps prevent chancroids,1,0.00885568050043079,0.9071634690170731
00272_7#00272_7_9,00272,00272_7,00272_7_9,Male circumcision is beneficial and/or ethically sound.,Circumcision helps protect against cancer of the penis,1,0.7181529701978115,0.8483528637660994
00295_4#00295_4_1,00295,00295_4,00295_4_1,EU expansion and EU membership itself are good.,EU expansion will improve flow of knowledge and technology,1,0.0005044807615487075,0.9757811775990706
00295_4#00295_4_13,00295,00295_4,00295_4_13,EU expansion and EU membership itself are good.,EU labor regulations will reduce productivity of new entrants,-1,0.03746979526804518,0.010434517058807422
00295_4#00295_4_2,00295,00295_4,00295_4_2,EU expansion and EU membership itself are good.,EU enlargement improves European living standards,1,0.0002875180361531123,0.6463790482159691
00295_4#00295_4_3,00295,00295_4,00295_4_3,EU expansion and EU membership itself are good.,Expanding to include mostly poorer states will strain EU budget.,-1,0.14469798272113726,0.016892040103637578
00295_4#00295_4_4,00295,00295_4,00295_4_4,EU expansion and EU membership itself are good.,EU member states suffer from socialist economic environment,-1,0.9732466688948487,0.01757851958478506
00295_4#00295_4_6,00295,00295_4,00295_4_6,EU expansion and EU membership itself are good.,EU enlargement will increase cross-border trade.,1,0.0009562874245787127,0.7178332939653616
00295_4#00295_4_7,00295,00295_4,00295_4_7,EU expansion and EU membership itself are good.,Economic integration and liberalization do not depend on EU,-1,0.5693357583529228,0.008535768336781402
00295_4#00295_4_8,00295,00295_4,00295_4_8,EU expansion and EU membership itself are good.,EU environmental regulations will cost new member states,-1,0.48119711586627056,0.0786634813019869
00295_4#00295_4_9,00295,00295_4,00295_4_9,EU expansion and EU membership itself are good.,EU enlargement will open countries to foreign competition,1,0.0007704934558524663,0.5719233075665537
00423_13#00423_13_1,00423,00423_13,00423_13_1,The bombing of Hiroshima and Nagasaki was justified.,Bombing Japan was a war crime against humanity,-1,0.9466940516434523,0.0126789228143351
00423_13#00423_13_2,00423,00423_13,00423_13_2,The bombing of Hiroshima and Nagasaki was justified.,Idea of US war crimes in bombing Japan is unacceptable,1,0.9470982177047518,0.03215474681558789
00423_13#00423_13_3,00423,00423_13,00423_13_3,The bombing of Hiroshima and Nagasaki was justified.,The bombing of Japan was illegal under the international law of the time.,-1,0.9758948704261533,0.14859901811237589
00423_13#00423_13_4,00423,00423_13,00423_13_4,The bombing of Hiroshima and Nagasaki was justified.,The bombing of Japan was an act of war/terrorism,-1,0.9752469982007365,0.15129381644917586
00423_13#00423_13_5,00423,00423_13,00423_13_5,The bombing of Hiroshima and Nagasaki was justified.,No international law forbade the bombing of Japanese civilians,1,0.964852145772477,0.00939972324250674
00441_3#00441_3_1,00441,00441_3,00441_3_1,A global tax is a good idea.,"The Tobin Tax would ease the international relief, aid and intervention burden that usually falls on the United States shoulders:",1,0.006157310526435422,0.1005708326764539
00441_3#00441_3_2,00441,00441_3,00441_3_2,A global tax is a good idea.,"While the USA would like to see other international actors be held responsible for not acting during humanitarian crises, the US has relied on its role as the worlds premier power in order to justify much of its foreign policy in the post-Cold War era:",-1,0.23971683073387642,0.04285041155024327
00441_3#00441_3_3,00441,00441_3,00441_3_3,A global tax is a good idea.,A Tobin Tax would put an unfair burden on important currencies:,-1,0.2860322652200474,0.00921172693377442
00603_7#00603_7_1,00603,00603_7,00603_7_1,Libertarianism is a sound political philosophy.,There is no point in defining a radical form anarchism (Libertarianism),-1,0.8927136053300374,0.02832766556160997
00603_7#00603_7_2,00603,00603_7,00603_7_2,Libertarianism is a sound political philosophy.,Libertarians cooperate with many left wing organizations,1,0.01029969956593153,0.4280236720350632
00603_7#00603_7_3,00603,00603_7,00603_7_3,Libertarianism is a sound political philosophy.,"Libertarianism promotes many right wing view points, not just left wing points",-1,0.007062168597396499,0.4817445236611665
00696_3#00696_3_1,00696,00696_3,00696_3_1,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A progressive approach could involve a carbon tax rebate.,-1,0.007346709688827219,0.8142920064485548
00696_3#00696_3_2,00696,00696_3,00696_3_2,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A carbon tax is not really that ""regressive"", since the wealthy consume more energy and would be taxed more:",-1,0.078252306604733,0.8153128032074279
00696_3#00696_3_3,00696,00696_3,00696_3_3,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"Carbon tax revenues create a basis for progressive ""tax shifting"":",-1,0.0021617507009591063,0.8024115960992798
00696_3#00696_3_4,00696,00696_3,00696_3_4,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A cap-and-trade system is ""progressive"".",1,0.000616408307906589,0.9703197056218593
00696_3#00696_3_5,00696,00696_3,00696_3_5,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,"A carbon tax is ""regressive""",1,0.14417526405878106,0.5212934809772244
01030_8#01030_8_1,01030,01030_8,01030_8_1,The US and NATO mission in Libya is legal and justifiable.,Senate voted for UN Libya Res and Obama has enforced it.,1,0.0339921277900238,0.4067583264345905
01030_8#01030_8_2,01030,01030_8,01030_8_2,The US and NATO mission in Libya is legal and justifiable.,Obama administration consulted with Congress on Libya,1,0.14649886727951464,0.016969636951392406
01030_8#01030_8_3,01030,01030_8,01030_8_3,The US and NATO mission in Libya is legal and justifiable.,"Obama needed to consult all of Congress, not just leaders.",-1,0.002335451119875477,0.00936632894154998
01169_3#01169_3_1,01169,01169_3,01169_3_1,Israel was justified in seizing the flotilla.,"In conflict with Hamas, raid in international waters was legal",1,0.013934067065762647,0.7531310831862127
01169_3#01169_3_10,01169,01169_3,01169_3_10,Israel was justified in seizing the flotilla.,"Intent of Gaza flotilla was not humanitarian, but provoking Israel",1,0.3569088600068118,0.25760002691206174
01169_3#01169_3_11,01169,01169_3,01169_3_11,Israel was justified in seizing the flotilla.,Israeli flotilla raid was act of self-defense,1,0.3711583647506668,0.8966738296806933
01169_3#01169_3_2,01169,01169_3,01169_3_2,Israel was justified in seizing the flotilla.,Illegal to seize peaceful supplies during conflict,-1,0.008886577122938269,0.0003286094639336509
01169_3#01169_3_3,01169,01169_3,01169_3_3,Israel was justified in seizing the flotilla.,General statements against Israels Gaza flotilla raid,-1,0.2787996918436976,0.3564710041299326
01169_3#01169_3_4,01169,01169_3,01169_3_4,Israel was justified in seizing the flotilla.,Israeli use of force on flotilla was disproportionate.,-1,0.9565656718925102,0.37547169531664487
01169_3#01169_3_5,01169,01169_3,01169_3_5,Israel was justified in seizing the flotilla.,"Israel issued warning to Gaza flotilla, which they ignored",1,0.1538377602619567,0.11181630293672602
01169_3#01169_3_6,01169,01169_3,01169_3_6,Israel was justified in seizing the flotilla.,Israeli raid in international waters violates i-law,-1,0.07224993428836056,0.3623799925856891
01169_3#01169_3_7,01169,01169_3,01169_3_7,Israel was justified in seizing the flotilla.,"Israeli raid on flotilla was aggressive; can""t be called self-defense",-1,0.8012953779219546,0.3610940120700545
01169_3#01169_3_8,01169,01169_3,01169_3_8,Israel was justified in seizing the flotilla.,"Cease-fire invalidates blockade-justification of ""war"" w/ Hamas",-1,0.022687145626888824,0.004288727359549537
01169_3#01169_3_9,01169,01169_3,01169_3_9,Israel was justified in seizing the flotilla.,Israel could have legally sunk Gaza flotilla for breaking blockade,1,0.28078933155670194,0.290505863177795
01182_3#01182_3_1,01182,01182_3,01182_3_1,The US Dream Act is a good idea.,Young illegal immigrants are US asset needing development,1,0.0008751577616593929,0.6479103824208732
01182_3#01182_3_2,01182,01182_3,01182_3_2,The US Dream Act is a good idea.,DREAM Act will increase govt revenue and budgets.,1,0.00047218843563452353,0.9697847904570017
01182_3#01182_3_3,01182,01182_3,01182_3_3,The US Dream Act is a good idea.,DREAM Act is valuable to economic recovery,1,0.0005977420969667022,0.9716429429941468
01182_3#01182_3_4,01182,01182_3,01182_3_4,The US Dream Act is a good idea.,DREAM Act is bad for American employment.,-1,0.9722388198692594,0.0006610874861827941
01182_3#01182_3_5,01182,01182_3,01182_3_5,The US Dream Act is a good idea.,DREAM Act is very expensive.,-1,0.8030287896313633,0.07192978433615105
01182_3#01182_3_6,01182,01182_3,01182_3_6,The US Dream Act is a good idea.,DREAM Act allows young aliens to produce more in economy,1,0.001827699206138624,0.9411466427277514
01182_3#01182_3_7,01182,01182_3,01182_3_7,The US Dream Act is a good idea.,Poor illegal aliens unlikely to be healthy (costly),1,0.01995902683589327,0.0050492927961905375
01182_3#01182_3_8,01182,01182_3,01182_3_8,The US Dream Act is a good idea.,DREAM Act relies on shrinking US financial resources.,-1,0.9051260688561868,0.015959548659688075
01185_2#01185_2_1,01185,01185_2,01185_2_1,Atheism is a sound (un)religious philosophy in the modern world.,Religious institutions are a major driver of war.,1,0.03098352055584409,0.02916901550960924
01185_2#01185_2_10,01185,01185_2,01185_2_10,Atheism is a sound (un)religious philosophy in the modern world.,"When atheists criticise religions for the largely negative impact atheism has had on society, they are overlooking their own negative impact.",-1,0.7479781711259512,0.016811003425534175
01185_2#01185_2_11,01185,01185_2,01185_2_11,Atheism is a sound (un)religious philosophy in the modern world.,"Replace ""communism"" with ""theocracy""",1,0.3810524000542191,0.027252761621844798
01185_2#01185_2_12,01185,01185_2,01185_2_12,Atheism is a sound (un)religious philosophy in the modern world.,Communism has nothing to do with atheism.,1,0.8294658873029037,0.05878142825253223
01185_2#01185_2_13,01185,01185_2,01185_2_13,Atheism is a sound (un)religious philosophy in the modern world.,"""Communism is very closely linked to Atheism""",1,0.005509220679821237,0.7864432433058817
01185_2#01185_2_14,01185,01185_2,01185_2_14,Atheism is a sound (un)religious philosophy in the modern world.,Acts of religious institutions are irrelevant to faith and atheism.,-1,0.7976640012639734,0.01907723056069234
01185_2#01185_2_15,01185,01185_2,01185_2_15,Atheism is a sound (un)religious philosophy in the modern world.,"Problems of religious institutions favors, by default, atheism.",1,0.10577242093205673,0.5890970606444846
01185_2#01185_2_2,01185,01185_2,01185_2_2,Atheism is a sound (un)religious philosophy in the modern world.,"Atheists criticise religious people for evangelising and ""attempting to convert people"", however, they do the same.",-1,0.7449497806034232,0.00909731429194403
01185_2#01185_2_3,01185,01185_2,01185_2_3,Atheism is a sound (un)religious philosophy in the modern world.,"""Atheists have also had wars""",1,0.037191721181058464,0.00028844714747241346
01185_2#01185_2_4,01185,01185_2,01185_2_4,Atheism is a sound (un)religious philosophy in the modern world.,The claim that the Nazi government was repressive of religion,1,0.5753671503865421,0.003464403020291607
01185_2#01185_2_5,01185,01185_2,01185_2_5,Atheism is a sound (un)religious philosophy in the modern world.,Just because some wars have happened in the name of religion does not mean that all people who follow the religion can be tarnished by the same brush.,-1,0.8563561608554544,0.1906984521820994
01185_2#01185_2_6,01185,01185_2,01185_2_6,Atheism is a sound (un)religious philosophy in the modern world.,Atheists have also had wars.,-1,0.041116690390463076,0.0001771670034893177
01185_2#01185_2_7,01185,01185_2,01185_2_7,Atheism is a sound (un)religious philosophy in the modern world.,Communism is very closely linked to Atheism.,-1,0.012535050887687964,0.7695167862552391
01185_2#01185_2_8,01185,01185_2,01185_2_8,Atheism is a sound (un)religious philosophy in the modern world.,Religion has helped people better themselves and world.,-1,0.0024319324258008667,0.7236332838096268
01185_2#01185_2_9,01185,01185_2,01185_2_9,Atheism is a sound (un)religious philosophy in the modern world.,All humans are imperfect.,-1,0.0008009306857211453,0.07630025317026436
01220_12#01220_12_1,01220,01220_12,01220_12_1,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Surge in Afghanistan lengthens an endless and costly war,-1,0.12054075767568433,0.5626658321995035
01220_12#01220_12_2,01220,01220_12,01220_12_2,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","""Surge"" in Afghanistan wrongly escalates the conflict",-1,0.5868674436932318,0.057646169997753835
01220_12#01220_12_3,01220,01220_12,01220_12_3,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","Surge is required to stabilize Afghanistan, enable withdrawal.",1,0.29086248695831995,0.6319948940220368
01220_12#01220_12_4,01220,01220_12,01220_12_4,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Surge will help train Afghans so US/NATO can withdraw,1,0.3752286801646571,0.5905050472975377
01220_12#01220_12_5,01220,01220_12,01220_12_5,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Afghanistan will be Obamas Vietnam,-1,0.1066822432308441,0.022658515362237022
01278_8#01278_8_1,01278,01278_8,01278_8_1,We would be more secure if military expenditures were replaced with better management of our planets resources.,High yield agriculture reduces CO2 emissions by reducing the need for deforestation.,-1,0.007190026163078267,0.45208509628735116
01278_8#01278_8_2,01278,01278_8,01278_8_2,We would be more secure if military expenditures were replaced with better management of our planets resources.,"Organic farming takes CO2 out of the atmosphere, and sequesters it in the soil.",1,0.004272029987664372,0.04075390044859169
01278_8#01278_8_3,01278,01278_8,01278_8_3,We would be more secure if military expenditures were replaced with better management of our planets resources.,Organic farming protects crops from drought.,1,0.00631127494365963,0.10165353659132345
01278_8#01278_8_4,01278,01278_8,01278_8_4,We would be more secure if military expenditures were replaced with better management of our planets resources.,Traditional and organic farming can not feed the worlds growing population.,-1,0.6360406086039662,0.008347384278638528
01278_8#01278_8_5,01278,01278_8,01278_8_5,We would be more secure if military expenditures were replaced with better management of our planets resources.,Yields from organic farming can be as high as from industrial-chemical agriculture.,1,0.0029257705619803198,0.02992959065820137
00044_3#00044_3_1,00044,00044_3,00044_3_1,Models are beneficial to society.,"Indulging in viewing ""perfect"" men/women may shatter ones ability to live in a real world",-1,0.1469094812484253,0.07797803634236611
00044_3#00044_3_2,00044,00044_3,00044_3_2,Models are beneficial to society.,Models are economically active.,1,0.0005029030936300837,0.9386764173655232
00044_3#00044_3_3,00044,00044_3,00044_3_3,Models are beneficial to society.,Models create demand for luxuries.,1,0.000635845401588716,0.06951362516118872
00044_3#00044_3_5,00044,00044_3,00044_3_5,Models are beneficial to society.,"The view of an attractive, young, well dressed men/women can improve productivity",1,0.0003643528656893859,0.45547689576553746
00063_3#00063_3_1,00063,00063_3,00063_3_1,"A nuclear Iran is intolerable, justifying military action to prevent.",A nuclear Iran is not generally a major security risk,-1,0.14153826490542498,0.8150902112889391
00063_3#00063_3_2,00063,00063_3,00063_3_2,"A nuclear Iran is intolerable, justifying military action to prevent.",Iran can be deterred from using a nuclear weapon,-1,0.13764018806889172,0.9809233774884568
00063_3#00063_3_3,00063,00063_3,00063_3_3,"A nuclear Iran is intolerable, justifying military action to prevent.",Fearing a nuclear Iran strengthens the country,-1,0.8046674109109389,0.13732293110180052
00063_3#00063_3_4,00063,00063_3,00063_3_4,"A nuclear Iran is intolerable, justifying military action to prevent.",Iran has pledged not to use WMD.,-1,0.10125251008922273,0.5092860459447666
00063_3#00063_3_5,00063,00063_3,00063_3_5,"A nuclear Iran is intolerable, justifying military action to prevent.",Nuclear weapons in radical Iran are an intolerable risk,1,0.13496876338614947,0.7972467698268576
00063_3#00063_3_6,00063,00063_3,00063_3_6,"A nuclear Iran is intolerable, justifying military action to prevent.",General statements that a nuclear Iran is intolerable,1,0.704758457632857,0.9145302864337754
00070_7#00070_7_1,00070,00070_7,00070_7_1,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",The US supports Dalai Lama and his cause,1,0.00371504778291798,0.8197872780658596
00070_7#00070_7_2,00070,00070_7,00070_7_2,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The European Parliament passed a motion endorsing the ""Middle Way""",1,0.0981245707382139,0.3358112150107928
00070_7#00070_7_3,00070,00070_7,00070_7_3,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Governments are not supporting Tibetan independence only because its undiplomatic.,-1,0.5973284046269025,0.021288876642038677
00070_7#00070_7_4,00070,00070_7,00070_7_4,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The Scottish Parliament passed a motion endorsing the ""Middle Way""",1,0.12234960785016974,0.3397987767728313
00187_12#00187_12_1,00187,00187_12,00187_12_1,The 2009 US economic stimulus package is a good plan to combat recession.,Fear-mongering on consequences of no US stimulus is wrong,-1,0.022307674281469483,0.011373925227600466
00187_12#00187_12_2,00187,00187_12,00187_12_2,The 2009 US economic stimulus package is a good plan to combat recession.,Allowing recession will enable stronger economic recovery,-1,0.8068357318472651,0.9224299664299541
00187_12#00187_12_3,00187,00187_12,00187_12_3,The 2009 US economic stimulus package is a good plan to combat recession.,Stimulus may not work; unacceptable gamble with $1 trillion,-1,0.957221443785658,0.03802120853379543
00187_12#00187_12_4,00187,00187_12,00187_12_4,The 2009 US economic stimulus package is a good plan to combat recession.,US stimulus must be passed immediately to avoid greater crisis,1,0.4499062223872166,0.9804238590189577
00187_12#00187_12_5,00187,00187_12,00187_12_5,The 2009 US economic stimulus package is a good plan to combat recession.,Stimulus is better than consequences of no stimulus,1,0.0067709479187956076,0.4567674867305595
00193_1#00193_1_1,00193,00193_1,00193_1_1,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Renewable energy mandates ensure market for cellulosic ethanol,1,0.005531554421394874,0.9324173531958763
00193_1#00193_1_2,00193,00193_1,00193_1_2,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Cellulosic ethanol can reduce our trade deficit.,1,0.004344526053007069,0.9025005063417235
00193_1#00193_1_3,00193,00193_1,00193_1_3,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Not enough flex-fuel cars to spur demand for cellulosic ethanol,-1,0.9150681713928218,0.11871783639427276
00193_1#00193_1_4,00193,00193_1,00193_1_4,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Government funding will help support cellulosic ethanol industry,1,0.005212196436418086,0.9562186391311827
00193_1#00193_1_5,00193,00193_1,00193_1_5,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Cellulosic ethanol packs three-times the energy as corn ethanol.,1,0.015851422668801934,0.285836676023542
00193_1#00193_1_6,00193,00193_1,00193_1_6,"Cellulosic ethanol is a good ""clean"" energy source and solution to global warming.",Processing cellulose is more difficult than starches,-1,0.20433700008167238,0.024870347661634026
00224_3#00224_3_1,00224,00224_3,00224_3_1,14th amendment executive order to raise the debt ceiling is good.,Obama raising debt ceiling would be politically costly,-1,0.7699074629414957,0.9114885189304984
00224_3#00224_3_2,00224,00224_3,00224_3_2,14th amendment executive order to raise the debt ceiling is good.,GOP holding econ hostage; Obama has moral auth. to raise ceiling.,1,0.0312050847338969,0.8689090130816552
00224_3#00224_3_3,00224,00224_3,00224_3_3,14th amendment executive order to raise the debt ceiling is good.,Better for Obama to raise ceiling than keep compromising.,1,0.43709922848659105,0.07554496315032841
00231_4#00231_4_1,00231,00231_4,00231_4_1,Crime cameras are a good idea for cities around the world and in New Orleans.,Surveillance cameras merely shift crime to different areas,-1,0.7889495068899096,0.02114285807516022
00231_4#00231_4_2,00231,00231_4,00231_4_2,Crime cameras are a good idea for cities around the world and in New Orleans.,"Shift in crime means cameras are working, should be expanded",1,0.6319109171944822,0.9113236358388657
00231_4#00231_4_3,00231,00231_4,00231_4_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Even shifting crime with cameras can benefit communities.,1,0.007037381192595314,0.9356122327983996
00293_1#00293_1_1,00293,00293_1,00293_1_1,The Obama administrations 2010 bank tax is justified.,Bank tax will help reduce large US deficit,1,0.015539316799783754,0.8420521411781918
00293_1#00293_1_2,00293,00293_1,00293_1_2,The Obama administrations 2010 bank tax is justified.,Bank tax is too small to impact deficit,-1,0.969311274886363,0.0015837377758904344
00293_1#00293_1_3,00293,00293_1,00293_1_3,The Obama administrations 2010 bank tax is justified.,2010 bank tax will raise less revenue due to evasion,-1,0.9735030276852997,0.0019457809818391532
00295_2#00295_2_1,00295,00295_2,00295_2_1,EU expansion and EU membership itself are good.,Political corruption of eastern Europe threatens EU.,-1,0.9657380808319624,0.0006816284463558225
00295_2#00295_2_2,00295,00295_2,00295_2_2,EU expansion and EU membership itself are good.,It is morally right to expand benefits of EU membership.,1,0.0031682971277594814,0.9782536771260727
00295_2#00295_2_3,00295,00295_2,00295_2_3,EU expansion and EU membership itself are good.,European Union should include all of Europe; its in their name.,1,0.003749510354127948,0.9730677518691508
00295_2#00295_2_4,00295,00295_2,00295_2_4,EU expansion and EU membership itself are good.,Mixing rich and poor states in EU mixes interests.,-1,0.004343995334818814,0.02044564338784551
00347_1#00347_1_1,00347,00347_1,00347_1_1,Pornography does offer a valuable public service.,Pornography lets women articulate femininity.,1,0.02986841697489228,0.8366077087084643
00347_1#00347_1_10,00347,00347_1,00347_1_10,Pornography does offer a valuable public service.,Porn leads women down destructive/futureless path.,-1,0.9480903532113332,0.012332036082947704
00347_1#00347_1_2,00347,00347_1,00347_1_2,Pornography does offer a valuable public service.,Pornography degrades women.,-1,0.9752396103415171,0.0011179411908362458
00347_1#00347_1_3,00347,00347_1,00347_1_3,Pornography does offer a valuable public service.,Pornography is physically harmful toward female bodies.,-1,0.9740631673930252,0.01309480137104203
00347_1#00347_1_4,00347,00347_1,00347_1_4,Pornography does offer a valuable public service.,Porn creates good paying jobs for men and women.,1,0.002947737032750455,0.9835918577702545
00347_1#00347_1_5,00347,00347_1,00347_1_5,Pornography does offer a valuable public service.,Porn makes women less confident of meeting expectations,-1,0.9467765868572158,0.007711735596118391
00347_1#00347_1_6,00347,00347_1,00347_1_6,Pornography does offer a valuable public service.,"Porn helps men ""get even"" with women for unfulfilled fantasies.",-1,0.12413503416216283,0.5900901299794717
00347_1#00347_1_7,00347,00347_1,00347_1_7,Pornography does offer a valuable public service.,Porn-watching is one-sidedly dominated by men.,-1,0.7742181413105735,0.009780764548774747
00347_1#00347_1_8,00347,00347_1,00347_1_8,Pornography does offer a valuable public service.,Pornography does not denigrate/harm women.,1,0.9618763391420256,0.006171898695385437
00347_1#00347_1_9,00347,00347_1,00347_1_9,Pornography does offer a valuable public service.,Porn generates money for the economy.,1,0.17262950907342173,0.8016086962211236
00354_2#00354_2_1,00354,00354_2,00354_2_1,Socialism is a superior form of government.,Socialism removes the incentive to excel.,-1,0.9617937823148899,0.8889088331636869
