argid,propid,text,ie
00146,00146_5_1,Strictly enforcing budgets is better than creating EMF.,"[[""Strictly enforcing budgets"", ""is"", ""better than creating EMF""]]"
00146,00146_5_2,The EMF could impose tougher sanctions,"[[""The EMF"", ""could impose"", ""tougher sanctions""]]"
00146,00146_5_3,The EMF could enhance transparency of public finances,"[[""The EMF"", ""could enhance"", ""transparency of public finances""]]"
00146,00146_5_4,"The EMF siphons off capital, increases national borrowing costs","[[""The EMF"", ""siphons off"", ""capital, increases national borrowing costs""]]"
00146,00146_5_5,EMF would allow orderly sovereign default.,"[[""EMF"", ""would allow"", ""orderly sovereign default""]]"
00146,00146_5_6,EMF is not a short-term solution to immediate crisis,"[[""EMF"", ""is not"", ""a short-term solution to immediate crisis""]]"
00146,00146_5_7,EMF will not solve EU structural fiscal problems,"[[""EMF"", ""will not solve"", ""EU structural fiscal problems""]]"
00146,00146_5_8,EMF would improve EU fiscal federalism/coherence,"[[""EMF"", ""would improve"", ""EU fiscal federalism/coherence""]]"
00185,00185_1,Schools that are not current on technology are limiting their students.,"[[""Schools that are not current on technology"", ""are limiting"", ""their students""], [""Schools"", ""are not"", ""current on technology""]]"
00185,00185_1_1,Technology requires time to master.,"[[""Technology"", ""requires"", ""time""]]"
00185,00185_1_2,A multi-tooled environment stimulates different learning channels,"[[""A multi-tooled environment"", ""stimulates"", ""different learning channels""]]"
00185,00185_1_3,Possible harms can be minimized.,"[[""Possible harms"", ""can be minimized""]]"
00185,00185_1_4,Technology is essential for modern businesses.,"[[""Technology"", ""is"", ""essential for modern businesses""]]"
00185,00185_1_5,"Technology at high school doesn""t prepare you for the real world.","[[""Technology at high school doesn\""t"", ""prepare"", ""you"", ""for the real world""]]"
00247,00247_9,Global warming is chiefly caused by humans not by natural phenomenon.,"[[""Global warming"", ""is caused"", ""by humans not by natural phenomenon"", ""chiefly""]]"
00247,00247_9_1,Any warming on mars does not prove that the sun is driving Earths climate change.,"[[""the sun"", ""is driving"", ""Earths climate change""], [""Any warming on mars"", ""does not prove"", ""that the sun is driving Earths climate change""]]"
00247,00247_9_2,The sun is causing warming on mars just like on earth:,"[[""The sun"", ""is causing warming"", ""on mars just like on earth""], [""The sun"", ""is causing"", ""warming on mars just like on earth""]]"
00247,00247_9_3,"In 2006, Peter Foukal",[]
00247,00247_9_4,The sun is the primary driver of global climate change,"[[""The sun"", ""is"", ""the primary driver of global climate change""]]"
00247,00247_9_6,Sun spot variation has negligible impact on climate change,"[[""Sun spot variation"", ""has"", ""negligible impact on climate change""]]"
00254,00254_4,"The ""occupy"" protest movement is justified.","[[""The \""occupy\"" protest movement"", ""is justified""]]"
00254,00254_4_1,OWS aims to give voice and power back to the people.,"[[""OWS"", ""aims to give back"", ""power""], [""OWS"", ""aims"", ""to give power back to the people""], [""OWS"", ""aims to give back"", ""voice""], [""OWS"", ""aims"", ""to give voice back to the people""]]"
00254,00254_4_10,Occupiers should be protesting timid financial reforms.,"[[""Occupiers"", ""should be protesting"", ""timid financial reforms""]]"
00254,00254_4_11,Occupy protests are healthy exercise in collective action,"[[""Occupy protests"", ""are"", ""healthy exercise in collective action""]]"
00254,00254_4_12,Occupy protesters come from all walks of life.,"[[""Occupy protesters"", ""come"", ""from all walks of life""]]"
00254,00254_4_13,Occupiers should protest White House not Wall Street.,"[[""Occupiers"", ""should protest"", ""White House""]]"
00254,00254_4_14,Majority of Americans favor increasing taxes on wealthy.,"[[""Majority of Americans"", ""favor increasing"", ""taxes on wealthy""], [""Majority of Americans"", ""favor"", ""increasing taxes on wealthy""]]"
00254,00254_4_15,Protests are forcing recognition of income inequality.,"[[""Protests"", ""are forcing"", ""recognition of income inequality""]]"
00254,00254_4_16,Many groups with Occupy protests have very specific demands.,"[[""Many groups with Occupy protests"", ""have"", ""very specific demands""]]"
00254,00254_4_17,Occupy protesters understand Public Relations techniques.,"[[""Occupy protesters"", ""understand"", ""Public Relations techniques""]]"
00254,00254_4_18,"Occupy protests can""t sway Congress due to lack of message.",[]
00254,00254_4_2,Occupy protests need leader(s) to communicate goals.,"[[""Occupy protests"", ""need"", ""leader"", ""to communicate goals""]]"
00254,00254_4_3,Occupiers are aligning their objectives with organized labor.,"[[""Occupiers"", ""are aligning"", ""their objectives"", ""with organized labor""]]"
00254,00254_4_4,Occupy protesters are mostly hooligans and anarchists.,"[[""Occupy protesters"", ""are"", ""mostly"", ""anarchists""], [""Occupy protesters"", ""are"", ""mostly"", ""hooligans""]]"
00254,00254_4_5,Occupy protesters have common message to right capitalism,"[[""Occupy protesters"", ""have"", ""common message to right capitalism""]]"
00254,00254_4_6,Its OK for Occupiers to have a diversity of objectives.,"[[""Occupiers"", ""to have"", ""a diversity of objectives""]]"
00254,00254_4_7,"Occupy protests ineffective; Wall Street bankers don""t care.","[[""Wall Street bankers"", ""don"", ""t care""]]"
00254,00254_4_9,Occupy protests lack common/coherent message,"[[""Occupy protests"", ""lack"", ""common/coherent message""]]"
00272,00272_2,Male circumcision is beneficial and/or ethically sound.,"[[""Male circumcision"", ""is"", ""ethically sound""], [""Male circumcision"", ""is"", ""beneficial""]]"
00272,00272_2_1,The circumcised perpetuate the practice in a form of denial,"[[""The circumcised"", ""perpetuate"", ""the practice in a form of denial""]]"
00272,00272_2_2,Circumcision is a tradition worth preserving,"[[""Circumcision"", ""is"", ""a tradition worth preserving""]]"
00272,00272_2_3,Dangerous cultural pressure exists surrounding circumcision,[]
00272,00272_2_4,Arguments against circumcision are insufficient to change policy.,"[[""Arguments against circumcision"", ""to change"", ""policy""], [""Arguments against circumcision"", ""are"", ""insufficient to change policy""]]"
00272,00272_2_5,Circumcision was used to reduce fertility of certain groups,"[[""Circumcision"", ""to reduce"", ""fertility of certain groups""], [""Circumcision"", ""was used"", ""to reduce fertility of certain groups""]]"
00272,00272_2_6,Opponents of circumcision have adopted nefarious tactics,"[[""Opponents of circumcision"", ""have adopted"", ""nefarious tactics""]]"
00272,00272_2_7,Circumcised foreskin can be used to combat facial aging,"[[""Circumcised foreskin"", ""can be used"", ""to combat facial aging""]]"
00461,00461_2,Evolution is fact rather than fiction.,"[[""Evolution"", ""is"", ""fiction""], [""Evolution"", ""is"", ""fact""]]"
00461,00461_2_1,Duplication does not add new information.,"[[""Duplication"", ""does not add"", ""new information""]]"
00461,00461_2_10,"The theory of evolution is based around the idea that creatures genetically mutate to survive better, but mutations (which are often caused by concentration of the gene pool due to competitors with less helpful-to-survival genes having died off) have actually only served to distort a species when they occur.","[[""mutations ( which are often caused by concentration of the gene pool due to competitors with less helpful - to - survival genes having died off"", ""have served to distort"", ""a species"", ""when they occur""], [""mutations ( which are often caused by concentration of the gene pool due to competitors with less helpful - to - survival genes having died off"", ""have served"", ""to distort a species when they occur""], [""they"", ""occur""], [""less helpful - to - survival genes"", ""having died off""], [""mutations"", ""are caused"", ""by concentration of the gene pool due to competitors with less helpful - to - survival genes having died off"", ""often""], [""creatures"", ""genetically mutate to survive better to survive better""], [""creatures"", ""genetically mutate"", ""to survive better""], [""The theory of evolution"", ""is based"", ""around the idea that creatures genetically mutate to survive better""]]"
00461,00461_2_12,Not all creationists believe in the 6000 year old model of the age of the Earth.,"[[""Not all creationists"", ""believe"", ""in the 6000 year old model of the age of the Earth""]]"
00461,00461_2_14,"Evidence is neutral, and can be interpreted in more than one way.","[[""Evidence"", ""can be interpreted""], [""Evidence"", ""is"", ""neutral""]]"
00461,00461_2_3,Descent from the fittest does not necessarily mean improvement.,"[[""Descent from the fittest"", ""does not mean"", ""improvement""]]"
00461,00461_2_5,"We""re not saying that species never go through any changes whatsoever (microevolution), we""re only arguing that it is impossible for really drastic changes to happen.","[[""we"", ""arguing"", ""We\""re not saying that species never go through any changes whatsoever (microevolution), we\""re only arguing that it is impossible for really drastic changes to happen""], [""species"", ""never go"", ""through any changes whatsoever (microevolution""], [""We"", ""re not saying"", ""that species never go through any changes whatsoever (microevolution""], [""really drastic changes"", ""to happen""]]"
00461,00461_2_6,"Since evolution would theoretically take so long to occur, there has been no recorded occurence of one species evolving into another in all human history.","[[""one species"", ""evolving"", ""into another"", ""in all human history""], [""evolution"", ""would take"", ""so long"", ""to occur""], [""no recorded occurence of one species evolving into another in all human history"", ""has been""]]"
00561,00561_1,Tourism is good.,"[[""Tourism"", ""is"", ""good""]]"
00561,00561_1_1,Large sums of money can be spent and wasted toward attracting tourists:,"[[""Large sums"", ""toward attracting"", ""tourists""], [""Large sums"", ""wasted"", ""toward attracting tourists""], [""Large sums of money"", ""can be spent""]]"
00561,00561_1_2,Hotel tourism industries are often anti-competitive:,"[[""Hotel tourism industries"", ""are"", ""often"", ""anti-competitive""]]"
00561,00561_1_3,The multiplier effect,[]
00561,00561_1_4,Tourism increases income to a particular area or country,"[[""Tourism"", ""increases"", ""income"", ""to a particular area or country""]]"
00561,00561_1_5,Dependence on tourism creates risks:,"[[""Dependence on tourism"", ""creates"", ""risks""]]"
00695,00695_12,The death penalty is justified.,"[[""The death penalty"", ""is justified""]]"
00695,00695_12_1,United Nations opposes the death penalty,"[[""United Nations"", ""opposes"", ""the death penalty""]]"
00695,00695_12_2,The European Union opposes the death penalty,"[[""The European Union"", ""opposes"", ""the death penalty""]]"
00695,00695_12_3,Universal Declaration of Human Rights allows for death penalty,"[[""Universal Declaration of Human Rights"", ""allows"", ""for death penalty""]]"
00695,00695_15,The death penalty is justified.,"[[""The death penalty"", ""is justified""]]"
00695,00695_15_1,Mistakes in executions can be very cruel/unusual.,"[[""Mistakes in executions"", ""can be unusual"", ""very cruel""]]"
00695,00695_15_2,"Executions are cruel and unusual punishment, violating human rights","[[""Executions"", ""are"", ""unusual punishment"", ""violating human rights""], [""Executions"", ""violating"", ""human rights""], [""Executions"", ""are"", ""cruel punishment"", ""violating human rights""]]"
00695,00695_15_3,The death penalty is not cruel,"[[""The death penalty"", ""is not"", ""cruel""]]"
00695,00695_15_4,Death penalty can/should inflict pain on murderers; due desert,"[[""Death penalty"", ""can should inflict"", ""pain"", ""on murderers""]]"
00695,00695_15_5,The death penalty violates the inalienable right to life.,"[[""The death penalty"", ""violates"", ""the inalienable right to life""]]"
00695,00695_15_6,"Capital punishment is not ""unusual"" (""cruel and unusual"")","[[""Capital punishment"", ""is not unusual"", ""unusual""], [""Capital punishment"", ""is not cruel"", ""unusual""]]"
00797,00797_4,Democracy is really the best form of government.,"[[""Democracy"", ""is"", ""really"", ""the best form of government""]]"
00797,00797_4_1,"Only fundamentally free societies can be fundamentally secure and developed,","[[""Only fundamentally free societies"", ""can be developed""], [""Only fundamentally free societies"", ""can be"", ""fundamentally secure""]]"
00797,00797_4_2,Modern democracy has been advocated for hundreds of years as the best form of government,"[[""Modern democracy"", ""has been advocated"", ""for hundreds of years as the best form of government""]]"
00797,00797_4_3,Democracy is better than all its alternatives.,"[[""Democracy"", ""is"", ""better than all its alternatives""]]"
00797,00797_4_4,"""Democracy has never endured in countries with mainly non-market economies.","[[""Democracy"", ""has never endured"", ""in countries with mainly non-market economies""]]"
00797,00797_4_5,"Moderndemocracy doesn""t work well.",[]
00856,00856_6,The War in Iraq was worth fighting.,"[[""The War in Iraq"", ""was"", ""worth fighting""]]"
00856,00856_6_1,The War in Iraq distracted from the War on Terror.,"[[""The War in Iraq"", ""distracted"", ""from the War on Terror""]]"
00856,00856_6_2,War in Iraq became a battle front in War on Terror.,"[[""War in Iraq"", ""became"", ""a battle front in War on Terror""]]"
00856,00856_6_3,War in Iraq has helped terrorist recruitment,"[[""War in Iraq"", ""has helped"", ""terrorist recruitment""]]"
00856,00856_6_4,Victory better than letting terrorists win in Iraq.,[]
00856,00856_6_5,Drop in terrorism in Iraq demonstrates successes in War on Terror.,"[[""Drop in terrorism in Iraq"", ""demonstrates"", ""successes in War on Terror""]]"
00856,00856_6_6,War in Iraq teaches how to fight wars of 21st century.,"[[""War in Iraq"", ""teaches"", ""how to fight wars of 21st century""]]"
00856,00856_6_7,War in Iraq was not mainly against terrorists.,"[[""War in Iraq"", ""was not"", ""mainly"", ""against terrorists""]]"
00856,00856_6_8,Solving problems created by war does not justify war.,"[[""Solving problems created by war"", ""does not justify"", ""war""], [""Solving problems"", ""created"", ""by war""]]"
00862,00862_5,Burying Osama Bin Laden at sea was the right choice.,"[[""Burying Osama Bin Laden at sea"", ""was"", ""the right choice""]]"
00862,00862_5_3,Bin Laden land burial invites people to lash out against him.,"[[""people"", ""to lash out"", ""against him""], [""Bin Laden land burial"", ""invites"", ""people"", ""to lash out against him""]]"
00862,00862_5_4,Sea burial elegant solution to burying Bin Ladens corpse,[]
00862,00862_5_5,Nobody wanted Bin Laden buried near them.,"[[""Bin Laden"", ""buried"", ""near them""], [""Nobody"", ""wanted"", ""Bin Laden buried near them""]]"
00865,00865_14,The 2009 US economic stimulus package is a good plan to combat recession.,"[[""The 2009 US economic stimulus package"", ""is"", ""a good plan to combat recession""]]"
00865,00865_14_1,Economic stimulus by government intervention always fails,"[[""Economic stimulus by government intervention"", ""fails"", ""always""]]"
00865,00865_14_2,Stimulus spending violates principles of supply-side economics,"[[""Stimulus spending"", ""violates"", ""principles of supply-side economics""]]"
00865,00865_14_3,Stimulus is from taxes or debt; injects no new money,[]
00865,00865_14_4,2009 US stimulus will create or save millions of jobs,"[[""2009 US stimulus"", ""save"", ""millions of jobs""], [""2009 US stimulus"", ""will create""]]"
00865,00865_14_5,Majority of economists believe government can stimulate economy,"[[""government"", ""can stimulate"", ""economy""], [""Majority of economists"", ""believe"", ""government can stimulate economy""]]"
00865,00865_14_6,Stimulus will succeed with good management and supplemental action,"[[""Stimulus"", ""will succeed"", ""with supplemental action""], [""Stimulus"", ""will succeed"", ""with good management""]]"
00865,00865_14_7,New Deal did little-to-nothing to end the Depression,"[[""New Deal"", ""did"", ""little-to-nothing to end the Depression""]]"
00865,00865_14_8,"Govt spending stimulates consumer spending, business growth",[]
00945,00945_2,This House believes that modern TV reality entertainment programme does more harm than good.,"[[""modern TV reality entertainment programme"", ""does"", ""more harm than good""], [""This House"", ""believes"", ""that modern TV reality entertainment programme does more harm than good""]]"
00945,00945_2_1,Corporate profit motive.,[]
00945,00945_2_2,Instant celebrities.,[]
00945,00945_2_3,Revenues from reality shows can be used for good purposes.,"[[""Revenues from reality shows"", ""can be used"", ""for good purposes""]]"
00945,00945_5,This House believes that modern TV reality entertainment programme does more harm than good.,"[[""modern TV reality entertainment programme"", ""does"", ""more harm than good""], [""This House"", ""believes"", ""that modern TV reality entertainment programme does more harm than good""]]"
00945,00945_5_1,Not all reality shows are centered around sex and violence.,"[[""Not all reality shows"", ""are centered"", ""around violence""], [""Not all reality shows"", ""are centered"", ""around sex""]]"
00945,00945_5_2,Reality shows generate revenues.,"[[""Reality shows"", ""generate"", ""revenues""]]"
00945,00945_5_3,Deterrence.,[]
01066,01066_2,"Big, liberal government is better than small, conservative government.","[[""Big , liberal government"", ""is better than"", ""small , conservative government""], [""Big, liberal government"", ""is"", ""better than small, conservative government""]]"
01066,01066_2_1,"Idea of govt as ""wasteful bureaucracy"" is mostly a myth","[[""Idea of govt as \""wasteful bureaucracy"", ""is"", ""mostly"", ""a myth""]]"
01066,01066_2_2,Big government can be funded by cutting military spending,"[[""Big government"", ""by cutting"", ""military spending""], [""Big government"", ""can be funded"", ""by cutting military spending""]]"
01066,01066_2_3,Big government fosters harmful entitlement culture,"[[""Big government"", ""fosters"", ""harmful entitlement culture""]]"
01066,01066_2_4,Big government is too costly,"[[""Big government"", ""is"", ""too costly""]]"
01066,01066_2_5,Big government bureaucracies are wasteful,"[[""Big government bureaucracies"", ""are"", ""wasteful""]]"
01066,01066_2_6,Waste and corruption cannot be hidden in small governments,"[[""corruption"", ""can not be hidden"", ""in small governments""], [""Waste"", ""can not be hidden"", ""in small governments""]]"
01071,01071_6,"Mass migration, especially from developing to developed countries, is a good force.","[[""Mass migration, especially from developing to developed countries"", ""is"", ""a good force""]]"
01071,01071_6_1,"Often migrants move with their families, so there cannot be any income for a home country.","[[""migrants"", ""move"", ""so there cannot be any income for a home country"", ""Often""], [""any income for a home country"", ""can not be""]]"
01071,01071_6_2,Home country save on health care and other social benefits because they are spent on a migrant by his host country.,"[[""Home country"", ""save"", ""on other social benefits"", ""because they are spent on a migrant by his host country""], [""they"", ""are spent"", ""on a migrant"", ""by his host country""], [""Home country"", ""save"", ""on health care"", ""because they are spent on a migrant by his host country""]]"
01071,01071_6_3,Remittances benefit home economies:,"[[""Remittances"", ""benefit"", ""home economies""]]"
01220,01220_6,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","[[""Obamas"", ""[is] President [of]"", ""United States""], [""US President Obamas 2009 troop \""surge\"" in Afghanistan"", ""is"", ""a good idea""]]"
01220,01220_6_1,"""Surge"" in Afghanistan is vital to fight on terror","[[""Surge\"" in Afghanistan"", ""is"", ""vital""]]"
01220,01220_6_2,"Afg ""surge"" kills more civilians, feeds insurgency/terror","[[""Afg \""surge"", ""feeds"", ""insurgency/terror""], [""Afg \""surge"", ""kills"", ""more civilians""]]"
01220,01220_6_3,"Afg terrorism is best fought by targeted strikes, not ""surge""","[[""Afg terrorism"", ""is best fought"", ""by targeted strikes""]]"
01220,01220_6_4,Terrorism threat from Afghanistan is exaggerated,"[[""Terrorism threat from Afghanistan"", ""is"", ""exaggerated""]]"
01220,01220_6_5,"Afg ""surge"" is about ulterior motives, not terrorism","[[""Afg \""surge"", ""is"", ""about ulterior motives, not""]]"
00126,00126_13,The idea of missile defenses in the Czech Republic and Poland is justified.,"[[""The idea of missile defenses in Poland"", ""is justified""], [""The idea of missile defenses in the Czech Republic"", ""is justified""]]"
00126,00126_13_1,"European missile defense is a necessary part of a ""layered defense""","[[""European missile defense"", ""is"", ""a necessary part of a \""layered defense""]]"
00126,00126_13_2,Space-based missile defense not subject to EU politics,[]
00126,00126_13_3,Space-based defenses more effective than EU missile defense,[]
00126,00126_8,The idea of missile defenses in the Czech Republic and Poland is justified.,"[[""The idea of missile defenses in Poland"", ""is justified""], [""The idea of missile defenses in the Czech Republic"", ""is justified""]]"
00126,00126_8_1,Missile defenses would make Europe a bigger terrorist target,"[[""Missile defenses"", ""would make"", ""Europe a bigger terrorist target""]]"
00126,00126_8_10,"European missile defense increases tension, causing insecurity",[]
00126,00126_8_11,More rogue states are producing WMD and ballistic missiles,"[[""More rogue states"", ""are producing"", ""ballistic missiles""], [""More rogue states"", ""are producing"", ""WMD""]]"
00126,00126_8_12,Real threat of rogue states missile attacks,[]
00126,00126_8_13,Bush administration provided no missile threat assessment,"[[""Bush administration"", ""provided"", ""no missile threat assessment""]]"
00126,00126_8_14,"More states have ballistic missiles, but most are Western democracies","[[""most"", ""are"", ""Western democracies""], [""More states"", ""have"", ""ballistic missiles""]]"
00126,00126_8_2,"European missile defense would foster stability, not instability","[[""European missile defense"", ""would foster"", ""stability""]]"
00126,00126_8_3,"Missile defenses are inherently defensive, not offensive","[[""Missile defenses"", ""are"", ""inherently defensive, not offensive""]]"
00126,00126_8_4,Quotes expressing general support for missile defense in Europe,"[[""Quotes"", ""expressing"", ""general support for missile defense in Europe""]]"
00126,00126_8_5,"Missile defenses can counter only minimal, unsophisticated threats","[[""Missile defenses"", ""can counter"", ""only minimal, unsophisticated threats""]]"
00126,00126_8_6,Threat of Islamic fundamentalism justified European missile defense,"[[""Threat of Islamic fundamentalism"", ""justified"", ""European missile defense""]]"
00126,00126_8_7,Backing down on European missile defense implies weakness,"[[""Backing down on European missile defense"", ""implies"", ""weakness""]]"
00126,00126_8_8,Missile defense systems are offensive in nature,"[[""Missile defense systems"", ""are"", ""offensive""]]"
00126,00126_8_9,Both missile threat and missile defense do not exist,"[[""missile defense"", ""do not exist""], [""Both missile threat"", ""do not exist""]]"
00138,00138_8,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"[[""Israels invasion of Gaza"", ""was justified""]]"
00138,00138_8_1,Proportional response from Israel only prolongs conflict,"[[""Proportional response from Israel"", ""prolongs"", ""conflict""]]"
00138,00138_8_10,Israeli strikes were rightly measured to disable Hamas rocket attacks,"[[""Israeli strikes"", ""were rightly measured"", ""to disable Hamas rocket attacks""]]"
00138,00138_8_11,Israels response was disproportionate to the provocation by Hamas,"[[""Israels response"", ""was"", ""disproportionate to the provocation by Hamas""]]"
00138,00138_8_2,Israel is legitimate in using full force to win war on Hamas,"[[""Israel"", ""is"", ""legitimate""]]"
00138,00138_8_3,Israels attack of Gaza was about approaching elections,"[[""Israels attack of Gaza"", ""was"", ""about approaching elections""]]"
00138,00138_8_4,"Gaza assault rightly preempts Hamas"" existential threat to Israel","[[""Gaza assault"", ""preempts"", ""Hamas\"" existential threat to Israel""]]"
00138,00138_8_5,"Hamas is not a ""victim"" of ""excessive"" Israeli force","[[""Hamas"", ""is not"", ""a \""victim\"" of \""excessive\"" Israeli force""]]"
00138,00138_8_6,Israels severe response damages nations moral stature.,[]
00138,00138_8_7,Would a proportional response from Israel include rocket attacks?,[]
00138,00138_8_8,"Israel need not be ""proportional"" against Hamas terrorist attacks","[[""Israel"", ""need not be"", ""proportional""]]"
00138,00138_8_9,Israeli assault was proportional to years of Hamas rocket terrorism,"[[""Israeli assault"", ""was"", ""proportional to years of Hamas rocket terrorism""]]"
00147,00147_1,T. Boone Pickens US energy plan is good.,"[[""T. Boone Pickens US energy plan"", ""is"", ""good""]]"
00147,00147_1_1,Wind energy production is often too far from demand,"[[""Wind energy production"", ""is"", ""often"", ""too far from demand""]]"
00147,00147_1_10,Wind energy is non-dispatchable,"[[""Wind energy"", ""is"", ""non-dispatchable""]]"
00147,00147_1_11,Wind energy is a renewable resource than can replace coal.,"[[""a renewable resource"", ""can replace"", ""coal""], [""Wind energy"", ""is"", ""a renewable resource than can replace coal""]]"
00147,00147_1_2,Better ways to cut oil consumption than Pickens Plan,[]
00147,00147_1_4,Pickens Plan is feasible application of wind technology,"[[""Pickens Plan"", ""is"", ""feasible application of wind technology""]]"
00147,00147_1_6,Replacing natural gas with inconsistent wind energy is unwise,"[[""Replacing natural gas with inconsistent wind energy"", ""is"", ""unwise""]]"
00147,00147_1_7,Pickens Plan wind turbines will produce significant energy,"[[""Pickens Plan wind turbines"", ""will produce"", ""significant energy""]]"
00147,00147_1_8,Inconsistent wind energy in Pickens Plan can be accommodated,"[[""Inconsistent wind energy in Pickens Plan"", ""can be accommodated""]]"
00147,00147_1_9,Wind energy production is inconsistent relative to demand,"[[""Wind energy production"", ""is"", ""inconsistent relative""]]"
00643,00643_5,Colonizing the Moon is a good idea.,"[[""Colonizing the Moon"", ""is"", ""a good idea""]]"
00643,00643_5_1,Artificial gravity can overcome health risks on Moonbase.,"[[""Artificial gravity"", ""can overcome"", ""health risks"", ""on Moonbase""]]"
00643,00643_5_2,Moonbase advances knowledge of human viability on alien planets.,[]
00643,00643_5_3,Moons gravity is too low for human health,"[[""Moons gravity"", ""is"", ""too low""]]"
00643,00643_5_4,Children would not develop properly in low-gravity Moon colony,"[[""Children"", ""would not develop properly"", ""in low-gravity Moon colony""]]"
00643,00643_5_5,Low-gravity Moon would be healthier for elderly,"[[""Low-gravity Moon"", ""would be"", ""healthier""]]"
00643,00643_5_6,Moon colony would feel comforted by site of large Earth.,"[[""Moon colony"", ""comforted"", ""by site of large Earth""], [""Moon colony"", ""would feel"", ""comforted by site of large Earth""]]"
00677,00677_1,Civil unions are the superior alternative to gay marriage.,"[[""Civil unions"", ""are"", ""the superior alternative to gay marriage""]]"
00677,00677_1_1,Marriage should be defined as between a man and a woman,"[[""Marriage"", ""should be defined"", ""as between a man and a woman""]]"
00677,00677_1_2,Marriage has always evolved; should now include gays,[]
00677,00677_1_3,Marriage is not reserved solely for those that can reproduce,"[[""those"", ""can reproduce""], [""Marriage"", ""is not reserved solely"", ""for those""]]"
00758,00758_14,"A progressive tax system is preferred to, for example, a flat tax.","[[""A progressive tax system"", ""is preferred"", ""to, for example, a flat tax""]]"
00758,00758_14_1,Progressive taxes cause class warfare to pass tax burden,"[[""class warfare"", ""to pass"", ""tax burden""], [""Progressive taxes"", ""cause"", ""class warfare to pass tax burden""]]"
00758,00758_14_2,"Calling progressive taxation ""tyrannical"" is inappropriate","[[""Calling progressive taxation \""tyrannical"", ""is"", ""inappropriate""]]"
00758,00758_14_3,Progressive taxation is a form of tyranny of the majority,"[[""Progressive taxation"", ""is"", ""a form of tyranny of the majority""]]"
00758,00758_5,"A progressive tax system is preferred to, for example, a flat tax.","[[""A progressive tax system"", ""is preferred"", ""to, for example, a flat tax""]]"
00758,00758_5_1,Flat tax increases revenue by reducing compliance costs and tax evasion,[]
00758,00758_5_2,Progressive tax rates hide size and growth of government,"[[""Progressive tax rates"", ""hide"", ""growth of government""], [""Progressive tax rates"", ""hide"", ""size of government""]]"
00758,00758_5_3,Progressive taxation increases tax revenue and social services,"[[""Progressive taxation"", ""increases"", ""social services""]]"
00758,00758_5_4,Modern state budgets do not require progressive taxes,"[[""Modern state budgets"", ""do not require"", ""progressive taxes""]]"
00758,00758_5_5,Existing budgets in modern states requires progressive taxation,"[[""Existing budgets in modern states"", ""requires"", ""progressive taxation""]]"
00758,00758_5_6,Progressive taxation risks corrupting public officials.,"[[""Progressive taxation risks"", ""corrupting"", ""public officials""]]"
00782,00782_1,The Roman Catholic Churchs contraception policy is justifiable.,"[[""The Roman Catholic Churchs contraception policy"", ""is"", ""justifiable""]]"
00782,00782_1_1,Sexual morality can/should go hand-in-hand with condom-use,"[[""Sexual morality"", ""can should go"", ""hand-in-hand with condom-use""]]"
00782,00782_1_2,Condom-use is a responsible act of sexual maturity and prevention,"[[""Condom - use"", ""is"", ""a responsible act of prevention""], [""Condom - use"", ""is"", ""a responsible act of sexual maturity""]]"
00782,00782_1_3,"Contraception undermines sexual morality; encourages promiscuity, infidelity","[[""Contraception"", ""encourages"", ""promiscuity, infidelity""], [""Contraception"", ""undermines"", ""sexual morality""]]"
00841,00841_5,Military tribunals in the US were justified.,"[[""Military tribunals in the US"", ""were justified""]]"
00841,00841_5_10,"Permit evidence that would be convincing to a reasonable person,","[[""Permit evidence"", ""would be"", ""convincing to a reasonable person""]]"
00841,00841_5_3,The above liability for innacurate conlusions is unacceptable particularly as capital punishment is in the cards - a huge liability to US judicial credibility:,"[[""The above liability for innacurate conlusions"", ""is"", ""unacceptable"", ""particularly as capital punishment is in the cards - a huge liability to US judicial credibility""]]"
00841,00841_5_4,"An ""extraordinary"" emergency may call for circumvented certain more ordinary legal procedures:","[[""An \""extraordinary\"" emergency"", ""may call"", ""for circumvented certain more ordinary legal procedures""]]"
00841,00841_5_6,"Not the same as court-martials - Defendents in military tribunals have far fewer procedural rights than those in court-martials, which some argue is unfair and unjust:","[[""some"", ""argue"", ""is unfair and unjust""]]"
00841,00841_5_8,"(<- counter) Opinion that there are NEVER ""EXTRAORDINARY"" CIRCUMSTANCES THAT JUSTIFY SETTING ASIDE CERTAIN ORDGINARY LEGAL PROCEDURES: OnEx Parte MilliganJustice Davis, a 1862 Lincoln appointee, expressed this opinion in a lengthy survey of English history, Pre-Revolutionary history, and the Framing of the Constitution:","[[""\"" EXTRAORDINARY \"" CIRCUMSTANCES THAT JUSTIFY SETTING ASIDE"", ""NEVER are""], [""OnEx Parte MilliganJustice Davis"", ""expressed"", ""this opinion""]]"
00841,00841_5_9,Low standards for evidence in tribunals are likely to lead to innacurate conclusions:,"[[""Low standards for evidence in tribunals"", ""to lead"", ""to innacurate conclusions""], [""Low standards for evidence in tribunals"", ""are"", ""likely to lead to innacurate conclusions""]]"
00842,00842_5,Communism is a sound political philosophy.,"[[""Communism"", ""is"", ""a sound political philosophy""]]"
00842,00842_5_1,Communist states have a leader,"[[""Communist states"", ""have"", ""a leader""]]"
00842,00842_5_2,Common ownership of the means of production is impossible,"[[""Common ownership of the means of production"", ""is"", ""impossible""]]"
