pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct,abduct_3_else
01075_4#01075_4_3,01075,01075_4,01075_4_3,US health insurance mandates are constitutional.,Many attorneys general have fought constitutionality of mandates.,-1,0.0016408333322033286,2.598517130536493e-05,0.9983332753181458
01075_4#01075_4_5,01075,01075_4,01075_4_5,US health insurance mandates are constitutional.,Uninsured effect interstate commerce by raising premiums,1,0.006923420820385218,0.005969614256173372,0.98710697889328
00035_4#00035_4_6,00035,00035_4,00035_4_6,Network neutrality legislation is a good idea.,Markets force network owners to play fair and neutral,-1,0.0001341412717010826,5.150854849489406e-05,0.9998144507408142
00230_3#00230_3_3,00230,00230_3,00230_3_3,Charter schools are a good idea and in New Orleans.,Charter schools spend more on administration,-1,0.011921649798750877,0.00031686833244748414,0.9877614974975586
00293_2#00293_2_3,00293,00293_2,00293_2_3,The Obama administrations 2010 bank tax is justified.,Bank tax unfairly targets biggest 50 banks,-1,0.00036709371488541365,0.01896057091653347,0.9806724190711975
00842_7#00842_7_1,00842,00842_7,00842_7_1,Communism is a sound political philosophy.,Shared wealth will mean less wealth for the wealthier,-1,0.001381381182000041,0.003140548011288047,0.995478093624115
01010_1#01010_1_1,01010,01010_1,01010_1_1,The world was created in six days.,Genesis myth was created by primitive nomadic peoples.,-1,0.000212234488571994,0.00018997145525645465,0.9995978474617004
01010_1#01010_1_2,01010,01010_1,01010_1_2,The world was created in six days.,God did create Earth in six days literally.,1,0.9690629243850708,0.0032671706285327673,0.027669856324791908
01012_8#01012_8_3,01012,01012_8,01012_8_3,Wikipedia is a reliable and socially beneficial resource.,Wikipedia falls prey to libel and character assassination,-1,0.0012436892138794065,0.07730108499526978,0.9214552640914917
01210_4#01210_4_10,01210,01210_4,01210_4_10,Divided government is better than one-party rule.,Divided government helps produce more lasting reforms,1,0.15573938190937042,0.203518345952034,0.6407422423362732
00295_8#00295_8_5,00295,00295_8,00295_8_5,EU expansion and EU membership itself are good.,Integration is not prevented by EU expansion.,1,0.9888896942138672,0.00029839531634934247,0.010811946354806423
00609_1#00609_1_4,00609,00609_1,00609_1_4,Nato is a relic.,NATO has changed and advanced greatly in post-Cold War era,1,0.0003214309399481863,8.132938819471747e-05,0.9995972514152527
00695_6#00695_6_1,00695,00695_6,00695_6_1,The death penalty is justified.,Innocent life must be valued over that of a murderer.,1,0.0063882083632051945,0.00017731582920532674,0.9934345483779907
00695_6#00695_6_11,00695,00695_6,00695_6_11,The death penalty is justified.,The death penalty is proportional punishment/due desert for murder,1,0.04089582338929176,0.0034765340387821198,0.9556276798248291
00695_6#00695_6_14,00695,00695_6,00695_6_14,The death penalty is justified.,Executions help society express horror and abhorrence of murder,1,0.004312570206820965,4.4187716412125155e-05,0.9956432580947876
00695_6#00695_6_4,00695,00695_6,00695_6_4,The death penalty is justified.,Life in prison is a sufficient punishment; execution is excessive,-1,5.308934487402439e-05,2.6980991606251337e-05,0.9999200105667114
00695_6#00695_6_7,00695,00695_6,00695_6_7,The death penalty is justified.,Life in prison is a greater punishment than the death penalty,-1,0.0006821912829764187,3.191199357388541e-05,0.999285876750946
00695_6#00695_6_9,00695,00695_6,00695_6_9,The death penalty is justified.,Life imprisonment does not repudiate murder like capital punishment,1,0.001141165615990758,0.0003671261656563729,0.9984917640686035
00016_14#00016_14_16,00016,00016_14,00016_14_16,Medical marijuana dispensaries are a good idea.,Marijuana impairs brain functions,-1,0.00621170736849308,0.9904706478118896,0.003317637136206031
00016_14#00016_14_4,00016,00016_14,00016_14_4,Medical marijuana dispensaries are a good idea.,Marijuana use can lead to cancer,-1,0.0038965437561273575,0.9910035133361816,0.005099966656416655
00146_5#00146_5_2,00146,00146_5,00146_5_2,A European Monetary Fund is a good idea.,The EMF could impose tougher sanctions,1,0.017751196399331093,8.6857849964872e-05,0.9821619391441345
00146_5#00146_5_5,00146,00146_5,00146_5_5,A European Monetary Fund is a good idea.,EMF would allow orderly sovereign default.,1,0.001476950477808714,3.50613881892059e-05,0.9984879493713379
00254_4#00254_4_11,00254,00254_4,00254_4_11,"The ""occupy"" protest movement is justified.",Occupy protests are healthy exercise in collective action,1,0.23264513909816742,0.00015180074842646718,0.7672030329704285
00254_4#00254_4_15,00254,00254_4,00254_4_15,"The ""occupy"" protest movement is justified.",Protests are forcing recognition of income inequality.,1,0.00018528809596318752,0.0002888133458327502,0.9995259046554565
00254_4#00254_4_5,00254,00254_4,00254_4_5,"The ""occupy"" protest movement is justified.",Occupy protesters have common message to right capitalism,1,0.00050165323773399,2.3745173166389577e-05,0.9994747042655945
00561_1#00561_1_1,00561,00561_1,00561_1_1,Tourism is good.,Large sums of money can be spent and wasted toward attracting tourists:,-1,0.7322271466255188,0.10363642126321793,0.16413642466068268
00797_4#00797_4_3,00797,00797_4,00797_4_3,Democracy is really the best form of government.,Democracy is better than all its alternatives.,1,0.003927906975150108,4.9647875130176544e-05,0.9960224628448486
00856_6#00856_6_4,00856,00856_6,00856_6_4,The War in Iraq was worth fighting.,Victory better than letting terrorists win in Iraq.,1,0.005278256256133318,2.8429678422980942e-05,0.9946933388710022
00856_6#00856_6_7,00856,00856_6,00856_6_7,The War in Iraq was worth fighting.,War in Iraq was not mainly against terrorists.,-1,0.00017381811630912125,4.653186260838993e-05,0.9997797608375549
01066_2#01066_2_4,01066,01066_2,01066_2_4,"Big, liberal government is better than small, conservative government.",Big government is too costly,-1,7.892362918937579e-05,0.0001736148406052962,0.9997474551200867
00643_5#00643_5_3,00643,00643_5,00643_5_3,Colonizing the Moon is a good idea.,Moons gravity is too low for human health,-1,0.022593652829527855,0.9423856139183044,0.035020727664232254
00290_9#00290_9_1,00290,00290_9,00290_9_1,The Arizona illegal immigration law is good.,Arizona law would strain federal govt with deportations,-1,0.00016659700486343354,0.0019376443233340979,0.9978958368301392
00317_1#00317_1_1,00317,00317_1,00317_1_1,The democratic peace theory is correct.,The act of voting itself does not pacify people,-1,0.000287480594124645,0.000536194711457938,0.9991762042045593
00347_6#00347_6_3,00347,00347_6,00347_6_3,Pornography does offer a valuable public service.,Porn can inspire and educate for better sex.,1,0.012064279057085514,2.383829814789351e-05,0.9879119396209717
00396_13#00396_13_11,00396,00396_13,00396_13_11,Hunting for sport is an acceptable practice.,Animals cannot make moral claims so cannot claim rights,1,0.006473205983638763,0.9813768267631531,0.012149983085691929
00396_13#00396_13_12,00396,00396_13,00396_13_12,Hunting for sport is an acceptable practice.,Animals deserve the same basic rights that humans enjoy,-1,0.006701798643916845,0.0007108081481419504,0.9925873875617981
00396_13#00396_13_9,00396,00396_13,00396_13_9,Hunting for sport is an acceptable practice.,Animal rights can be assigned according to animal psychology,-1,0.02921312488615513,9.268549911212176e-05,0.9706941843032837
00434_2#00434_2_3,00434,00434_2,00434_2_3,It was an acceptable deal.,"Debt deal averts crisis of Congress"" own making.",-1,9.168074029730633e-05,0.0002496263477951288,0.9996587038040161
00677_8#00677_8_2,00677,00677_8,00677_8_2,Civil unions are the superior alternative to gay marriage.,Gay marriage does not harm heterosexual marriages,-1,0.0003999572654720396,0.001431250013411045,0.9981688261032104
00695_7#00695_7_5,00695,00695_7,00695_7_5,The death penalty is justified.,"Modern states regulate executions, unlike barbaric executions elsewhere",1,0.00024165464856196195,2.6088075173902325e-05,0.9997321963310242
00856_4#00856_4_1,00856,00856_4,00856_4_1,The War in Iraq was worth fighting.,Iraq War undermines US legitimacy on international law,-1,9.940715244738385e-05,9.208259143633768e-05,0.9998084902763367
00295_4#00295_4_2,00295,00295_4,00295_4_2,EU expansion and EU membership itself are good.,EU enlargement improves European living standards,1,0.0387413389980793,0.00017328841204289347,0.9610852599143982
00295_4#00295_4_4,00295,00295_4,00295_4_4,EU expansion and EU membership itself are good.,EU member states suffer from socialist economic environment,-1,0.00021889267372898757,0.0005365615943446755,0.9992445707321167
00295_4#00295_4_8,00295,00295_4,00295_4_8,EU expansion and EU membership itself are good.,EU environmental regulations will cost new member states,-1,0.0007875191513448954,0.00013400943134911358,0.9990785121917725
00423_13#00423_13_1,00423,00423_13,00423_13_1,The bombing of Hiroshima and Nagasaki was justified.,Bombing Japan was a war crime against humanity,-1,0.00011373807501513511,0.0001235210947925225,0.9997628331184387
01169_3#01169_3_11,01169,01169_3,01169_3_11,Israel was justified in seizing the flotilla.,Israeli flotilla raid was act of self-defense,1,0.0001818035962060094,0.00017418358766008168,0.9996439218521118
01182_3#01182_3_1,01182,01182_3,01182_3_1,The US Dream Act is a good idea.,Young illegal immigrants are US asset needing development,1,6.466437480412424e-05,6.0015365306753665e-05,0.9998751878738403
01182_3#01182_3_4,01182,01182_3,01182_3_4,The US Dream Act is a good idea.,DREAM Act is bad for American employment.,-1,0.0001563962723594159,0.00017423290410079062,0.9996694326400757
00293_1#00293_1_1,00293,00293_1,00293_1_1,The Obama administrations 2010 bank tax is justified.,Bank tax will help reduce large US deficit,1,0.000804591050837189,3.911946259904653e-05,0.9991563558578491
00293_1#00293_1_2,00293,00293_1,00293_1_2,The Obama administrations 2010 bank tax is justified.,Bank tax is too small to impact deficit,-1,0.0007007918320596218,0.0016503025544807315,0.9976488947868347
00295_2#00295_2_1,00295,00295_2,00295_2_1,EU expansion and EU membership itself are good.,Political corruption of eastern Europe threatens EU.,-1,0.006411211099475622,0.017078947275877,0.9765098094940186
00347_1#00347_1_1,00347,00347_1,00347_1_1,Pornography does offer a valuable public service.,Pornography lets women articulate femininity.,1,0.00016682027489878237,1.850880653364584e-05,0.9998146891593933
00354_2#00354_2_3,00354,00354_2,00354_2_3,Socialism is a superior form of government.,Socialism wrongly labels wanting and ambition as wrong.,-1,8.733620052225888e-05,0.00012099727609893307,0.99979168176651
00603_2#00603_2_1,00603,00603_2,00603_2_1,Libertarianism is a sound political philosophy.,People can be trusted to make right environmental choices,1,0.00756026292219758,3.0852326744934544e-05,0.9924088716506958
00603_2#00603_2_4,00603,00603_2,00603_2_4,Libertarianism is a sound political philosophy.,Individuals have the right to appropriate natural resources.,1,0.003450800897553563,2.6522982807364315e-05,0.9965227842330933
00691_2#00691_2_18,00691,00691_2,00691_2_18,A 700 mile fence on the US-Mexico border is justified.,The Minuteman Project,1,3.722023393493146e-05,3.907169957528822e-05,0.9999237060546875
00230_8#00230_8_4,00230,00230_8,00230_8_4,Charter schools are a good idea and in New Orleans.,Charter schools are damaging private schools,-1,0.000748440099414438,6.580148328794166e-05,0.9991858601570129
00544_4#00544_4_1,00544,00544_4,00544_4_1,Beauty contests are harmful.,"Banning beauty contests eliminates the joy to participants, audience.",1,0.4973627030849457,0.5020489692687988,0.0005882987752556801
00544_4#00544_4_2,00544,00544_4,00544_4_2,Beauty contests are harmful.,Beauty pageants not sexist if women eager to participate.,1,0.02172093279659748,0.9253931045532227,0.052886009216308594
00695_16#00695_16_6,00695,00695_16,00695_16_6,The death penalty is justified.,Capital punishment best prepares an evil soul for the after life,1,0.00014106927847024053,0.0001228611945407465,0.9997360110282898
01222_2#01222_2_6,01222,01222_2,01222_2_6,Religious beliefs are rational.,"It is irrational to say that God doesn""t exist.",1,0.08229105919599533,0.0012495092814788222,0.9164594411849976
00213_7#00213_7_18,00213,00213_7,00213_7_18,Military tribunals in the US were justified.,Senator John Warner (R-VA),1,9.47148582781665e-05,3.755100260605104e-05,0.9998676776885986
00825_5#00825_5_2,00825,00825_5,00825_5_2,Background and context.,RE: proteins were the object of the test and not organisms.,-1,0.9996793270111084,3.2851588912308216e-05,0.00028782483423128724
00049_4#00049_4_1,00049,00049_4,00049_4_1,Home plate collisions in baseball are worth preserving.,Why subject pitchers to even more risks.,-1,0.0013032432179898024,3.0327460990520194e-05,0.9986664056777954
00049_4#00049_4_7,00049,00049_4,00049_4_7,Home plate collisions in baseball are worth preserving.,Being a catcher means accepting certain inherent risks,1,5.1381495723035187e-05,1.8484890460968018e-05,0.9999301433563232
00196_7#00196_7_1,00196,00196_7,00196_7_1,Capitalism is the superior system to socialism.,That poll shows that capitalism is not popular.,-1,6.211769505171105e-05,8.87884889380075e-05,0.9998490810394287
00196_7#00196_7_4,00196,00196_7,00196_7_4,Capitalism is the superior system to socialism.,Capitalism has always been fought against by workers.,-1,0.0002442522963974625,0.00013091150321997702,0.9996247291564941
00842_8#00842_8_3,00842,00842_8,00842_8_3,Communism is a sound political philosophy.,Society must collectively own many form of property through government,1,0.0788663998246193,0.00014916282088961452,0.9209844470024109
00825_6#00825_6_10,00825,00825_6,00825_6_10,Background and context.,God is the only rational explanation of the existence of the Universe.,1,0.9967381358146667,4.42431410192512e-05,0.003217678517103195
01000_2#01000_2_6,01000,01000_2,01000_2_6,Settlements are justified. Expansion is defensible.,Israeli settlements are a form of annexation,-1,7.718632696196437e-05,0.00013481757196132094,0.9997879862785339
01250_4#01250_4_10,01250,01250_4,01250_4_10,The assassination of a dictator can be justified.,Failed assassination attempts are embarrassing for a government,-1,7.766747148707509e-05,2.934338044724427e-05,0.9998929500579834
00257_7#00257_7_1,00257,00257_7,00257_7_1,Each candidate is good.,"Inslee is against I-1183, liquor privatization.",1,0.00037779196281917393,4.9737613153411075e-05,0.9995724558830261
00587_1#00587_1_1,00587,00587_1,00587_1_1,Methanol fuel is good.,Methanol is easy to handle and store.,1,0.9718658924102783,0.025196757167577744,0.0029374307487159967
00695_14#00695_14_5,00695,00695_14,00695_14_5,The death penalty is justified.,Capital punishment wastes time and energy and burdens courts,-1,0.0010418046731501818,0.0027130262460559607,0.9962452054023743
00695_14#00695_14_7,00695,00695_14,00695_14_7,The death penalty is justified.,Capital punishment relieves strains on over-populated prisons.,1,0.0003931725805159658,1.3910254892834928e-05,0.9995928406715393
01112_1#01112_1_7,01112,01112_1,01112_1_7,Drone operations are good.,"Drones are perfect tools for unconventional, single-target operations.",1,0.0005666710203513503,4.053592056152411e-05,0.9993928670883179
00347_2#00347_2_5,00347,00347_2,00347_2_5,Pornography does offer a valuable public service.,Pornography does not make watchers more aggressive.,1,0.0012586218072101474,0.003656629705801606,0.9950847029685974
00347_2#00347_2_8,00347,00347_2,00347_2_8,Pornography does offer a valuable public service.,Rape has existed before the invention of pornography.,1,6.897481944179162e-05,6.070021845516749e-05,0.9998703002929688
00632_8#00632_8_3,00632,00632_8,00632_8_3,Open primaries are a good idea.,Manipulative tactics in open primaries rarely materialize,1,0.004400869365781546,0.0011846065754070878,0.9944144487380981
00695_11#00695_11_8,00695,00695_11,00695_11_8,The death penalty is justified.,Public calls for capital punishment must be met to uphold justice,1,0.012463877908885479,0.00018733653996605426,0.9873487949371338
01156_5#01156_5_4,01156,01156_5,01156_5_4,Video surveillance in public places is justifiable.,Filming without consent is actually illegal.,-1,8.729351975489408e-05,4.524380710790865e-05,0.9998674392700195
01161_2#01161_2_2,01161,01161_2,01161_2_2,Background and context.,RE: There are other spiritual powers out there other than God.,-1,0.9994791150093079,3.119460234302096e-05,0.0004896819009445608
01250_9#01250_9_3,01250,01250_9,01250_9_3,The assassination of a dictator can be justified.,Assassinations follow no legitimate legal processes.,-1,0.00014769383415114135,9.014113311422989e-05,0.999762237071991
00175_6#00175_6_1,00175,00175_6,00175_6_1,Debate is a better form of discourse than dialogue.,Citizens have to vote on debates:,1,0.0019027350936084986,0.0011124168522655964,0.9969847798347473
00257_11#00257_11_5,00257,00257_11,00257_11_5,Each candidate is good.,Inslee oversaw nations biggest nuclear waste site at the Hanford,1,0.0005042775883339345,0.0010378462029621005,0.9984577894210815
00643_3#00643_3_1,00643,00643_3,00643_3_1,Colonizing the Moon is a good idea.,Moon colonization distracts from protecting against asteroids,-1,0.267118364572525,0.5597795844078064,0.17310206592082977
01169_7#01169_7_5,01169,01169_7,01169_7_5,Israel was justified in seizing the flotilla.,Blockade is not causing a humanitarian crisis in Gaza,1,0.00013317297270987183,6.078285878174938e-05,0.9998061060905457
01169_7#01169_7_6,01169,01169_7,01169_7_6,Israel was justified in seizing the flotilla.,"Blockading Gaza actually strengthens Hamas"" grip",-1,8.610559598309919e-05,9.927162318490446e-05,0.9998146891593933
00290_11#00290_11_3,00290,00290_11,00290_11_3,The Arizona illegal immigration law is good.,Arizona immigration law violates the Fourth Amendment.,-1,9.48058077483438e-05,0.00028693187050521374,0.9996181726455688
00568_2#00568_2_2,00568,00568_2,00568_2_2,Israel was justified in seizing the flotilla.,Raid demonstrates incompetence in Israeli government,-1,5.91423777223099e-05,0.00018447735055815428,0.999756395816803
00596_6#00596_6_3,00596,00596_6,00596_6_3,Multiculturalism is a better social model than assimilation.,Multiculturalism can lead to class conflict,-1,0.008015623316168785,0.11504685878753662,0.8769375085830688
01303_9#01303_9_1,01303,01303_9,01303_9_1,Merit-based pay for teachers is a good idea.,Better teachers should be paid more,1,0.0001854722504504025,6.216578185558319e-05,0.9997523427009583
01286_1#01286_1_8,01286,01286_1,01286_1_8,Pornography does offer a valuable public service.,Pornography lets women articulate femininity.,1,0.00016682027489878237,1.850880653364584e-05,0.9998146891593933
01286_2#01286_2_5,01286,01286_2,01286_2_5,Pornography does offer a valuable public service.,Pornography does not make watchers more aggressive.,1,0.0012586218072101474,0.003656629705801606,0.9950847029685974
01286_2#01286_2_6,01286,01286_2,01286_2_6,Pornography does offer a valuable public service.,Rape has existed before the invention of pornography.,1,6.897481944179162e-05,6.070021845516749e-05,0.9998703002929688
01286_6#01286_6_4,01286,01286_6,01286_6_4,Pornography does offer a valuable public service.,Porn can inspire and educate for better sex.,1,0.012064279057085514,2.383829814789351e-05,0.9879119396209717
01282_1#01282_1_1,01282,01282_1,01282_1_1,Israeli blockade of Gaza is good.,"Lifting Gaza blockade would let weapons in, undermine peace",1,0.00047726210323162377,4.034635276184417e-05,0.999482274055481
01282_1#01282_1_9,01282,01282_1,01282_1_9,Israeli blockade of Gaza is good.,Deterrence and targeted strikes better than Gaza blockade.,-1,0.014796239323914051,9.029319335240871e-05,0.9851135015487671
01282_2#01282_2_13,01282,01282_2,01282_2_13,Israeli blockade of Gaza is good.,Israeli blockade of Gaza is legal during conflict with Hamas,1,0.27115678787231445,0.005023960955440998,0.7238191962242126
01282_2#01282_2_5,01282,01282_2,01282_2_5,Israeli blockade of Gaza is good.,Israel has right to know what enters Gaza during conflict,1,0.1885412633419037,0.0017295748693868518,0.8097291588783264
01282_4#01282_4_6,01282,01282_4,01282_4_6,Israeli blockade of Gaza is good.,"Hamas is cause of strife in Gaza, not Israel",1,0.007013271097093821,0.0007878151955083013,0.9921988844871521
01267_1#01267_1_1,01267,01267_1,01267_1_1,Divided government is better than one-party rule.,Voters do not actually choose divided government,-1,0.002287827432155609,0.04579143226146698,0.9519206881523132
01267_2#01267_2_1,01267,01267_2,01267_2_1,Divided government is better than one-party rule.,Political corruption exists in divided government too,-1,0.06035952270030975,0.49579378962516785,0.4438466727733612
01267_2#01267_2_2,01267,01267_2,01267_2_2,Divided government is better than one-party rule.,One-party rule leads to corruption,1,0.0002906661247834563,0.00015465568867512047,0.9995546936988831
01267_3#01267_3_3,01267,01267_3,01267_3_3,Divided government is better than one-party rule.,Divided government offers better opportunities for dissent,1,0.0015175302978605032,0.0014039506204426289,0.997078537940979
01267_3#01267_3_4,01267,01267_3,01267_3_4,Divided government is better than one-party rule.,Divided government avoids reactionary power swings,1,0.021483423188328743,0.0008488353923894465,0.9776676893234253
01267_3#01267_3_9,01267,01267_3,01267_3_9,Divided government is better than one-party rule.,Minority Party always argues for divided government,-1,0.000773925450630486,0.001227429835125804,0.9979986548423767
01267_4#01267_4_2,01267,01267_4,01267_4_2,Divided government is better than one-party rule.,Divided government helps produce more lasting reforms,1,0.15573938190937042,0.203518345952034,0.6407422423362732
01252_5#01252_5_10,01252,01252_5,01252_5_10,Eco-tourism is good for the environment and world.,Ecotourism can disturb wildlife,-1,0.21396778523921967,0.6436811685562134,0.14235106110572815
01252_5#01252_5_3,01252,01252_5,01252_5_3,Eco-tourism is good for the environment and world.,Ecotourism can damage habitats,-1,0.020816374570131302,0.8935180902481079,0.08566555380821228
01232_3#01232_3_3,01232,01232_3,01232_3_3,Waterboarding is a justified interrogation technique.,Torture violates the dignity of the human being,-1,0.0001297389535466209,0.00038965491694398224,0.999480664730072
01226_4#01226_4_1,01226,01226_4,01226_4_1,Home schooling is good.,Hundreds of researchers and experts ensure the quality of public schools.,-1,0.14210020005702972,0.0009406429599039257,0.8569591641426086
01224_10#01224_10_3,01224,01224_10,01224_10_3,"Chinas ""one child"" policy is sensible.",This policy is not exactly racist.,1,8.607265044702217e-05,0.00015671759319957346,0.9997572302818298
01224_11#01224_11_7,01224,01224_11,01224_11_7,"Chinas ""one child"" policy is sensible.",The children will still have families.,1,0.0032200177665799856,0.6889118552207947,0.307868093252182
01224_7#01224_7_5,01224,01224_7,01224_7_5,"Chinas ""one child"" policy is sensible.",India achieved stabilization without population control.,-1,0.00019734681700356305,4.4649550545727834e-05,0.9997579455375671
01096_2#01096_2_2,01096,01096_2,01096_2_2,Year-round schools are a good idea.,Year-round schooling can harm community businesses,-1,0.0005888409214094281,0.0002962654398288578,0.9991149306297302
01096_6#01096_6_8,01096,01096_6,01096_6_8,Year-round schools are a good idea.,It would anger nearly all school children.,-1,0.00031274472712539136,0.0003750736068468541,0.999312162399292
00370_2#00370_2_2,00370,00370_2,00370_2_2,Algae biofuel is good.,Algae biofuel has to be created from scratch,-1,0.01687653549015522,0.9823727011680603,0.0007507799891754985
00370_2#00370_2_3,00370,00370_2,00370_2_3,Algae biofuel is good.,Algae biofuel is biodegradable.,1,0.9047573804855347,0.09316755086183548,0.0020751904230564833
00370_4#00370_4_1,00370,00370_4,00370_4_1,Algae biofuel is good.,Solar power is greener than algae biofuel,-1,0.45775318145751953,0.5392130017280579,0.003033823799341917
00370_4#00370_4_2,00370,00370_4,00370_4_2,Algae biofuel is good.,Algae biofuel is more practical than solar power,1,0.7847350835800171,0.21322400867938995,0.0020408746786415577
00370_6#00370_6_3,00370,00370_6,00370_6_3,Algae biofuel is good.,Algae biofuel can become price competitive with oil,1,0.8799116611480713,0.11717727780342102,0.0029110603500157595
00370_6#00370_6_4,00370,00370_6,00370_6_4,Algae biofuel is good.,Algae biofuel industry growing quickly with bright future,1,0.9944338202476501,0.0007249483605846763,0.00484134117141366
00370_7#00370_7_5,00370,00370_7,00370_7_5,Algae biofuel is good.,Algal fuels do not impact fresh water resources.,1,0.5706760287284851,0.3962959051132202,0.03302810341119766
00370_8#00370_8_2,00370,00370_8,00370_8_2,Algae biofuel is good.,Algae photo-bioreactors require very little land,1,0.2753019332885742,0.7102944254875183,0.014403647743165493
00370_8#00370_8_3,00370,00370_8,00370_8_3,Algae biofuel is good.,Algae biofuel requires substantial land (expensive),-1,0.033786166459321976,0.9633998870849609,0.0028138908091932535
00248_2#00248_2_12,00248,00248_2,00248_2_12,Seeking an MBA is good.,MBA is no guarantee of advancement or even a job.,-1,0.00012878424604423344,2.7052115910919383e-05,0.9998441934585571
00248_2#00248_2_9,00248,00248_2,00248_2_9,Seeking an MBA is good.,"Some of the best businessmen don""t have MBAs",-1,4.5406981371343136e-05,2.7197267627343535e-05,0.9999274015426636
00248_3#00248_3_1,00248,00248_3,00248_3_1,Seeking an MBA is good.,Getting an MBA later in career and life is fine.,-1,0.9805006980895996,7.946167897898704e-05,0.0194198340177536
00248_3#00248_3_2,00248,00248_3,00248_3_2,Seeking an MBA is good.,Harder for older students to balance life/family/MBA,1,0.4004236161708832,0.5243561267852783,0.0752202570438385
00248_3#00248_3_7,00248,00248_3,00248_3_7,Seeking an MBA is good.,Better to wait for employer who will pay your MBA.,-1,0.01645413413643837,0.004094669595360756,0.9794512391090393
00248_4#00248_4_15,00248,00248_4,00248_4_15,Seeking an MBA is good.,MBAs sometimes speak with too much elite business jargon,-1,5.646346471621655e-05,4.756918497150764e-05,0.9998959302902222
00248_6#00248_6_2,00248,00248_6,00248_6_2,Seeking an MBA is good.,"MBA enhances teamwork, leadership skills, and confidence",1,0.0001615064829820767,2.2169466319610365e-05,0.999816358089447
00248_7#00248_7_10,00248,00248_7,00248_7_10,Seeking an MBA is good.,MBA is a more costly investment of time later in career,-1,0.00028324278537184,0.0003017309936694801,0.9994150400161743
00248_7#00248_7_3,00248,00248_7,00248_7_3,Seeking an MBA is good.,Total cost of MBA (including opportunity costs) is high,-1,8.607742347521707e-05,3.3588519727345556e-05,0.999880313873291
00248_7#00248_7_8,00248,00248_7,00248_7_8,Seeking an MBA is good.,MBA very valuable if outside of previous area of study.,1,0.0021577070001512766,6.961576582398266e-05,0.9977726340293884
00432_9#00432_9_6,00432,00432_9,00432_9_6,Genetically modified foods (GM foods) are beneficial.,GM animals can be made sterile.,1,0.3078015148639679,0.6888788342475891,0.0033196278382092714
00451_1#00451_1_4,00451,00451_1,00451_1_4,Corporal punishment of children is acceptable.,It is dubious that corporal punishment helps discipline children.,-1,0.0005392329767346382,0.0025072430726140738,0.9969534873962402
00451_1#00451_1_7,00451,00451_1,00451_1_7,Corporal punishment of children is acceptable.,Corporal punishment can make a valuable example of a student,1,0.00308965053409338,0.00017356111493427306,0.9967367053031921
00451_2#00451_2_2,00451,00451_2,00451_2_2,Corporal punishment of children is acceptable.,Corporal punishment often over-responds to innocent child behavior,-1,0.006460482254624367,0.04781973734498024,0.9457197785377502
00451_3#00451_3_3,00451,00451_3,00451_3_3,Corporal punishment of children is acceptable.,Corporal punishment is justifiable as a last resort,1,0.002603381872177124,0.003962986171245575,0.9934335947036743
00451_4#00451_4_5,00451,00451_4,00451_4_5,Corporal punishment of children is acceptable.,Quotations from the Bible that promote corporal punishment.,1,5.211006282479502e-05,6.169796688482165e-05,0.999886155128479
00451_7#00451_7_2,00451,00451_7,00451_7_2,Corporal punishment of children is acceptable.,Corporal punishment on the buttocks is a sexual violation,-1,0.03116283193230629,0.11827540397644043,0.850561797618866
00564_2#00564_2_4,00564,00564_2,00564_2_4,Affirmative action is good public policy.,Minority schools disprove perceived value of diversity.,-1,0.00029755019932053983,3.919129812857136e-05,0.999663233757019
00564_2#00564_2_9,00564,00564_2,00564_2_9,Affirmative action is good public policy.,Greater ethnic representation at all social levels is beneficial.,1,0.02469920553267002,5.4836185881868005e-05,0.9752458930015564
00564_6#00564_6_7,00564,00564_6,00564_6_7,Affirmative action is good public policy.,Affirmative action lowers value of degrees earned by minorities:,-1,0.016640057787299156,0.24825532734394073,0.7351046204566956
00564_6#00564_6_8,00564,00564_6,00564_6_8,Affirmative action is good public policy.,Affirmative action does more harm than good to minorities.,-1,0.00040308249299414456,4.578678635880351e-05,0.9995511174201965
00628_4#00628_4_13,00628,00628_4,00628_4_13,High speed rail development is generally good policy.,High-speed rail creates many jobs.,1,0.00011718190216924995,8.467416046187282e-05,0.9997982382774353
00628_6#00628_6_7,00628,00628_6,00628_6_7,High speed rail development is generally good policy.,Rail travel has fewer weather related delays.,1,0.0011270793620496988,0.00010010011465055868,0.9987727999687195
00628_7#00628_7_2,00628,00628_7,00628_7_2,High speed rail development is generally good policy.,Train capacity can be increased without HSR,-1,0.00038705518818460405,0.01195331010967493,0.987659752368927
01189_5#01189_5_6,01189,01189_5,01189_5_6,Homosexuality is right.,"Studies citing a homosexual ""gene"" have been biased and flawed.",-1,0.0002262235211674124,5.544670784729533e-05,0.9997183680534363
00434_1#00434_1_3,00434,00434_1,00434_1_3,It was an acceptable deal.,Spending cuts are phased in slowly to allow recovery.,1,0.0009149528341367841,0.0004028928524348885,0.9986822009086609
00434_1#00434_1_5,00434,00434_1,00434_1_5,It was an acceptable deal.,The debt deal ignores/distracts-from unemployment,-1,0.00014824906247667968,0.0005504193832166493,0.9993014335632324
00434_5#00434_5_4,00434,00434_5,00434_5_4,It was an acceptable deal.,Deal is purely spending cuts when public wants mix.,-1,7.056178583297879e-05,0.00034028166555799544,0.9995891451835632
