pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
00458_6#00458_6_12,00458,00458_6,00458_6_12,A no fly zone over Libya is a good idea.,"No-fly zone supports rebels, whose intentions we don""t know.",-1,2.130567921568936e-08
00458_6#00458_6_13,00458,00458_6,00458_6_13,A no fly zone over Libya is a good idea.,Aircraft could also be used to jam Libyan regime communications.,1,4.562762019149296e-08
00458_6#00458_6_14,00458,00458_6,00458_6_14,A no fly zone over Libya is a good idea.,"No-fly zone wouldn""t prevent most atrocities",-1,0.0
00458_6#00458_6_15,00458,00458_6,00458_6_15,A no fly zone over Libya is a good idea.,Libyan rebels can succeed without no-fly zone.,-1,0.0
00458_6#00458_6_16,00458,00458_6,00458_6_16,A no fly zone over Libya is a good idea.,Air transport is dynamically important; no-fly zone effective.,1,0.0005224109681952451
00458_6#00458_6_2,00458,00458_6,00458_6_2,A no fly zone over Libya is a good idea.,No-fly zone will not help the Libyan rebels much,-1,0.0
00458_6#00458_6_3,00458,00458_6,00458_6_3,A no fly zone over Libya is a good idea.,No-fly zone would taint Libyan revolution with Western influence.,-1,4.108963546630925e-07
00458_6#00458_6_4,00458,00458_6,00458_6_4,A no fly zone over Libya is a good idea.,Libyans cannot oust Gaddafi on their own,1,5.757621912217522e-09
00458_6#00458_6_5,00458,00458_6,00458_6_5,A no fly zone over Libya is a good idea.,Helping rebels in Libya is of great strategic value.,1,0.00026554021733752247
00458_6#00458_6_6,00458,00458_6,00458_6_6,A no fly zone over Libya is a good idea.,Libyan rebels want a no-fly zone.,1,6.472895752079546e-06
00458_6#00458_6_7,00458,00458_6,00458_6_7,A no fly zone over Libya is a good idea.,"Iraq and Kosovo no-fly zones weren""t really successes.",-1,0.05639031857719947
00458_6#00458_6_8,00458,00458_6,00458_6_8,A no fly zone over Libya is a good idea.,No fly zones have a history of limited effectiveness.,-1,0.17940913869942826
00458_6#00458_6_9,00458,00458_6,00458_6_9,A no fly zone over Libya is a good idea.,No-fly zone would significantly benefit Libyan rebels,1,8.948284821618785e-08
00494_7#00494_7_1,00494,00494_7,00494_7_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Public insurance has succeeded internationally, co-ops have not.",-1,0.0
00494_7#00494_7_2,00494,00494_7,00494_7_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops compete with insurers like public option could,1,0.00017085749648962104
00494_7#00494_7_3,00494,00494_7,00494_7_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Non-profit co-ops are great, but no substitute for public insurance",-1,0.6582606534598746
00494_7#00494_7_4,00494,00494_7,00494_7_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Co-ops complete strong non-profit, private, public mix",1,0.0
00494_7#00494_7_5,00494,00494_7,00494_7_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are a great alternative to the public option,1,0.01300022163374304
00494_7#00494_7_7,00494,00494_7,00494_7_7,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance co-ops are a ploy to defeat public insurance,-1,0.5737006007827882
00568_2#00568_2_1,00568,00568_2,00568_2_1,Israel was justified in seizing the flotilla.,Flotilla raid continues overly-violent Israeli mind-set,-1,1.188196428396406e-11
00568_2#00568_2_2,00568,00568_2,00568_2_2,Israel was justified in seizing the flotilla.,Raid demonstrates incompetence in Israeli government,-1,2.6211934918081268e-11
00568_2#00568_2_3,00568,00568_2,00568_2_3,Israel was justified in seizing the flotilla.,Israels flotilla raid strains its alliances,-1,3.4225264486770023e-07
00568_2#00568_2_4,00568,00568_2,00568_2_4,Israel was justified in seizing the flotilla.,Israel flotilla raid makes it harder to act on Iran,-1,4.213018746918614e-09
00568_2#00568_2_5,00568,00568_2,00568_2_5,Israel was justified in seizing the flotilla.,"Israel issued the flotilla a warning, which they ignored.",1,0.0002013495136179983
00568_2#00568_2_6,00568,00568_2,00568_2_6,Israel was justified in seizing the flotilla.,Israel flotilla raid was strategic in context of Gaza blockade.,1,0.0
00596_6#00596_6_1,00596,00596_6,00596_6_1,Multiculturalism is a better social model than assimilation.,Multiculturalism is like cohesive ethnic federalism,1,0.22383477324421314
00596_6#00596_6_10,00596,00596_6,00596_6_10,Multiculturalism is a better social model than assimilation.,"Multiculturalism calls for a ""mosaic"" rather than a ""melting pot""",1,0.00017264264353987477
00596_6#00596_6_11,00596,00596_6,00596_6_11,Multiculturalism is a better social model than assimilation.,Multiculturalism highlights differences and can increase hate crimes.,-1,9.34813330904078e-10
00596_6#00596_6_12,00596,00596_6,00596_6_12,Multiculturalism is a better social model than assimilation.,Multiculturalism can damage social capital and cohesion,-1,4.9105457141697826e-05
00596_6#00596_6_13,00596,00596_6,00596_6_13,Multiculturalism is a better social model than assimilation.,Some nations find identity and pride in multicultural policies,1,0.0001955415257054997
00596_6#00596_6_14,00596,00596_6,00596_6_14,Multiculturalism is a better social model than assimilation.,Multicultural states are typically unsuccessful.,-1,0.0
00596_6#00596_6_2,00596,00596_6,00596_6_2,Multiculturalism is a better social model than assimilation.,Assimilation promotes national unity,-1,4.69534109247475e-06
00596_6#00596_6_3,00596,00596_6,00596_6_3,Multiculturalism is a better social model than assimilation.,Multiculturalism can lead to class conflict,-1,0.0011633573929169358
00596_6#00596_6_4,00596,00596_6,00596_6_4,Multiculturalism is a better social model than assimilation.,The unity of society that assimilation talks about can be found through multiculturalism.,1,0.0
00596_6#00596_6_5,00596,00596_6,00596_6_5,Multiculturalism is a better social model than assimilation.,Assimilation and cultural unity is impossible to achieve,1,0.0
00596_6#00596_6_6,00596,00596_6,00596_6_6,Multiculturalism is a better social model than assimilation.,Multiculturalism encourages damaging claims to victimhood,-1,6.896293134160841e-08
00596_6#00596_6_7,00596,00596_6,00596_6_7,Multiculturalism is a better social model than assimilation.,Multiculturalism promotes tolerance and social cohesion.,1,0.00016081421269519735
00596_6#00596_6_8,00596,00596_6,00596_6_8,Multiculturalism is a better social model than assimilation.,Diversity from multiculturalism is socially important.,1,0.01758150500733335
00596_6#00596_6_9,00596,00596_6,00596_6_9,Multiculturalism is a better social model than assimilation.,Multiculturalism and diversity are more interesting and stimulating.,1,0.007168653740694772
00618_1#00618_1_1,00618,00618_1,00618_1_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Some government involvement in co-ops is justified.,1,0.0
00618_1#00618_1_2,00618,00618_1,00618_1_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are non-profits and avoid government control,1,0.00044303509588830445
00618_1#00618_1_3,00618,00618_1,00618_1_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Insurance co-ops will require government involvement/problems,-1,0.0003852217152202812
00618_1#00618_1_4,00618,00618_1,00618_1_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Supporters of co-ops will never reduce government involvement.,-1,1.8975593650249622e-05
00618_1#00618_1_5,00618,00618_1,00618_1_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Health insurance co-ops are self-sustaining, not taxpayer-dependent.",1,0.04664225447668492
00618_1#00618_1_6,00618,00618_1,00618_1_6,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Co-ops need government involvement, but then why not public plan?",-1,0.0007122458656409509
00618_1#00618_1_7,00618,00618_1,00618_1_7,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Government may never let health insurance co-ops fail,-1,0.00013660423257372563
00618_1#00618_1_8,00618,00618_1,00618_1_8,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are a slippery slope to socialized medicine,-1,0.7444616800257531
00618_1#00618_1_9,00618,00618_1,00618_1_9,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Advocates of co-ops are really aiming for socialized medicine,-1,1.5323790650766996e-06
00862_1#00862_1_1,00862,00862_1,00862_1_1,Burying Osama Bin Laden at sea was the right choice.,Americans deserved to see Osama bin Ladens body.,-1,5.479395770490819e-10
00862_1#00862_1_2,00862,00862_1,00862_1_2,Burying Osama Bin Laden at sea was the right choice.,Evidence proves death of Osama bin Laden.,1,3.826949981544791e-10
00862_1#00862_1_3,00862,00862_1,00862_1_3,Burying Osama Bin Laden at sea was the right choice.,At-sea burial fosters doubt that Bin Laden was killed.,-1,4.117225748747843e-07
00862_1#00862_1_4,00862,00862_1,00862_1_4,Burying Osama Bin Laden at sea was the right choice.,At sea burial fuels conspiracy theories about US govt.,-1,0.0
00945_8#00945_8_1,00945,00945_8,00945_8_1,This House believes that modern TV reality entertainment programme does more harm than good.,Watching reality shows is immoral.,1,9.747996486171596e-05
00945_8#00945_8_2,00945,00945_8,00945_8_2,This House believes that modern TV reality entertainment programme does more harm than good.,TV shows merely reflect societys demands.,-1,2.4277117246911986e-06
00945_8#00945_8_3,00945,00945_8,00945_8_3,This House believes that modern TV reality entertainment programme does more harm than good.,Free choice.,-1,0.0
00945_8#00945_8_4,00945,00945_8,00945_8_4,This House believes that modern TV reality entertainment programme does more harm than good.,Reality shows are immoral.,1,0.1279254847558432
01002_4#01002_4_1,01002,01002_4,01002_4_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel air strikes in November, 2008 unraveled the ceasefire",-1,0.0
01002_4#01002_4_2,01002,01002_4,01002_4_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israeli blockade, despite Hamas compliance, unraveled ceasefire.",-1,0.0
01002_4#01002_4_3,01002,01002_4,01002_4_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas invited invasion by refusing to extend the ceasefire,1,0.0
01002_4#01002_4_4,01002,01002_4,01002_4_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Hamas was never committed to ceasefire, consistently violating it",1,0.0
01002_4#01002_4_5,01002,01002_4,01002_4_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas was first to escalate conflict following end of ceasefire,1,0.0
01002_4#01002_4_6,01002,01002_4,01002_4_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel was never committed to ceasefire, consistently violating it",-1,0.0
01303_1#01303_1_1,01303,01303_1,01303_1_1,Merit-based pay for teachers is a good idea.,Merit pay for teachers would be a bureaucratic nightmare,-1,0.07081369685027486
01303_1#01303_1_2,01303,01303_1,01303_1_2,Merit-based pay for teachers is a good idea.,"Merit pay works in markets, can work for teachers",1,1.981709100575804e-05
01303_1#01303_1_3,01303,01303_1,01303_1_3,Merit-based pay for teachers is a good idea.,"Merit pay is uncommon in business, unnecessary in schools",-1,0.6474605774553991
01303_2#01303_2_1,01303,01303_2,01303_2_1,Merit-based pay for teachers is a good idea.,Merit pay focuses teachers on measures over their passion,-1,0.0
01303_2#01303_2_2,01303,01303_2,01303_2_2,Merit-based pay for teachers is a good idea.,Merit-pay helps attract teachers where there are shortages,1,1.8618865052569244e-07
01303_2#01303_2_3,01303,01303_2,01303_2_3,Merit-based pay for teachers is a good idea.,Merit pay discourages teaching disadvantaged students,-1,2.0629982828296681e-07
01303_2#01303_2_4,01303,01303_2,01303_2_4,Merit-based pay for teachers is a good idea.,Merit pay undercuts valuable cooperation between teachers,-1,0.0
01303_2#01303_2_5,01303,01303_2,01303_2_5,Merit-based pay for teachers is a good idea.,Merit-based pay helps attract and keep quality teachers,1,5.635490620363954e-05
01303_4#01303_4_1,01303,01303_4,01303_4_1,Merit-based pay for teachers is a good idea.,Merit pay improves teaching and student learning,1,2.654341113955971e-07
01303_4#01303_4_2,01303,01303_4,01303_4_2,Merit-based pay for teachers is a good idea.,Merit pay does nothing to improve student performance,-1,0.6365094999782868
01303_4#01303_4_3,01303,01303_4,01303_4_3,Merit-based pay for teachers is a good idea.,Merit pay motivates teachers to over-focus on test scores,-1,4.462480353759125e-07
01303_4#01303_4_4,01303,01303_4,01303_4_4,Merit-based pay for teachers is a good idea.,Merit pay gives teachers an incentive to work harder,1,0.0
01303_5#01303_5_1,01303,01303_5,01303_5_1,Merit-based pay for teachers is a good idea.,"All teachers should be paid more, not just a select few",-1,9.002586730132074e-06
01303_5#01303_5_2,01303,01303_5,01303_5_2,Merit-based pay for teachers is a good idea.,Teachers should be paid more; based on merit,1,2.959716035249161e-05
01303_6#01303_6_1,01303,01303_6,01303_6_1,Merit-based pay for teachers is a good idea.,"Merit pay divides teacher unions, undermines collective bargaining",-1,4.466894023764773e-08
01303_6#01303_6_2,01303,01303_6,01303_6_2,Merit-based pay for teachers is a good idea.,Teachers unions oppose merit-based pay just to remain relevant,1,0.055206216946233906
01303_7#01303_7_1,01303,01303_7,01303_7_1,Merit-based pay for teachers is a good idea.,Student performance does not demonstrate teacher performance,-1,1.3412788963049818e-07
01303_7#01303_7_2,01303,01303_7,01303_7_2,Merit-based pay for teachers is a good idea.,Teacher merit is too hard to measure for merit-pay to be fair,-1,0.5407028865499054
01303_7#01303_7_3,01303,01303_7,01303_7_3,Merit-based pay for teachers is a good idea.,Teacher merit can be measured and help determine pay,1,4.9467776901928355e-06
01303_7#01303_7_4,01303,01303_7,01303_7_4,Merit-based pay for teachers is a good idea.,Merit pay for teachers is tied to unreliable standardized tests,-1,4.3216024617229744e-05
01303_8#01303_8_1,01303,01303_8,01303_8_1,Merit-based pay for teachers is a good idea.,Merit-based pay has succeeded in many places,1,5.535486420206721e-07
01303_8#01303_8_2,01303,01303_8,01303_8_2,Merit-based pay for teachers is a good idea.,Past examples of merit pay for teachers have failed,-1,1.9233074292001314e-07
01303_9#01303_9_1,01303,01303_9,01303_9_1,Merit-based pay for teachers is a good idea.,Better teachers should be paid more,1,3.82357851197126e-06
01303_9#01303_9_2,01303,01303_9,01303_9_2,Merit-based pay for teachers is a good idea.,"Teachers should be paid on merit, not seniority and titles",1,0.0019849367110463118
01303_9#01303_9_3,01303,01303_9,01303_9_3,Merit-based pay for teachers is a good idea.,"While teachers can be incentivized, students cannot",-1,0.0
01303_9#01303_9_4,01303,01303_9,01303_9_4,Merit-based pay for teachers is a good idea.,"Merit pay punishes teachers assigned to ""bad"" students",-1,0.0005187940600854835
01303_9#01303_9_5,01303,01303_9,01303_9_5,Merit-based pay for teachers is a good idea.,Merit pay motivates teachers to cheat on test-scoring,-1,5.470915422776082e-07
01303_9#01303_9_6,01303,01303_9,01303_9_6,Merit-based pay for teachers is a good idea.,Merit pay for teachers risks favoritism and cronyism,-1,0.05924424646853139
01286_1#01286_1_1,01286,01286_1,01286_1_1,Pornography does offer a valuable public service.,Porn-watching is one-sidedly dominated by men.,-1,0.22014561228303392
01286_1#01286_1_10,01286,01286_1,01286_1_10,Pornography does offer a valuable public service.,Porn generates money for the economy.,1,4.845604894968094e-06
01286_1#01286_1_2,01286,01286_1,01286_1_2,Pornography does offer a valuable public service.,"Porn helps men ""get even"" with women for unfulfilled fantasies.",-1,0.002575239464179876
01286_1#01286_1_3,01286,01286_1,01286_1_3,Pornography does offer a valuable public service.,Pornography does not denigrate/harm women.,1,0.0
01286_1#01286_1_4,01286,01286_1,01286_1_4,Pornography does offer a valuable public service.,Porn leads women down destructive/futureless path.,-1,1.1457525228569698e-07
01286_1#01286_1_5,01286,01286_1,01286_1_5,Pornography does offer a valuable public service.,Porn creates good paying jobs for men and women.,1,1.2827573711791827e-05
01286_1#01286_1_6,01286,01286_1,01286_1_6,Pornography does offer a valuable public service.,Pornography degrades women.,-1,2.812806139899343e-07
01286_1#01286_1_7,01286,01286_1,01286_1_7,Pornography does offer a valuable public service.,Porn makes women less confident of meeting expectations,-1,9.45610126551901e-05
01286_1#01286_1_8,01286,01286_1,01286_1_8,Pornography does offer a valuable public service.,Pornography lets women articulate femininity.,1,0.00018751261437860214
01286_1#01286_1_9,01286,01286_1,01286_1_9,Pornography does offer a valuable public service.,Pornography is physically harmful toward female bodies.,-1,0.011352212236687132
01286_2#01286_2_1,01286,01286_2,01286_2_1,Pornography does offer a valuable public service.,Porn helps men sublimate impulses toward rape,1,0.00013663690970463306
01286_2#01286_2_2,01286,01286_2,01286_2_2,Pornography does offer a valuable public service.,Many rapists are obsessed with and encouraged by pornography,-1,2.58304191462415e-08
01286_2#01286_2_3,01286,01286_2,01286_2_3,Pornography does offer a valuable public service.,Pornography further victimizes sexual abuse victims.,-1,9.785950944645989e-07
01286_2#01286_2_4,01286,01286_2,01286_2_4,Pornography does offer a valuable public service.,Violent pornography encourages violence against women.,-1,2.846602522815526e-09
01286_2#01286_2_5,01286,01286_2,01286_2_5,Pornography does offer a valuable public service.,Pornography does not make watchers more aggressive.,1,0.0014019894997408663
01286_2#01286_2_6,01286,01286_2,01286_2_6,Pornography does offer a valuable public service.,Rape has existed before the invention of pornography.,1,2.8393166342393277e-05
01286_2#01286_2_7,01286,01286_2,01286_2_7,Pornography does offer a valuable public service.,Porn watching may actually reduce rape rates,1,3.8882424614124275e-07
01286_2#01286_2_8,01286,01286_2,01286_2_8,Pornography does offer a valuable public service.,Porn addiction escalates into increasingly aberrant acts,-1,5.507604938358574e-05
01286_2#01286_2_9,01286,01286_2,01286_2_9,Pornography does offer a valuable public service.,Rape will exist with or without pornography.,1,0.0
01286_3#01286_3_1,01286,01286_3,01286_3_1,Pornography does offer a valuable public service.,Porn degrades human romance to mere sex.,-1,0.0
01286_3#01286_3_2,01286,01286_3,01286_3_2,Pornography does offer a valuable public service.,Pornography increases likelihood of breakup/divorce,-1,0.0
01286_3#01286_3_3,01286,01286_3,01286_3_3,Pornography does offer a valuable public service.,Watching pornography can amount to adultery,-1,0.11050647616270878
01286_3#01286_3_4,01286,01286_3,01286_3_4,Pornography does offer a valuable public service.,Pornography normalizes aberrant sexual behavior,-1,0.0003434756076280709
01286_3#01286_3_5,01286,01286_3,01286_3_5,Pornography does offer a valuable public service.,Modern porn increasingly crosses fantasy-reality boundary,-1,1.731456293808853e-07
01286_3#01286_3_6,01286,01286_3,01286_3_6,Pornography does offer a valuable public service.,Pornography does not count as adultery.,1,0.0
01286_3#01286_3_7,01286,01286_3,01286_3_7,Pornography does offer a valuable public service.,Pornography encourages promiscuity and shallow relationships.,-1,0.00036639427501276145
01286_3#01286_3_8,01286,01286_3,01286_3_8,Pornography does offer a valuable public service.,Porn is no substitute for gratification of relationships.,1,0.2961227152730615
01286_4#01286_4_1,01286,01286_4,01286_4_1,Pornography does offer a valuable public service.,Porn often connected with organized crime/enslavement.,-1,9.696583481299778e-08
01286_4#01286_4_2,01286,01286_4,01286_4_2,Pornography does offer a valuable public service.,"Debate over merits of porn usually don""t relate to ban.",-1,0.0
01286_4#01286_4_3,01286,01286_4,01286_4_3,Pornography does offer a valuable public service.,Pornography is an expression falling under freedom of speech.,1,0.7539734875092605
01286_4#01286_4_4,01286,01286_4,01286_4_4,Pornography does offer a valuable public service.,Porn not victimless; limited free speech protections.,-1,0.0
01286_4#01286_4_5,01286,01286_4,01286_4_5,Pornography does offer a valuable public service.,Porn creates interesting/stimulating controversy.,1,0.00012029312455904798
01286_4#01286_4_6,01286,01286_4,01286_4_6,Pornography does offer a valuable public service.,"Outlawing pornography infringes on minorities"" free speech.",1,8.766680522158644e-07
01286_6#01286_6_1,01286,01286_6,01286_6_1,Pornography does offer a valuable public service.,Porn makes women seem less attractive to men,-1,0.00032371133186455246
01286_6#01286_6_2,01286,01286_6,01286_6_2,Pornography does offer a valuable public service.,Porn leaves men feeling empty and upset with themselves.,-1,9.52828500493168e-05
01286_6#01286_6_3,01286,01286_6,01286_6_3,Pornography does offer a valuable public service.,Ordinary sex can rarely live up to pornography,-1,9.505170679682867e-06
01286_6#01286_6_4,01286,01286_6,01286_6_4,Pornography does offer a valuable public service.,Porn can inspire and educate for better sex.,1,0.0
01286_6#01286_6_5,01286,01286_6,01286_6_5,Pornography does offer a valuable public service.,Porn weakens libido and contributes to impotency,-1,0.002531014852996214
01286_6#01286_6_6,01286,01286_6,01286_6_6,Pornography does offer a valuable public service.,Porn can serve as a (partial) substitute for sex life.,1,0.7780007350632645
01286_6#01286_6_7,01286,01286_6,01286_6_7,Pornography does offer a valuable public service.,Porn improves self-control with distance from sex.,1,8.290126303623263e-06
01286_6#01286_6_8,01286,01286_6,01286_6_8,Pornography does offer a valuable public service.,Porn along with controlled masturbation improves performance.,1,5.259158814875562e-08
01286_7#01286_7_1,01286,01286_7,01286_7_1,Pornography does offer a valuable public service.,Porn only serves to fill a void in peoples hearts.,-1,0.2501822919682301
01286_7#01286_7_2,01286,01286_7,01286_7_2,Pornography does offer a valuable public service.,Porn provides knowledge that builds confidence.,1,0.0002823489573730035
01286_7#01286_7_3,01286,01286_7,01286_7_3,Pornography does offer a valuable public service.,Pornography is good for economic mobility.,1,0.012872133328963427
01286_7#01286_7_4,01286,01286_7,01286_7_4,Pornography does offer a valuable public service.,Porn strokes the ego of the viewer.,1,7.004128511827519e-06
01286_7#01286_7_5,01286,01286_7,01286_7_5,Pornography does offer a valuable public service.,Porn is akin to a drug addiction,-1,0.19643617653938095
01282_1#01282_1_1,01282,01282_1,01282_1_1,Israeli blockade of Gaza is good.,"Lifting Gaza blockade would let weapons in, undermine peace",1,1.5788759840541827e-06
01282_1#01282_1_10,01282,01282_1,01282_1_10,Israeli blockade of Gaza is good.,Israeli blockade of Gaza has failed to meet objectives,-1,0.00012233382472800927
01282_1#01282_1_11,01282,01282_1,01282_1_11,Israeli blockade of Gaza is good.,"Gaza blockade pressures Hamas to end rocket attacks, seek peace.",1,0.0006921534499772606
01282_1#01282_1_12,01282,01282_1,01282_1_12,Israeli blockade of Gaza is good.,Gaza blockade worsens image of Israel as oppressor,-1,7.001507904146423e-08
01282_1#01282_1_13,01282,01282_1,01282_1_13,Israeli blockade of Gaza is good.,Gaza blockade has achieved nothing,-1,0.0011647575370040656
01282_1#01282_1_2,01282,01282_1,01282_1_2,Israeli blockade of Gaza is good.,"Blockade delegitimizes Hamas, preservers two-state solution",1,0.0
01282_1#01282_1_3,01282,01282_1,01282_1_3,Israeli blockade of Gaza is good.,"Blockading Gaza actually strengthens Hamas"" grip",-1,2.1514013730915967e-08
01282_1#01282_1_4,01282,01282_1,01282_1_4,Israeli blockade of Gaza is good.,Blockade offers Hamas an excuse for its ineffectiveness,-1,0.0
01282_1#01282_1_5,01282,01282_1,01282_1_5,Israeli blockade of Gaza is good.,"Israeli blockade isolates Hamas, helping push for regime change.",1,1.1096373916736102e-07
01282_1#01282_1_6,01282,01282_1,01282_1_6,Israeli blockade of Gaza is good.,Gaza blockade generally contrary to Israels interests,-1,0.0
01282_1#01282_1_7,01282,01282_1,01282_1_7,Israeli blockade of Gaza is good.,Israeli blockade is supported by Egyptian blockade of Gaza,1,2.0218946407292828e-05
01282_1#01282_1_8,01282,01282_1,01282_1_8,Israeli blockade of Gaza is good.,Lifting blockade would reward antics of flotilla activists,1,1.311351323420319e-08
01282_1#01282_1_9,01282,01282_1,01282_1_9,Israeli blockade of Gaza is good.,Deterrence and targeted strikes better than Gaza blockade.,-1,0.0
01282_2#01282_2_1,01282,01282_2,01282_2_1,Israeli blockade of Gaza is good.,Israel stopped occupying Gaza in 2005; blockade is legal.,1,0.1365391458429858
01282_2#01282_2_10,01282,01282_2,01282_2_10,Israeli blockade of Gaza is good.,Blockade is necessary to prevent smuggled weapons,1,0.005508419088109148
01282_2#01282_2_11,01282,01282_2,01282_2_11,Israeli blockade of Gaza is good.,Gaza blockade is collective punishment for Hamas rule,-1,0.01201720463870234
01282_2#01282_2_12,01282,01282_2,01282_2_12,Israeli blockade of Gaza is good.,Israel is occupying Gaza; blockade is illegal,-1,0.702367400484237
01282_2#01282_2_13,01282,01282_2,01282_2_13,Israeli blockade of Gaza is good.,Israeli blockade of Gaza is legal during conflict with Hamas,1,0.13802745794452623
01282_2#01282_2_2,01282,01282_2,01282_2_2,Israeli blockade of Gaza is good.,Israel could have legally sunk Gaza flotilla for breaking blockade.,-1,0.0
01282_2#01282_2_3,01282,01282_2,01282_2_3,Israeli blockade of Gaza is good.,General statements against Israeli blockade of Gaza,-1,0.0
01282_2#01282_2_4,01282,01282_2,01282_2_4,Israeli blockade of Gaza is good.,Gaza blockade is consistent with precedents of WWII blockades,1,0.01051586797565536
01282_2#01282_2_5,01282,01282_2,01282_2_5,Israeli blockade of Gaza is good.,Israel has right to know what enters Gaza during conflict,1,9.402747390975485e-06
01282_2#01282_2_6,01282,01282_2,01282_2_6,Israeli blockade of Gaza is good.,Gaza blockade harms too many civilians for small military gains.,-1,4.199815488784724e-05
01282_2#01282_2_7,01282,01282_2,01282_2_7,Israeli blockade of Gaza is good.,"Cease-fire invalideates blockade-justification of ""war"" w/ Hamas",-1,0.0
01282_2#01282_2_8,01282,01282_2,01282_2_8,Israeli blockade of Gaza is good.,Israel controls too much of Gaza; it is an occupier.,-1,9.217944761500748e-05
01282_2#01282_2_9,01282,01282_2,01282_2_9,Israeli blockade of Gaza is good.,"Controlling air, land, sea means ""occupation.""",-1,1.3613896198618849e-07
01282_3#01282_3_1,01282,01282_3,01282_3_1,Israeli blockade of Gaza is good.,Israelis suffer from double standard on Gaza blockade.,-1,1.352455363320257e-05
01282_3#01282_3_2,01282,01282_3,01282_3_2,Israeli blockade of Gaza is good.,Critics of Israeli blockade apply double standards,1,5.136590222935577e-05
01282_3#01282_3_3,01282,01282_3,01282_3_3,Israeli blockade of Gaza is good.,"Israel is vulnerable; can""t cave to global opinion on blockade",1,0.0
01282_4#01282_4_1,01282,01282_4,01282_4_1,Israeli blockade of Gaza is good.,"Blockade strains Gazans, but does not cause humanitarian crisis.",1,2.7167603924038455e-07
01282_4#01282_4_10,01282,01282_4,01282_4_10,Israeli blockade of Gaza is good.,Blockade damages Gaza fishing industry,-1,0.0
01282_4#01282_4_11,01282,01282_4,01282_4_11,Israeli blockade of Gaza is good.,No humanitarian crisis in Gaza; blockade is OK,1,0.13665567206324222
01282_4#01282_4_12,01282,01282_4,01282_4_12,Israeli blockade of Gaza is good.,Blockade unjustly prevents building supplies entering Gaza,-1,7.421190791188201e-08
01282_4#01282_4_13,01282,01282_4,01282_4_13,Israeli blockade of Gaza is good.,UN called Gaza blockade illegal human rights violation,-1,0.0003118290376095325
01282_4#01282_4_2,01282,01282_4,01282_4_2,Israeli blockade of Gaza is good.,Gaza blockade causes economic and humanitarian suffering,-1,0.0002864424434608173
01282_4#01282_4_3,01282,01282_4,01282_4_3,Israeli blockade of Gaza is good.,"Gaza blockade allows basic aid, but not other important trade",-1,8.374068022445918e-05
01282_4#01282_4_4,01282,01282_4,01282_4_4,Israeli blockade of Gaza is good.,Blockade undermines responsibility of Israeli-occupiers to Gazans,-1,1.3007814072671807e-07
01282_4#01282_4_5,01282,01282_4,01282_4_5,Israeli blockade of Gaza is good.,Sanctions/blockades always harm civilians; Gaza blockade fine,1,0.0
01282_4#01282_4_6,01282,01282_4,01282_4_6,Israeli blockade of Gaza is good.,"Hamas is cause of strife in Gaza, not Israel",1,0.01759899356090864
01282_4#01282_4_7,01282,01282_4,01282_4_7,Israeli blockade of Gaza is good.,"Israel devastated Gaza in 2008, blockade prevents reconstruction",-1,6.834537252471225e-08
01282_4#01282_4_8,01282,01282_4,01282_4_8,Israeli blockade of Gaza is good.,Israel blockade allows humanitarian aid into Gaza,1,0.0
01282_4#01282_4_9,01282,01282_4,01282_4_9,Israeli blockade of Gaza is good.,Damaging Hamas economically is a legitimate security interests,1,5.315676463938318e-05
01270_1#01270_1_1,01270,01270_1,01270_1_1,The United States NSAs warrantless wiretapping program was justified.,"50 percent of the respondents believe the program was ""wrong.""",-1,0.0
01270_1#01270_1_3,01270,01270_1,01270_1_3,The United States NSAs warrantless wiretapping program was justified.,"A May, 2006 USA Today poll found 51% of Americans disapprove of the NSA program.",-1,0.0
01270_2#01270_2_1,01270,01270_2,01270_2_1,The United States NSAs warrantless wiretapping program was justified.,"Wiretapping doesn""t qualify as a ""use of force"" authorized by the AUMF:",-1,0.0
