pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00853_5#00853_5_3,00853,00853_5,00853_5_3,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska has right to secede to protect right to exist,1,0.0,0.0,0.0,0.0,0.0
00853_5#00853_5_4,00853,00853_5,00853_5_4,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Dayton/Bosnia failures give cause to Republika Srpska secession,1,0.0,0.0,0.0,0.0,0.0
00853_5#00853_5_5,00853,00853_5,00853_5_5,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Bosnia has made great progress; Serbs should not secede,-1,3.731164132437349e-09,3.943016802071683e-08,3.3855235305052014e-08,3.3855235305052014e-08,3.943016802071683e-08
00853_5#00853_5_6,00853,00853_5,00853_5_6,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,"Republika Srpska cannot break Dayton, which created RS",-1,6.485166927385265e-08,0.00025355609522894007,1.4899906476391077e-06,1.4899906476391077e-06,0.00025355609522894007
00889_13#00889_13_3,00889,00889_13,00889_13_3,Tibet should seek and gain independence.,The Tibetan Government in Exile has strong democratic designs for Tibet.,1,0.0,0.0,0.0,0.0,0.0
00889_13#00889_13_4,00889,00889_13,00889_13_4,Tibet should seek and gain independence.,"The Central Tibetan Administration renounced Arunachal Pradesh, damaging its moral legitimacy to govern.",-1,0.0,0.0,0.0,0.0,0.0
00889_13#00889_13_6,00889,00889_13,00889_13_6,Tibet should seek and gain independence.,Tibets traditional government was good and improving,1,1.2217638422308747e-07,5.967751983018015e-06,0.0,0.0,5.967751983018015e-06
01028_3#01028_3_1,01028,01028_3,01028_3_1,All cell phone use in cars should be banned.,Markets are better at regulating cell phone use in cars,-1,0.0,0.0,0.0,0.0,0.0
01028_3#01028_3_2,01028,01028_3,01028_3_2,All cell phone use in cars should be banned.,Banning cell phones impedes on individual liberties.,-1,0.0,0.0,0.0,0.0,0.0
01028_3#01028_3_3,01028,01028_3,01028_3_3,All cell phone use in cars should be banned.,State has authority to regulate actions of drivers (by cell phone ban).,1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_1,01179,01179_17,01179_17_1,Abortions of any kind should be permitted.,It is better to regret not having a child than regret having one,1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_2,01179,01179_17,01179_17_2,Abortions of any kind should be permitted.,Post-abortion syndrome is not a medically recognized syndrome:,1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_3,01179,01179_17,01179_17_3,Abortions of any kind should be permitted.,Many women are disturbed by their abortions but remain pro-choice,1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_4,01179,01179_17,01179_17_4,Abortions of any kind should be permitted.,"Abortion often leads to regret, depression, and even mental illness",-1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_5,01179,01179_17,01179_17_5,Abortions of any kind should be permitted.,Alcoholism and drug-use are common after abortions.,-1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_6,01179,01179_17,01179_17_6,Abortions of any kind should be permitted.,Risk-taking and disorders lead to abortions; not the opposite,1,0.0,0.0,0.0,0.0,0.0
01179_17#01179_17_7,01179,01179_17,01179_17_7,Abortions of any kind should be permitted.,"The lives of women have been destroyed by abortion, not enhanced",-1,1.1846516321320478e-05,0.0001289994980463718,0.0,0.0,0.0001289994980463718
01179_17#01179_17_8,01179,01179_17,01179_17_8,Abortions of any kind should be permitted.,Fewer women would have abortions if they knew what they were doing,-1,0.0003744597713754433,0.0003381168133605693,0.0,0.0,0.0003744597713754433
01179_17#01179_17_9,01179,01179_17,01179_17_9,Abortions of any kind should be permitted.,Abortion may have a positive or neutral impact on the emotions of the women,1,0.0,0.0,0.0,0.0,0.0
01179_29#01179_29_1,01179,01179_29,01179_29_1,Abortions of any kind should be permitted.,Abortion is just when birth control fails (involuntary impregnation),1,0.0,0.0,0.0,0.0,0.0
01179_29#01179_29_2,01179,01179_29,01179_29_2,Abortions of any kind should be permitted.,Abortions are mostly sought when birth control fails,1,7.73182351968731e-05,6.601524985634134e-05,0.0,0.0,7.73182351968731e-05
01179_29#01179_29_3,01179,01179_29,01179_29_3,Abortions of any kind should be permitted.,Abortion is wrongly sought as an alternative form of birth control,-1,0.0,0.0,0.0,0.0,0.0
01241_3#01241_3_1,01241,01241_3,01241_3_1,Ex-felons should have the right to vote.,"By committing a very serious crime, ex-felons demonstrate a disrespect for the law.",-1,1.6246920843549628e-07,2.7615026286333434e-06,0.18669764541576628,0.18669764541576628,0.18669764541576628
01241_3#01241_3_2,01241,01241_3,01241_3_2,Ex-felons should have the right to vote.,Depriving ex-felons of the right to vote alienates certain minorities,1,4.115402685955528e-09,1.1884796207675959e-09,2.962536353399733e-09,2.962536353399733e-09,4.115402685955528e-09
01241_3#01241_3_5,01241,01241_3,01241_3_5,Ex-felons should have the right to vote.,Disenfranchisement does not deter ex-felons from committing new crimes.,1,5.281792246149317e-09,9.316432807127401e-07,1.415919767596311e-06,1.415919767596311e-06,1.415919767596311e-06
01241_3#01241_3_6,01241,01241_3,01241_3_6,Ex-felons should have the right to vote.,Disenfranchisement of ex-felons amounts to an extrajudicial punishment.,1,1.0533371387507392e-07,3.5338951169883464e-09,2.2510533194053625e-06,2.2510533194053625e-06,2.2510533194053625e-06
01241_3#01241_3_7,01241,01241_3,01241_3_7,Ex-felons should have the right to vote.,Depriving ex-felons the right to vote is generally undemocratic,1,1.2859993163154336e-07,3.876057217554026e-08,1.7134670020582171e-06,1.7134670020582171e-06,1.7134670020582171e-06
01241_3#01241_3_9,01241,01241_3,01241_3_9,Ex-felons should have the right to vote.,Depriving ex-felons of the right to vote gives an unfair advantage to the Republican party,1,0.0,0.0,0.0,0.0,0.0
01254_2#01254_2_3,01254,01254_2,01254_2_3,This House believes that Cola Cola should have never been invented.,Coca Cola has been accused of taking over Chiapas.,1,5.06149257311199e-10,1.2288745989652949e-10,1.0387473822200743e-08,1.0387473822200743e-08,1.0387473822200743e-08
01254_2#01254_2_4,01254,01254_2,01254_2_4,This House believes that Cola Cola should have never been invented.,Coca Cola uses child labour in El Salvador.,1,7.680551164016982e-12,1.327589187387408e-11,6.988184730004246e-11,6.988184730004246e-11,6.988184730004246e-11
01254_2#01254_2_6,01254,01254_2,01254_2_6,This House believes that Cola Cola should have never been invented.,Coca cola has been contaminating land in India.,1,7.434366123386337e-12,1.091902045861696e-11,1.4270451427664891e-11,1.4270451427664891e-11,1.4270451427664891e-11
01254_2#01254_2_7,01254,01254_2,01254_2_7,This House believes that Cola Cola should have never been invented.,Coca Cola has been dehydrating communities in India.,1,1.1879582585523178e-11,3.309896463479155e-11,1.3459354852226525e-11,1.3459354852226525e-11,3.309896463479155e-11
01254_2#01254_2_8,01254,01254_2,01254_2_8,This House believes that Cola Cola should have never been invented.,Coca Cola has been involved in the murder of trade unionists in Columbia.,1,4.261346600581079e-11,1.1012558597133092e-11,7.805592347265026e-10,7.805592347265026e-10,7.805592347265026e-10
01254_2#01254_2_9,01254,01254_2,01254_2_9,This House believes that Cola Cola should have never been invented.,Coca Cola has been involved in union Busting in Guatemala.,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_1,01271,01271_3,01271_3_1,Nasa should return humans to the Moon rather than going to Mars.,Returning to Moon will re-kindle the same feelings as Apollo.,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_10,01271,01271_3,01271_3_10,Nasa should return humans to the Moon rather than going to Mars.,Mission to Mars creates needed heroes,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_11,01271,01271_3,01271_3_11,Nasa should return humans to the Moon rather than going to Mars.,Going back to the Moon is not inspiring.,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_12,01271,01271_3,01271_3_12,Nasa should return humans to the Moon rather than going to Mars.,Mission to Mars holds possibility of finding life there.,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_13,01271,01271_3,01271_3_13,Nasa should return humans to the Moon rather than going to Mars.,Returning to the Moon also fulfills human impulse to explore,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_2,01271,01271_3,01271_3_2,Nasa should return humans to the Moon rather than going to Mars.,Its time for humans to return to the Moon after decades away.,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_3,01271,01271_3,01271_3_3,Nasa should return humans to the Moon rather than going to Mars.,A longer-stay and a Moonbase would be inspiring.,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_4,01271,01271_3,01271_3_4,Nasa should return humans to the Moon rather than going to Mars.,Going to Mars would unify the world,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_5,01271,01271_3,01271_3_5,Nasa should return humans to the Moon rather than going to Mars.,Returning to the Moon would be an unjust act of nostalgia.,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_6,01271,01271_3,01271_3_6,Nasa should return humans to the Moon rather than going to Mars.,Mission to Mars would inspire the world,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_7,01271,01271_3,01271_3_7,Nasa should return humans to the Moon rather than going to Mars.,World needs inspiring Mars mission now; Moon-mission delays this.,-1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_8,01271,01271_3,01271_3_8,Nasa should return humans to the Moon rather than going to Mars.,Going to the Moon is fundamentally inspiring - even a return trip.,1,0.0,0.0,0.0,0.0,0.0
01271_3#01271_3_9,01271,01271_3,01271_3_9,Nasa should return humans to the Moon rather than going to Mars.,Humans can go back to the Moon and on to Mars.,1,0.0,0.0,0.0,0.0,0.0
00076_3#00076_3_1,00076,00076_3,00076_3_1,The medical profession should force-feed anorexics as part of their treatment.,Life is more important than dignity in the case of force-feeding anorexics:,1,2.4574171603466177e-06,4.323992608888218e-05,0.00017737158134692511,0.00017737158134692511,0.00017737158134692511
00076_3#00076_3_2,00076,00076_3,00076_3_2,The medical profession should force-feed anorexics as part of their treatment.,Force-feeding of anorexic patients can be risk the patients health:,-1,1.7671476357514456e-05,3.0838651320061835e-07,8.708776954011833e-06,8.708776954011833e-06,1.7671476357514456e-05
00076_3#00076_3_3,00076,00076_3,00076_3_3,The medical profession should force-feed anorexics as part of their treatment.,"An anorexics fear of weight gain, especially forced weight gain in hospital is an obstacle to treatment:",-1,1.917775314937383e-07,3.5153426623032564e-08,2.124527520241113e-05,2.124527520241113e-05,2.124527520241113e-05
00076_3#00076_3_4,00076,00076_3,00076_3_4,The medical profession should force-feed anorexics as part of their treatment.,Risk of force feeding may cause anorexics to avoid treatment:,-1,6.408030563902876e-06,0.0002977955810032428,0.0002869137514210337,0.0002869137514210337,0.0002977955810032428
00076_3#00076_3_5,00076,00076_3,00076_3_5,The medical profession should force-feed anorexics as part of their treatment.,A healthier body weight is necessary to be able to treat the patients psychological problems:,1,7.490412339383135e-08,1.148354589715506e-06,6.917170877510606e-07,6.917170877510606e-07,1.148354589715506e-06
00076_3#00076_3_6,00076,00076_3,00076_3_6,The medical profession should force-feed anorexics as part of their treatment.,Compulsory treatment may only be successful in the short term:,-1,6.439516710632096e-08,1.759864067896609e-09,2.703535488387405e-08,2.703535488387405e-08,6.439516710632096e-08
00089_5#00089_5_1,00089,00089_5,00089_5_1,There should be Concealed carry rather than open carry firearm laws.,Law-abiding citizens carrying openly makes people feel safer.,-1,0.0,0.0,0.0,0.0,0.0
00089_5#00089_5_2,00089,00089_5,00089_5_2,There should be Concealed carry rather than open carry firearm laws.,Open carrying helps foster politeness between citizens.,-1,0.0,0.0,0.0,0.0,0.0
00089_5#00089_5_3,00089,00089_5,00089_5_3,There should be Concealed carry rather than open carry firearm laws.,Many open-carry merely to incite reactions.,1,0.0,0.0,0.0,0.0,0.0
00089_5#00089_5_4,00089,00089_5,00089_5_4,There should be Concealed carry rather than open carry firearm laws.,Bystanders often feel intimidated by openly carried guns.,1,0.0,0.0,0.0,0.0,0.0
00089_5#00089_5_5,00089,00089_5,00089_5_5,There should be Concealed carry rather than open carry firearm laws.,Open carrying need not be seen as intimidating.,-1,0.0,0.0,0.0,0.0,0.0
00133_3#00133_3_1,00133,00133_3,00133_3_1,"Junk food advertising should be banned, especially during childrens television programs.","Not only does advertising cause obesity, but so too does TV watching.",1,0.0,0.0,0.0,0.0,0.0
00133_3#00133_3_2,00133,00133_3,00133_3_2,"Junk food advertising should be banned, especially during childrens television programs.",Junk food advertising does not force parents to buy the food.,-1,9.536864847373644e-10,3.3641762500495675e-09,1.82939056343998e-08,1.82939056343998e-08,1.82939056343998e-08
00133_3#00133_3_3,00133,00133_3,00133_3_3,"Junk food advertising should be banned, especially during childrens television programs.",Parents must talk to their children about healthy eating habits.,-1,0.0,0.0,0.0,0.0,0.0
00133_3#00133_3_4,00133,00133_3,00133_3_4,"Junk food advertising should be banned, especially during childrens television programs.",Children are swayed easily by advertisements to consume junk food.,1,3.708213523568234e-07,8.232143783095908e-07,3.614646899252922e-07,3.614646899252922e-07,8.232143783095908e-07
00133_3#00133_3_5,00133,00133_3,00133_3_5,"Junk food advertising should be banned, especially during childrens television programs.","If we apply the principle of individual responsibility, advertising is fine.",-1,1.9857187196270366e-06,2.602312213322963e-05,3.83155321428668e-06,3.83155321428668e-06,2.602312213322963e-05
00154_3#00154_3_1,00154,00154_3,00154_3_1,Palestinian statehood should be recognized in the United Nations.,Israels refusal to halt settlements has prevented negotiations.,1,2.5843561577617044e-08,2.033913668199303e-09,1.462227598901752e-10,1.462227598901752e-10,2.5843561577617044e-08
00154_3#00154_3_10,00154,00154_3,00154_3_10,Palestinian statehood should be recognized in the United Nations.,History shows conflicts need resolving by parties involved.,-1,2.4062118075727504e-08,1.3233815256309636e-07,1.8856452599265456e-08,1.8856452599265456e-08,1.3233815256309636e-07
00154_3#00154_3_11,00154,00154_3,00154_3_11,Palestinian statehood should be recognized in the United Nations.,Palestinian move not just symbolism; its counterproductive.,-1,0.0,0.0,0.0,0.0,0.0
00154_3#00154_3_12,00154,00154_3,00154_3_12,Palestinian statehood should be recognized in the United Nations.,Over 120 countries have already recognized Palestine.,1,1.7659245209742588e-07,8.879099498846811e-09,1.1893045774225584e-06,1.1893045774225584e-06,1.1893045774225584e-06
00154_3#00154_3_13,00154,00154_3,00154_3_13,Palestinian statehood should be recognized in the United Nations.,UN support would breath new light into the two-state solution,1,0.0,0.0,0.0,0.0,0.0
00154_3#00154_3_14,00154,00154_3,00154_3_14,Palestinian statehood should be recognized in the United Nations.,"UN vote is just paper; it doesn""t change anything on ground.",-1,9.65685195503222e-10,1.535433738386075e-08,7.777013566918253e-06,7.777013566918253e-06,7.777013566918253e-06
00154_3#00154_3_15,00154,00154_3,00154_3_15,Palestinian statehood should be recognized in the United Nations.,"Peace can only be achieved by Israel and Palestine, not UN",-1,1.9065215191234514e-08,9.490500758369719e-09,3.501755754270459e-06,3.501755754270459e-06,3.501755754270459e-06
00154_3#00154_3_16,00154,00154_3,00154_3_16,Palestinian statehood should be recognized in the United Nations.,Palestinian push at UN exemplifies nonviolent diplomacy.,1,0.0,0.0,0.0,0.0,0.0
00154_3#00154_3_2,00154,00154_3,00154_3_2,Palestinian statehood should be recognized in the United Nations.,Statehood would break from status quo and impasse.,1,2.0163867628848775e-06,0.0004835539398682256,0.0005022239070981804,0.0005022239070981804,0.0005022239070981804
00154_3#00154_3_3,00154,00154_3,00154_3_3,Palestinian statehood should be recognized in the United Nations.,Palestinian UN statehood push undermines bilateral talks.,-1,1.051586953677385e-10,3.0223426687362315e-10,1.6671744349957601e-10,1.6671744349957601e-10,3.0223426687362315e-10
00154_3#00154_3_4,00154,00154_3,00154_3_4,Palestinian statehood should be recognized in the United Nations.,"Push for UN recognition IS diplomacy, doesn""t undermine it.",1,3.519861758752331e-10,1.5556775765229896e-08,2.6655590902218016e-08,2.6655590902218016e-08,2.6655590902218016e-08
00154_3#00154_3_5,00154,00154_3,00154_3_5,Palestinian statehood should be recognized in the United Nations.,"Failure of negotiations is largely the Palestinians"" fault.",-1,0.0,0.0,0.0,0.0,0.0
00154_3#00154_3_6,00154,00154_3,00154_3_6,Palestinian statehood should be recognized in the United Nations.,Palestinian Authority move in UN undermines legitimate PLO.,-1,1.181430821766009e-09,5.171239806809963e-08,9.293364492221906e-07,9.293364492221906e-07,9.293364492221906e-07
00154_3#00154_3_7,00154,00154_3,00154_3_7,Palestinian statehood should be recognized in the United Nations.,UN recognition would force final negotiations of two-state solution.,1,1.0631989838779808e-05,7.84936354125987e-06,6.030675688061979e-06,6.030675688061979e-06,1.0631989838779808e-05
00154_3#00154_3_8,00154,00154_3,00154_3_8,Palestinian statehood should be recognized in the United Nations.,Lack of other plan justifies UN recog of Pal statehood.,1,4.916760635547708e-06,2.6983373290660046e-09,8.528040388210063e-08,8.528040388210063e-08,4.916760635547708e-06
00154_3#00154_3_9,00154,00154_3,00154_3_9,Palestinian statehood should be recognized in the United Nations.,UN initiative fosters helpful state-to-state negotiations.,1,1.1166563495937474e-09,2.207180608259323e-09,1.1678278241025291e-09,1.1678278241025291e-09,2.207180608259323e-09
00163_11#00163_11_1,00163,00163_11,00163_11_1,Nuclear energy is justified and should be expanded.,Fear toward nuclear energy is fed by misinformation,1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_1,00163,00163_1,00163_1_1,Nuclear energy is justified and should be expanded.,New nuclear reprocessing systems reduce risks of weapons-use,1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_2,00163,00163_1,00163_1_2,Nuclear energy is justified and should be expanded.,Nuclear energy risks being diverted to nuclear weapons development,-1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_3,00163,00163_1,00163_1_3,Nuclear energy is justified and should be expanded.,Diplomacy and force should be used to counter proliferation risks of nuclear energy,1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_4,00163,00163_1,00163_1_4,Nuclear energy is justified and should be expanded.,Nuclear energy can reduce materials available for weapons-use.,1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_5,00163,00163_1,00163_1_5,Nuclear energy is justified and should be expanded.,Nuclear energy should not be banned on mere risk of weapons-use,1,0.0,0.0,0.0,0.0,0.0
00163_1#00163_1_6,00163,00163_1,00163_1_6,Nuclear energy is justified and should be expanded.,The benefits of nuclear energy are outweighed by weapons-use risks,-1,0.0,0.0,0.0,0.0,0.0
00166_2#00166_2_1,00166,00166_2,00166_2_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen is flammable and dangerous,-1,2.6077865750549986e-06,0.001018281795830472,0.000577930548486357,0.000577930548486357,0.001018281795830472
00166_2#00166_2_2,00166,00166_2,00166_2_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen in cars is less dangerous than gasoline,1,2.861718912819994e-07,0.0003706941527007278,0.0014571688529823558,0.0014571688529823558,0.0014571688529823558
00166_2#00166_2_3,00166,00166_2,00166_2_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen is non-toxic, unlike most fossil fuels.",1,1.0364176567220524e-06,0.00040469849036332665,0.0033163058278223726,0.0033163058278223726,0.0033163058278223726
00166_2#00166_2_4,00166,00166_2,00166_2_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen was not responsible for the Hindenburg explosion,1,5.162999146977332e-07,0.0006177327176699419,0.0009059592946566543,0.0009059592946566543,0.0009059592946566543
00166_2#00166_2_5,00166,00166_2,00166_2_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell containers are weak/dangerous at present.,-1,1.1292694553678145e-06,3.731850164760407e-05,4.8659751377639886e-05,4.8659751377639886e-05,4.8659751377639886e-05
00166_2#00166_2_6,00166,00166_2,00166_2_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,An accident could end the political future of hydrogen cars,-1,0.0,0.0,0.0,0.0,0.0
00198_1#00198_1_1,00198,00198_1,00198_1_1,Fish farming should be banned or severely restricted. It should not be encouraged.,Fish feel pain and should not be made to suffer,1,0.0,0.0,0.0,0.0,0.0
00198_1#00198_1_2,00198,00198_1,00198_1_2,Fish farming should be banned or severely restricted. It should not be encouraged.,Humans have a right to exploit fish however they want:,-1,0.0004418935432810994,0.012685351017833746,0.0,0.0,0.012685351017833746
00198_1#00198_1_3,00198,00198_1,00198_1_3,Fish farming should be banned or severely restricted. It should not be encouraged.,Fish do not feel pain,-1,0.0,0.0,0.0,0.0,0.0
00198_1#00198_1_4,00198,00198_1,00198_1_4,Fish farming should be banned or severely restricted. It should not be encouraged.,Humans do not have the right to subject animals to excessive suffering:,1,0.0,0.0,0.0,0.0,0.0
00198_1#00198_1_5,00198,00198_1,00198_1_5,Fish farming should be banned or severely restricted. It should not be encouraged.,"""Dominion"" makes humans stewards; no right to harm/exploit animals",1,0.0,0.0,0.0,0.0,0.0
00285_3#00285_3_1,00285,00285_3,00285_3_1,You should belong to the Democratic rather than Republican party.,Republicans are more beautiful,-1,8.232307597786077e-08,4.250013473021515e-07,9.581105914882408e-07,9.581105914882408e-07,9.581105914882408e-07
00285_3#00285_3_2,00285,00285_3,00285_3_2,You should belong to the Democratic rather than Republican party.,Democrats appreciate nuances; Republican think black/white,1,8.43975862897927e-06,1.8595714576656792e-06,0.0008608882241848149,0.0008608882241848149,0.0008608882241848149
00285_3#00285_3_3,00285,00285_3,00285_3_3,You should belong to the Democratic rather than Republican party.,Democrats tend to be more humble,1,5.4519872558014495e-06,1.721839634557759e-08,0.00023562362433083764,0.00023562362433083764,0.00023562362433083764
00285_3#00285_3_4,00285,00285_3,00285_3_4,You should belong to the Democratic rather than Republican party.,Republican are unintelligent,1,3.027263787784682e-08,1.2059215862836807e-07,3.369677260354883e-05,3.369677260354883e-05,3.369677260354883e-05
00285_3#00285_3_5,00285,00285_3,00285_3_5,You should belong to the Democratic rather than Republican party.,Democrats bad at executing their governing agenda,-1,5.378818008194839e-10,2.638844310936105e-10,1.1577592908101842e-10,1.1577592908101842e-10,5.378818008194839e-10
00285_3#00285_3_6,00285,00285_3,00285_3_6,You should belong to the Democratic rather than Republican party.,Republicans have discipline and authority of football coaches,-1,3.2878647588863385e-07,3.621826499830678e-08,3.0334793903492498e-05,3.0334793903492498e-05,3.0334793903492498e-05
00306_1#00306_1_1,00306,00306_1,00306_1_1,The Israeli security wall/barrier should be taken down.,Israels security wall was found by the ICJ to be a breach of international law in 2004:,1,0.0,0.0,0.0,0.0,0.0
00306_1#00306_1_2,00306,00306_1,00306_1_2,The Israeli security wall/barrier should be taken down.,There are numerous reasons why the ICJ opinion is not binding for Israel:,-1,2.1662022912354723e-05,7.174222114541672e-05,0.0,0.0,7.174222114541672e-05
00306_1#00306_1_3,00306,00306_1,00306_1_3,The Israeli security wall/barrier should be taken down.,"The Oslo Accord between Israel and the Palestinians says that disputes must be settled by negotiation, not by unilateral appeal to external bodies:",-1,0.0001018207712634115,2.1643120872208844e-05,0.0,0.0,0.0001018207712634115
00322_1#00322_1_1,00322,00322_1,00322_1_1,The American War on Drugs is succeeding and it should not be abandoned.,"War on Drugs is a good idea even if not ""winnable""",1,0.0,0.0,0.0,0.0,0.0
00322_1#00322_1_2,00322,00322_1,00322_1_2,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs has been effective in many places,1,0.0,0.0,0.0,0.0,0.0
00322_1#00322_1_3,00322,00322_1,00322_1_3,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs works well in concert with other programs,1,0.0,0.0,0.0,0.0,0.0
00322_1#00322_1_4,00322,00322_1,00322_1_4,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs cannot be won; drugs will always exist,-1,0.0001648234495098596,0.1123399132877898,0.0,0.0,0.1123399132877898
00322_1#00322_1_5,00322,00322_1,00322_1_5,The American War on Drugs is succeeding and it should not be abandoned.,The War on Drugs is not working,-1,2.5598887333275807e-05,0.9701243116677034,0.0,0.0,0.9701243116677034
00322_1#00322_1_6,00322,00322_1,00322_1_6,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs perpetuates a failing policy,-1,0.0,0.0,0.0,0.0,0.0
00387_10#00387_10_4,00387,00387_10,00387_10_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen is not readily available on Earth,-1,3.9749238437382106e-07,0.0016929122415489087,0.0009405429028356492,0.0009405429028356492,0.0016929122415489087
00387_10#00387_10_5,00387,00387_10,00387_10_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel is a weak energy source by volume.,-1,1.5642757038687997e-05,0.001870974395348156,0.16568649502065483,0.16568649502065483,0.16568649502065483
00387_10#00387_10_6,00387,00387_10,00387_10_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars are very expensive,-1,9.258979107308322e-07,0.0012979648204855755,0.0024713451977726626,0.0024713451977726626,0.0024713451977726626
00387_10#00387_10_7,00387,00387_10,00387_10_7,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen has more energy per weight than any other fuel.,1,3.581980954352931e-09,8.085697892958282e-07,6.28463973303107e-06,6.28463973303107e-06,6.28463973303107e-06
00387_10#00387_10_8,00387,00387_10,00387_10_8,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen can be produced by a variety of domestic resources,1,7.904989347357864e-08,1.925994637022915e-05,5.558377054740152e-05,5.558377054740152e-05,5.558377054740152e-05
00387_10#00387_10_9,00387,00387_10,00387_10_9,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen for fuel cell vehicles is very expensive,-1,6.825871192761703e-06,0.0012318794291535115,0.005533696375389673,0.005533696375389673,0.005533696375389673
00402_18#00402_18_1,00402,00402_18,00402_18_1,You should belong to the Democratic rather than Republican party.,Reps see economic factors more important than race in affirm action.,-1,1.1059674257207844e-07,1.3338890707554675e-07,2.958652679188958e-07,2.958652679188958e-07,2.958652679188958e-07
00402_18#00402_18_2,00402,00402_18,00402_18_2,You should belong to the Democratic rather than Republican party.,"Dems harm minorities through affirm action, welfare",-1,0.0,0.0,0.0,0.0,0.0
00402_18#00402_18_3,00402,00402_18,00402_18_3,You should belong to the Democratic rather than Republican party.,Democrats wrongly bash Republican minorities,-1,1.8143980982413327e-08,1.9545396649926208e-08,1.7579163116261267e-06,1.7579163116261267e-06,1.7579163116261267e-06
00402_20#00402_20_1,00402,00402_20,00402_20_1,You should belong to the Democratic rather than Republican party.,Most Democrats believe torture is always unjust.,1,3.418992918472948e-07,2.9812723179746815e-08,4.2953710945119145e-06,4.2953710945119145e-06,4.2953710945119145e-06
00402_20#00402_20_2,00402,00402_20,00402_20_2,You should belong to the Democratic rather than Republican party.,"Some Reps believe torture can be just in ""ticking time-bomb"".",-1,6.066629043814004e-07,6.379617364698212e-06,0.00023771928904199645,0.00023771928904199645,0.00023771928904199645
00402_20#00402_20_3,00402,00402_20,00402_20_3,You should belong to the Democratic rather than Republican party.,Republicans believe in more flexible interrogation techniques.,-1,5.373417351485811e-08,5.3223852249753455e-09,2.3721150297943395e-07,2.3721150297943395e-07,2.3721150297943395e-07
00431_2#00431_2_1,00431,00431_2,00431_2_1,Women should be allowed to serve in equal combat roles in armed forces.,The modern high technology battlefield increasingly means that technical expertise and decision-making skills are more valuable than simple brute strength.,1,1.1322033818839872e-08,2.993693847412618e-09,6.302672411772281e-09,6.302672411772281e-09,1.1322033818839872e-08
00431_2#00431_2_2,00431,00431_2,00431_2_2,Women should be allowed to serve in equal combat roles in armed forces.,"While the vast proportion of jobs in the armed forces are open equally to men and women, there are some to which women are just not physically suited.",-1,2.2262710539681452e-05,0.1383225170310231,9.20539567455844e-05,9.20539567455844e-05,0.1383225170310231
