pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
01292_6#01292_6_1,01292,01292_6,01292_6_1,It is morally acceptable to experiment on animals for human purposes.,The creation of genetically modified animals for testing in immoral.,-1,0.9706262140918059,0.9775040277410544
01292_6#01292_6_2,01292,01292_6,01292_6_2,It is morally acceptable to experiment on animals for human purposes.,The genetic modification of animals need only be well regulated.,1,0.07070962188384783,0.6520004529344603
01292_7#01292_7_1,01292,01292_7,01292_7_1,It is morally acceptable to experiment on animals for human purposes.,Animal testing appropriate when there are no alternatives,1,0.08658585201273539,0.9224749402589475
01292_7#01292_7_10,01292,01292_7,01292_7_10,It is morally acceptable to experiment on animals for human purposes.,There are adequate alternatives to animal experimentation,-1,0.012859856003800954,0.957712537128493
01292_7#01292_7_4,01292,01292_7,01292_7_4,It is morally acceptable to experiment on animals for human purposes.,Alternatives are being used; animal testing is a last resort,1,0.012308746545922976,0.8846419410440847
01292_7#01292_7_5,01292,01292_7,01292_7_5,It is morally acceptable to experiment on animals for human purposes.,Cells and other surrogates cannot be used in the case of behavioral experiments (psychiatry etc.),1,0.7986885679271609,0.00882853882427387
01292_7#01292_7_7,01292,01292_7,01292_7_7,It is morally acceptable to experiment on animals for human purposes.,"Alternatives are not being used when it is not practical, which is wrong.",-1,0.8306533555068071,0.02770506566157381
01292_7#01292_7_8,01292,01292_7,01292_7_8,It is morally acceptable to experiment on animals for human purposes.,Alternatives cannot replace animal testing for certain objectives,1,0.9058952922016597,0.8603024788682017
01292_7#01292_7_9,01292,01292_7,01292_7_9,It is morally acceptable to experiment on animals for human purposes.,There is no alternative to animals in testing immunities,1,0.9704359014567695,0.012907347863864374
01292_8#01292_8_1,01292,01292_8,01292_8_1,It is morally acceptable to experiment on animals for human purposes.,Animal experiments helped advance organ transplant techniques,1,0.00300661647078781,0.21482534565474465
01292_8#01292_8_10,01292,01292_8,01292_8_10,It is morally acceptable to experiment on animals for human purposes.,Animal environments can be better controlled for research than humans,1,0.07167891954055389,0.8008535833943753
01292_8#01292_8_11,01292,01292_8,01292_8_11,It is morally acceptable to experiment on animals for human purposes.,Addiction researchers know that animals have no prior drug use,1,0.14043732332658626,0.2664096474980711
01292_8#01292_8_12,01292,01292_8,01292_8_12,It is morally acceptable to experiment on animals for human purposes.,Animal tests too infrequently lead to scientific advancements,-1,0.7453209800788259,0.019399382056429458
01292_8#01292_8_13,01292,01292_8,01292_8_13,It is morally acceptable to experiment on animals for human purposes.,Medicines tested successfully on animals can prove toxic to humans,-1,0.7155789911790117,0.7748267174067537
01292_8#01292_8_15,01292,01292_8,01292_8_15,It is morally acceptable to experiment on animals for human purposes.,Responsibly ending animal testing will not impede medical advancements.,-1,0.963782197611194,0.6312049479431073
01292_8#01292_8_16,01292,01292_8,01292_8_16,It is morally acceptable to experiment on animals for human purposes.,Animal responses to tests can be different than human responses,-1,0.006207980474945417,0.42316670160370684
01292_8#01292_8_17,01292,01292_8,01292_8_17,It is morally acceptable to experiment on animals for human purposes.,Animals are good research subjects because they are similar to humans,1,0.02006944987605449,0.9415590589612606
01292_8#01292_8_18,01292,01292_8,01292_8_18,It is morally acceptable to experiment on animals for human purposes.,"Cosmetic testing on animals is pointless, given different skin types.",-1,0.8446224514987756,0.012438212349148233
01292_8#01292_8_2,01292,01292_8,01292_8_2,It is morally acceptable to experiment on animals for human purposes.,Animal testing often entails pain and stresses that skew results,-1,0.9831202605426856,0.04139729660232155
01292_8#01292_8_20,01292,01292_8,01292_8_20,It is morally acceptable to experiment on animals for human purposes.,Animal experiments have helped develop disease vaccines,1,0.004865320989014956,0.5056643184278292
01292_8#01292_8_21,01292,01292_8,01292_8_21,It is morally acceptable to experiment on animals for human purposes.,Animal testing is important to the fight against cancer,1,0.044463537985022665,0.9494001435141796
01292_8#01292_8_4,01292,01292_8,01292_8_4,It is morally acceptable to experiment on animals for human purposes.,Drug toxicity is rarely a result of any misleading animal testing,1,0.7835381047969893,0.024961005361891605
01292_8#01292_8_5,01292,01292_8,01292_8_5,It is morally acceptable to experiment on animals for human purposes.,Animal testing has significantly improved human welfare,1,0.008808129729542282,0.9815277321047647
01292_8#01292_8_6,01292,01292_8,01292_8_6,It is morally acceptable to experiment on animals for human purposes.,Differences between humans and animals can be accounted for in tests,1,0.010546021111153067,0.708802141753335
01292_8#01292_8_7,01292,01292_8,01292_8_7,It is morally acceptable to experiment on animals for human purposes.,Animal testing has helped develop important drug treatments,1,0.005884758338647956,0.33776165694633
01292_8#01292_8_8,01292,01292_8,01292_8_8,It is morally acceptable to experiment on animals for human purposes.,Animal experimentation is important to treatments of bacterial infections,1,0.009943686267205274,0.933546648909881
01292_9#01292_9_1,01292,01292_9,01292_9_1,It is morally acceptable to experiment on animals for human purposes.,Animal testing has improved understanding of animals and their welfare.,1,0.009882289145900086,0.9723554494893673
01292_9#01292_9_2,01292,01292_9,01292_9_2,It is morally acceptable to experiment on animals for human purposes.,Humans must give consent before medicines are tested on them - animals never give consent,-1,0.7400876641398152,0.8576209176834876
01292_9#01292_9_3,01292,01292_9,01292_9_3,It is morally acceptable to experiment on animals for human purposes.,People would never want their own pets tested; why other animals?,-1,0.9659521115836055,0.025901537753873754
01290_1#01290_1_1,01290,01290_1,01290_1_1,Mountaintop removal coal mining should be banned.,MTR has general health consequences.,1,0.017170455310446933,0.016909476420549335
01290_1#01290_1_2,01290,01290_1,01290_1_2,Mountaintop removal coal mining should be banned.,Mountaintop removal very costly in premature mortality.,1,0.9262698040284078,0.020276785964921606
01290_1#01290_1_3,01290,01290_1,01290_1_3,Mountaintop removal coal mining should be banned.,Mountaintop removal harms local drinking water.,1,0.003087809696875956,0.9481902024902918
01290_2#01290_2_1,01290,01290_2,01290_2_1,Mountaintop removal coal mining should be banned.,Coal slurry left over from mountaintop removal is toxic,1,0.0031721619331029176,0.9475007459207389
01290_2#01290_2_2,01290,01290_2,01290_2_2,Mountaintop removal coal mining should be banned.,Mountaintop removal does not inherently involve valley filling.,-1,0.01381668764926913,0.8712734526180067
01290_2#01290_2_3,01290,01290_2,01290_2_3,Mountaintop removal coal mining should be banned.,MTR increases selenium levels in rivers and deforms fish,1,0.0041543778683458595,0.009667436908949327
01290_2#01290_2_4,01290,01290_2,01290_2_4,Mountaintop removal coal mining should be banned.,Mountaintop removal waste fills/destroys streams,1,0.05700268717553949,0.9455362545223095
01290_2#01290_2_5,01290,01290_2,01290_2_5,Mountaintop removal coal mining should be banned.,Valley fills often cause the flooding of communities.,1,0.008002648038035296,0.16831064820552794
01290_4#01290_4_1,01290,01290_4,01290_4_1,Mountaintop removal coal mining should be banned.,Mountain mining creates economic opportunities on flattened land,-1,0.7868460318367424,0.0067518554389655976
01290_4#01290_4_2,01290,01290_4,01290_4_2,Mountaintop removal coal mining should be banned.,Mountaintop mining can access narrow seems of coal.,-1,0.34145861396299754,0.052765676979449984
01290_4#01290_4_3,01290,01290_4,01290_4_3,Mountaintop removal coal mining should be banned.,MTR often most cost-effective means of coal extraction.,-1,0.9825386042434041,0.002369643959644802
01290_4#01290_4_4,01290,01290_4,01290_4_4,Mountaintop removal coal mining should be banned.,Mountaintop mines are almost never developed afterwords.,1,0.011608633993226048,0.5451010538352551
01290_4#01290_4_5,01290,01290_4,01290_4_5,Mountaintop removal coal mining should be banned.,"Myth that West Virginia doesn""t have enough flat land.",1,0.022884845321876107,0.023237642496833032
01290_4#01290_4_6,01290,01290_4,01290_4_6,Mountaintop removal coal mining should be banned.,Mountaintop removal often only way to develop land,-1,0.7712358805430112,0.0482202656238801
01290_4#01290_4_7,01290,01290_4,01290_4_7,Mountaintop removal coal mining should be banned.,Mountain mines offer only certain types of development,-1,0.4930039103060901,0.004421974048814052
01290_5#01290_5_1,01290,01290_5,01290_5_1,Mountaintop removal coal mining should be banned.,Burning coal emits carbon dioxide and harms climate.,1,0.0024081938926623814,0.9801339808453228
01290_5#01290_5_10,01290,01290_5,01290_5_10,Mountaintop removal coal mining should be banned.,Mountaintop removal more accurately called mountaintop development.,-1,0.15213351602891617,0.2303151179011472
01290_5#01290_5_11,01290,01290_5,01290_5_11,Mountaintop removal coal mining should be banned.,Transport trucks in mountaintop removal damage environment.,1,0.13907904520099904,0.07661482922811859
01290_5#01290_5_2,01290,01290_5,01290_5_2,Mountaintop removal coal mining should be banned.,Mined mountaintops are hardly ever reclaimed/reforested,1,0.0025035897492259322,0.7729888338620166
01290_5#01290_5_3,01290,01290_5,01290_5_3,Mountaintop removal coal mining should be banned.,Trees have difficulty gaining root in compacted backfill.,1,0.03976127460738845,0.7036057536612667
01290_5#01290_5_4,01290,01290_5,01290_5_4,Mountaintop removal coal mining should be banned.,Mountaintop removal threatens many endangered species.,1,0.0013622915711343406,0.9476236406183988
01290_5#01290_5_5,01290,01290_5,01290_5_5,Mountaintop removal coal mining should be banned.,Permits require miners to restore or adapt mines.,-1,0.4687307330311138,0.0742060502608916
01290_5#01290_5_6,01290,01290_5,01290_5_6,Mountaintop removal coal mining should be banned.,Small percentage of coal mines are open ones.,-1,0.22977176645813321,0.0528176972608652
01290_5#01290_5_7,01290,01290_5,01290_5_7,Mountaintop removal coal mining should be banned.,Trees cut for mountaintop mining are often not used.,1,0.3840476063323247,0.9086713922115878
01290_5#01290_5_8,01290,01290_5,01290_5_8,Mountaintop removal coal mining should be banned.,Mountaintop coal companies restore developed area.,-1,0.6461092011531905,0.0038818571259272507
01290_5#01290_5_9,01290,01290_5,01290_5_9,Mountaintop removal coal mining should be banned.,Mountaintop removal involves permanent deforestation,1,0.4170242834277136,0.09990564642342499
01290_6#01290_6_1,01290,01290_6,01290_6_1,Mountaintop removal coal mining should be banned.,Explosives used in mountaintop removal are dangerous/loud/etc.,1,0.004817918979669478,0.9804559393397759
01290_6#01290_6_2,01290,01290_6,01290_6_2,Mountaintop removal coal mining should be banned.,Mountaintop coal mining is critical to some regions.,-1,0.9445780798621373,0.001380503172066605
01290_6#01290_6_3,01290,01290_6,01290_6_3,Mountaintop removal coal mining should be banned.,Mountaintop removal teaches children wrong lessons on environment.,1,0.003873647532512366,0.9483695862720959
01290_6#01290_6_4,01290,01290_6,01290_6_4,Mountaintop removal coal mining should be banned.,"Mountaintop removal blasts dust into air, harming local communities.",1,0.007662610645471215,0.8956483088618837
01290_6#01290_6_5,01290,01290_6,01290_6_5,Mountaintop removal coal mining should be banned.,MTR violates principle that mountains should have tops.,1,0.061498387916120285,0.6376978882321643
01290_6#01290_6_6,01290,01290_6,01290_6_6,Mountaintop removal coal mining should be banned.,Mountaintop removal destroys recreational mountains.,1,0.0014219777984976686,0.9475700693414446
01290_6#01290_6_7,01290,01290_6,01290_6_7,Mountaintop removal coal mining should be banned.,Mountaintop mining helps communities hampered by lack of flat space.,-1,0.41022909740772595,0.4165338374321171
01290_6#01290_6_8,01290,01290_6,01290_6_8,Mountaintop removal coal mining should be banned.,MTR land better supports game animals.,-1,0.2634130773480928,0.004880648444632668
01290_7#01290_7_1,01290,01290_7,01290_7_1,Mountaintop removal coal mining should be banned.,Mountaintop mining is generally not a big job-creator.,1,0.0028695951273973973,0.23217542892692872
01290_7#01290_7_2,01290,01290_7,01290_7_2,Mountaintop removal coal mining should be banned.,Explosives/machines in mountaintop removal replace jobs,1,0.10090251717352694,0.39443425515688163
01290_7#01290_7_3,01290,01290_7,01290_7_3,Mountaintop removal coal mining should be banned.,Mountaintop coal mining is critical to some regions,-1,0.9492986351936464,0.0011788558310201426
01290_7#01290_7_4,01290,01290_7,01290_7_4,Mountaintop removal coal mining should be banned.,Holding up mountaintop removal mining costs jobs.,-1,0.9376474908232879,0.009644377007062513
01289_1#01289_1_1,01289,01289_1,01289_1_1,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans make terrorist attacks more difficult,1,0.7833598734425579,0.33284290873568023
01289_1#01289_1_2,01289,01289_1,01289_1_2,Counter-terrorism efforts should include full-body scans at airports.,Fully-body scanners reveal metallic and non-metallic items,1,0.001519452516135814,0.04169096973786189
01289_1#01289_1_3,01289,01289_1,01289_1_3,Counter-terrorism efforts should include full-body scans at airports.,Terrorists will change tactics to avoid airport scanners,-1,0.9632917615476378,0.0057023535467129
01289_1#01289_1_4,01289,01289_1,01289_1_4,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans are a valuable piece of larger strategy,1,0.0012914166477481957,0.6105341992759972
01289_1#01289_1_5,01289,01289_1,01289_1_5,Counter-terrorism efforts should include full-body scans at airports.,Scanners do not reveal things in body cavities,-1,0.4518637120345519,0.0020967407420025117
01289_1#01289_1_6,01289,01289_1,01289_1_6,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners distract from human intelligence,-1,0.9295581554155888,0.0018969310040926033
01289_1#01289_1_7,01289,01289_1,01289_1_7,Counter-terrorism efforts should include full-body scans at airports.,Scanners help reveal hidden weapons and bombs,1,0.002303932140925392,0.044973210671594786
01289_1#01289_1_8,01289,01289_1,01289_1_8,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners will slow airport security check-points.,-1,0.943005158653346,0.007174423560875256
01289_1#01289_1_9,01289,01289_1,01289_1_9,Counter-terrorism efforts should include full-body scans at airports.,Scanners do not detect low-density items very well,-1,0.9133155246943445,0.0017231818539726682
01289_2#01289_2_1,01289,01289_2,01289_2_1,Counter-terrorism efforts should include full-body scans at airports.,Airport body-scanners violate cultural sensitivities,-1,0.9720520226025254,0.004721090332588757
01289_2#01289_2_10,01289,01289_2,01289_2_10,Counter-terrorism efforts should include full-body scans at airports.,"Scanned body images are ghost-like, not pornographic",1,0.03706823371196408,0.003895096405629177
01289_2#01289_2_11,01289,01289_2,01289_2_11,Counter-terrorism efforts should include full-body scans at airports.,Scanning procedure is always optional to all passengers.,1,0.001291962215263875,0.7941949325122251
01289_2#01289_2_12,01289,01289_2,01289_2_12,Counter-terrorism efforts should include full-body scans at airports.,Outlines can be obscured to protect privacy.,1,0.0025968255755756393,0.016808695658991256
01289_2#01289_2_13,01289,01289_2,01289_2_13,Counter-terrorism efforts should include full-body scans at airports.,Privacy rights need not be sacrificed for security,-1,0.1167044515481138,0.660292539626516
01289_2#01289_2_2,01289,01289_2,01289_2_2,Counter-terrorism efforts should include full-body scans at airports.,"Some scanners use software, not eyes, to detect potential weapons.",1,0.056232799539748274,0.04065547059222114
01289_2#01289_2_3,01289,01289_2,01289_2_3,Counter-terrorism efforts should include full-body scans at airports.,Protecting life with scanners more important than privacy,1,0.0018805292225259785,0.7835547230122348
01289_2#01289_2_4,01289,01289_2,01289_2_4,Counter-terrorism efforts should include full-body scans at airports.,"Scanners can be modified so images can""t be stored",1,0.18762755594302918,0.057793034862385
01289_2#01289_2_5,01289,01289_2,01289_2_5,Counter-terrorism efforts should include full-body scans at airports.,"Full-body scanners create ""peep-show"" for screeners",-1,0.0024915864138883494,0.05936314988900283
01289_2#01289_2_6,01289,01289_2,01289_2_6,Counter-terrorism efforts should include full-body scans at airports.,Terror attack violates rights more than body scans,1,0.8873753030540549,0.01701944842624401
01289_2#01289_2_7,01289,01289_2,01289_2_7,Counter-terrorism efforts should include full-body scans at airports.,Security personnel viewing scans are in different room,1,0.0007972561142322836,0.001463344016229643
01289_2#01289_2_8,01289,01289_2,01289_2_8,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans intrude on those not suspected of crimes,-1,0.08390007387400841,0.006133022329262138
01289_2#01289_2_9,01289,01289_2,01289_2_9,Counter-terrorism efforts should include full-body scans at airports.,Body scanners at airports violate privacy,-1,0.9754255936554844,0.009486668194352463
01289_3#01289_3_1,01289,01289_3,01289_3_1,Counter-terrorism efforts should include full-body scans at airports.,Security scans of children are not pornographic,1,0.007596010582968249,0.0010337490035777382
01289_3#01289_3_2,01289,01289_3,01289_3_2,Counter-terrorism efforts should include full-body scans at airports.,Minors can be exempted from full-body scans.,1,0.9568764727032733,0.07330947624850295
01289_3#01289_3_3,01289,01289_3,01289_3_3,Counter-terrorism efforts should include full-body scans at airports.,Body scans will make many children and parents uncomfortable.,-1,0.8840381292204222,0.0026308135982741725
01289_3#01289_3_4,01289,01289_3,01289_3_4,Counter-terrorism efforts should include full-body scans at airports.,Scanners can be modified to accommodate children.,1,0.0016453969938192835,0.14823304213390967
01289_3#01289_3_5,01289,01289_3,01289_3_5,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners violate child protection laws.,-1,0.969712267295576,0.0007364425279402086
01289_4#01289_4_1,01289,01289_4,01289_4_1,Counter-terrorism efforts should include full-body scans at airports.,"Scans apply to everyone, avoid ""profiling"" with pat-downs.",1,0.8038141678406258,0.0013322926929355693
01289_4#01289_4_2,01289,01289_4,01289_4_2,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans more effectively reveal concealed weapons.,1,0.0021811271751474397,0.19042417029515793
01289_4#01289_4_3,01289,01289_4,01289_4_3,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners are less intrusive than pat-downs,1,0.960532463385487,0.00371903925260462
01289_4#01289_4_4,01289,01289_4,01289_4_4,Counter-terrorism efforts should include full-body scans at airports.,There are better alternatives to body scanners at airports,-1,0.015594318028721802,0.9727070721673625
01289_4#01289_4_5,01289,01289_4,01289_4_5,Counter-terrorism efforts should include full-body scans at airports.,"Alternatives to body scanners don""t sacrifice privacy",-1,0.1064941842468215,0.1744519293666777
01289_6#01289_6_2,01289,01289_6,01289_6_2,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans pose no more risk than x-ray machines,1,0.7614512651068077,0.04734674929437148
01289_6#01289_6_3,01289,01289_6,01289_6_3,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners pose less risk than most natural radiation.,1,0.9003120527086167,0.026087724000685826
01289_6#01289_6_4,01289,01289_6,01289_6_4,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans are well within radiation standards,1,0.00125795831193322,0.7885171057355097
01289_7#01289_7_1,01289,01289_7,01289_7_1,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners cannot replace human security staff in terms of cost-efficiency.,-1,0.9362041281734846,0.018336469615352433
01289_7#01289_7_2,01289,01289_7,01289_7_2,Counter-terrorism efforts should include full-body scans at airports.,The price of a human life is incalculable.,1,0.026268839374194965,0.0012120600940772569
01289_7#01289_7_3,01289,01289_7,01289_7_3,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners are very expensive.,-1,0.9091872720368646,0.03924203841630919
01279_1#01279_1_1,01279,01279_1,01279_1_1,The US should adopt policies to deport all illegal immigrants.,Trail of Tears demonstrates injustice of mass deportation.,-1,0.916791012084024,0.4063170291908037
01279_1#01279_1_2,01279,01279_1,01279_1_2,The US should adopt policies to deport all illegal immigrants.,Deporting illegal immigrants maintains moral goal of security.,1,0.0019476491101020716,0.9644737241685022
01279_1#01279_1_3,01279,01279_1,01279_1_3,The US should adopt policies to deport all illegal immigrants.,Deportation disrupts immigrant families,-1,0.9657515788832693,0.2501361741115347
01279_1#01279_1_4,01279,01279_1,01279_1_4,The US should adopt policies to deport all illegal immigrants.,Illegal aliens have no moral right to remain in the US,1,0.9550721774117736,0.21660290572790872
01279_1#01279_1_5,01279,01279_1,01279_1_5,The US should adopt policies to deport all illegal immigrants.,Deporting illegals not akin to expulsion of Native American.,1,0.9775693266531456,0.32308933435818715
01279_1#01279_1_6,01279,01279_1,01279_1_6,The US should adopt policies to deport all illegal immigrants.,"Illegals should be deported, not given amnesty",1,0.7506438768822498,0.9210480463258479
01279_1#01279_1_7,01279,01279_1,01279_1_7,The US should adopt policies to deport all illegal immigrants.,US can help shield illegal immigrants from hardship.,-1,0.43265489875444046,0.7117588698418823
01279_2#01279_2_1,01279,01279_2,01279_2_1,The US should adopt policies to deport all illegal immigrants.,Costs of deportation made up for by savings to taxpayers,1,0.23201176268296142,0.773540405570807
01279_2#01279_2_2,01279,01279_2,01279_2_2,The US should adopt policies to deport all illegal immigrants.,Exploiting cheap labor is no justification for allowing illegals,1,0.5459867181267878,0.32052765437352104
01279_2#01279_2_3,01279,01279_2,01279_2_3,The US should adopt policies to deport all illegal immigrants.,Illegal immigrants significantly contribute to US economy,-1,0.5664413147949495,0.7731546130193173
01279_2#01279_2_4,01279,01279_2,01279_2_4,The US should adopt policies to deport all illegal immigrants.,Deporting illegals would be economically damaging,-1,0.943606854560162,0.01617045692712016
01279_2#01279_2_5,01279,01279_2,01279_2_5,The US should adopt policies to deport all illegal immigrants.,Path to citizenship forces illegals to pay back taxes.,-1,0.06994543141450961,0.0584826425173448
01279_2#01279_2_6,01279,01279_2,01279_2_6,The US should adopt policies to deport all illegal immigrants.,Illegal immigrants crowd-out Americans for social services.,1,0.7989231467470023,0.3831117489858242
01279_2#01279_2_7,01279,01279_2,01279_2_7,The US should adopt policies to deport all illegal immigrants.,Mass deportation from US would be very expensive,-1,0.9163252480719316,0.10512461564819092
01279_3#01279_3_1,01279,01279_3,01279_3_1,The US should adopt policies to deport all illegal immigrants.,"Angering hispanics should not stop enforcing law, deporting illegals.",1,0.8990991008115319,0.3196769855589483
01279_3#01279_3_2,01279,01279_3,01279_3_2,The US should adopt policies to deport all illegal immigrants.,Democrats oppose deporting illegals because they are potential voters.,1,0.9564572107771765,0.028392692018747587
01279_4#01279_4_1,01279,01279_4,01279_4_1,The US should adopt policies to deport all illegal immigrants.,No past administration engaged in full deportation campaign,-1,0.037672168804202516,0.15772598631508677
01279_4#01279_4_2,01279,01279_4,01279_4_2,The US should adopt policies to deport all illegal immigrants.,Mass deportation has been successful in the past,1,0.06952268353322683,0.9159272667981887
01279_4#01279_4_3,01279,01279_4,01279_4_3,The US should adopt policies to deport all illegal immigrants.,No past administration deported close to 13 million illegals,-1,0.0036674953849793954,0.002933268676638801
01279_5#01279_5_1,01279,01279_5,01279_5_1,The US should adopt policies to deport all illegal immigrants.,Each illegal immigrant has to be arrested/deported individually.,-1,0.5290763330435476,0.42521349615386184
01279_5#01279_5_2,01279,01279_5,01279_5_2,The US should adopt policies to deport all illegal immigrants.,Deporting 13 million illegal immigrants is not possible,-1,0.0071439336511307785,0.003683673911351469
01279_5#01279_5_3,01279,01279_5,01279_5_3,The US should adopt policies to deport all illegal immigrants.,Deportation is not feasible; legalization is only option,-1,0.9664000697639717,0.6052755476646702
01279_5#01279_5_4,01279,01279_5,01279_5_4,The US should adopt policies to deport all illegal immigrants.,Path to citizenship is more difficult than deportation,1,0.9660442546112872,0.2506031067568935
01279_5#01279_5_5,01279,01279_5,01279_5_5,The US should adopt policies to deport all illegal immigrants.,Deporting illegal immigrants in smaller numbers is feasible,1,0.002987644088212339,0.9655658758693154
01279_5#01279_5_6,01279,01279_5,01279_5_6,The US should adopt policies to deport all illegal immigrants.,Feasible to deport illegals; lack of will is only problem,1,0.5530181105862322,0.3229367975080478
01279_5#01279_5_7,01279,01279_5,01279_5_7,The US should adopt policies to deport all illegal immigrants.,Illegal aliens can be compelled to leave on their own,1,0.18894290285045812,0.4181096880740794
01279_5#01279_5_8,01279,01279_5,01279_5_8,The US should adopt policies to deport all illegal immigrants.,US is capable of deporting all illegal immigrants,1,0.3935337448954745,0.9914535158580873
01279_5#01279_5_9,01279,01279_5,01279_5_9,The US should adopt policies to deport all illegal immigrants.,General statements in favor of deporting illegals from the US,1,0.7284402434742268,0.5818399331025894
01279_7#01279_7_1,01279,01279_7,01279_7_1,The US should adopt policies to deport all illegal immigrants.,The right to free movement only applies w/in borders.,1,0.006079955572767553,0.4967712036195059
01279_7#01279_7_2,01279,01279_7,01279_7_2,The US should adopt policies to deport all illegal immigrants.,Freedom of movement is an unalienable human right.,-1,0.005429309102122407,0.21520041364140793
01279_8#01279_8_1,01279,01279_8,01279_8_1,The US should adopt policies to deport all illegal immigrants.,Americans oppose the deportation of all illegal immigrants.,-1,0.9889221114207768,0.6159102974500053
01279_8#01279_8_2,01279,01279_8,01279_8_2,The US should adopt policies to deport all illegal immigrants.,Some polls find Americans support deporting illegals.,1,0.5398248808598252,0.9727349742914378
01239_10#01239_10_1,01239,01239_10,01239_10_1,Electric cars should be a priority in plans to fight global warming.,Electric cars require less maintenance than gasoline vehicles.,1,0.9735990457573016,0.004768203944291544
01239_10#01239_10_2,01239,01239_10,01239_10_2,Electric cars should be a priority in plans to fight global warming.,Regenerative braking systems reduce break-pedal wear and tear.,1,0.15142664625930516,0.015204686094867434
01239_10#01239_10_3,01239,01239_10,01239_10_3,Electric cars should be a priority in plans to fight global warming.,Electric car batteries all must be replaced eventually.,-1,0.9361183689932254,0.02049664705087905
01239_1#01239_1_1,01239,01239_1,01239_1_1,Electric cars should be a priority in plans to fight global warming.,Electric car power and speed can be precisely controlled.,1,0.0009029057659293144,0.9578030615897476
01239_1#01239_1_2,01239,01239_1,01239_1_2,Electric cars should be a priority in plans to fight global warming.,Electric vehicles have a limited range.,-1,0.05383079705859347,0.16913128205440578
01239_1#01239_1_3,01239,01239_1,01239_1_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles vibrate less for a smoother ride.,1,0.8983606992960449,0.02053301402500629
01239_1#01239_1_4,01239,01239_1,01239_1_4,Electric cars should be a priority in plans to fight global warming.,Electric vehicles take a long time to recharge.,-1,0.01229904439960096,0.5448667940481696
01239_1#01239_1_5,01239,01239_1,01239_1_5,Electric cars should be a priority in plans to fight global warming.,Electric cars can accelerate faster than gasoline cars.,1,0.0031566372275762195,0.9131192056684769
01239_2#01239_2_1,01239,01239_2,01239_2_1,Electric cars should be a priority in plans to fight global warming.,New electric car batteries allow for charging in minutes.,1,0.0008841425561584282,0.918418967798062
01239_2#01239_2_2,01239,01239_2,01239_2_2,Electric cars should be a priority in plans to fight global warming.,Electric car battery technology and costs are improving rapidly.,1,0.0023838643857947875,0.9511814384670688
01239_2#01239_2_3,01239,01239_2,01239_2_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles need not be able to quickly recharge.,1,0.9860550855443752,0.0008154757485727896
01239_2#01239_2_4,01239,01239_2,01239_2_4,Electric cars should be a priority in plans to fight global warming.,Few utilities can support widespread quick-charging,-1,0.305850778648699,0.019671363299875507
01239_2#01239_2_5,01239,01239_2,01239_2_5,Electric cars should be a priority in plans to fight global warming.,It takes too long to recharge electric vehicles.,-1,0.9036346875986164,0.011302919779493771
01239_2#01239_2_6,01239,01239_2,01239_2_6,Electric cars should be a priority in plans to fight global warming.,Electric vehicles can recharge everywhere the electric grid exists.,1,0.003401262562823859,0.8049730934915171
01239_2#01239_2_7,01239,01239_2,01239_2_7,Electric cars should be a priority in plans to fight global warming.,Not safe to let citizens do electric car quick-charging,-1,0.9380025866118568,0.0011811201165513221
01239_3#01239_3_1,01239,01239_3,01239_3_1,Electric cars should be a priority in plans to fight global warming.,Lighter electric cars can be more vulnerable in collisions.,-1,0.02034055632039502,0.7595928321013975
01239_3#01239_3_2,01239,01239_3,01239_3_2,Electric cars should be a priority in plans to fight global warming.,Silent electric cars can be a safety hazard.,-1,0.49607379118246114,0.026574689454545167
01239_3#01239_3_3,01239,01239_3,01239_3_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles produce less noise than internal combustion engines.,1,0.1960608546763231,0.3945378540541978
01239_3#01239_3_4,01239,01239_3,01239_3_4,Electric cars should be a priority in plans to fight global warming.,Regenerative braking systems reduce braking dusts.,1,0.02071371078844644,0.030026029408849603
01239_4#01239_4_1,01239,01239_4,01239_4_1,Electric cars should be a priority in plans to fight global warming.,Hybrid vehicles do not overburden the electric grid.,-1,0.7894649862792452,0.45486782178210017
01239_4#01239_4_2,01239,01239_4,01239_4_2,Electric cars should be a priority in plans to fight global warming.,Electric cars fight global warming better than hybrids.,1,0.10404113760458174,0.9753811287461582
01239_5#01239_5_1,01239,01239_5,01239_5_1,Electric cars should be a priority in plans to fight global warming.,Electric cars can utilize existing grid,1,0.00192602195914168,0.8672671917163438
