pairid,argid,propid_to,propid_from,text_to,text_from,relation
00537_3#00537_3_14,00537,00537_3,00537_3_14,The Second Amendment does confer an individual right to bear arms.,2nd amendment cannot offer a right to form a militia when Congress can disarm it,-1
00537_3#00537_3_15,00537,00537_3,00537_3_15,The Second Amendment does confer an individual right to bear arms.,An individual right to bear arms helps protect against domestic tyranny,1
00537_3#00537_3_16,00537,00537_3,00537_3_16,The Second Amendment does confer an individual right to bear arms.,"If the militia clause is antiquated, than an individual right to arms is all that is left.",1
00537_3#00537_3_17,00537,00537_3,00537_3_17,The Second Amendment does confer an individual right to bear arms.,The idea of a militia protecting against domestic tyranny is a myth,-1
00537_3#00537_3_2,00537,00537_3,00537_3_2,The Second Amendment does confer an individual right to bear arms.,"In modern America, the right to bear arms still helps check government power",1
00537_3#00537_3_3,00537,00537_3,00537_3_3,The Second Amendment does confer an individual right to bear arms.,"In order to form a militia, citizens require guns and a right to own them",1
00537_3#00537_3_4,00537,00537_3,00537_3_4,The Second Amendment does confer an individual right to bear arms.,2nd amendment secures equally the right of the militia and the individual to arms.,1
00537_3#00537_3_5,00537,00537_3,00537_3_5,The Second Amendment does confer an individual right to bear arms.,The 2nd amendment protects the ability to form a militia not the ongoing existence of one.,1
00537_3#00537_3_7,00537,00537_3,00537_3_7,The Second Amendment does confer an individual right to bear arms.,No US citizens are in a militia and so none have a right to keep and bear arms,-1
00537_3#00537_3_8,00537,00537_3,00537_3_8,The Second Amendment does confer an individual right to bear arms.,The individual right to form a militia has been eliminated in America,-1
00570_4#00570_4_1,00570,00570_4,00570_4_1,The superdelegate system in the United States is sound.,"Superdelegates are more ""in touch"" with issues/voters than delegates",1
00570_4#00570_4_10,00570,00570_4,00570_4_10,The superdelegate system in the United States is sound.,Risks of undemocratic primaries are demonstrated by 1968 elections,-1
00570_4#00570_4_11,00570,00570_4,00570_4_11,The superdelegate system in the United States is sound.,Superdelegates are inappropriate following democracy-snubbing Bush era,-1
00570_4#00570_4_12,00570,00570_4,00570_4_12,The superdelegate system in the United States is sound.,"""Undemocratic"" superdelegates are only 20% of total number of delegates.",1
00570_4#00570_4_13,00570,00570_4,00570_4_13,The superdelegate system in the United States is sound.,Superdelegates strike a nerve after 2000 Bush-Gore elections,-1
00570_4#00570_4_14,00570,00570_4,00570_4_14,The superdelegate system in the United States is sound.,How superdelegates should vote with popular will is unclear,1
00570_4#00570_4_15,00570,00570_4,00570_4_15,The superdelegate system in the United States is sound.,Superdelegates provide greater mainstream party representation,1
00570_4#00570_4_16,00570,00570_4,00570_4_16,The superdelegate system in the United States is sound.,Superdelegates would be meaningless if they had to vote with electorate.,1
00570_4#00570_4_17,00570,00570_4,00570_4_17,The superdelegate system in the United States is sound.,Superdelegates were not elected or appointed to elect presidential nominee,-1
00570_4#00570_4_18,00570,00570_4,00570_4_18,The superdelegate system in the United States is sound.,Superdelegates are wrongly committing before voting is done,-1
00570_4#00570_4_19,00570,00570_4,00570_4_19,The superdelegate system in the United States is sound.,Superdelegates have too much power relative to ordinary voters,-1
00570_4#00570_4_2,00570,00570_4,00570_4_2,The superdelegate system in the United States is sound.,Superdelegates have the peoples interests at heart,1
00570_4#00570_4_20,00570,00570_4,00570_4_20,The superdelegate system in the United States is sound.,Superdelegates are representative since most are democratically elected.,1
00570_4#00570_4_3,00570,00570_4,00570_4_3,The superdelegate system in the United States is sound.,The US superdelegate system is undemocratic,-1
00570_4#00570_4_4,00570,00570_4,00570_4_4,The superdelegate system in the United States is sound.,Primaries are largely the internal affairs of political parties,1
00570_4#00570_4_5,00570,00570_4,00570_4_5,The superdelegate system in the United States is sound.,Superdelegates should follow the will of the voters,-1
00570_4#00570_4_6,00570,00570_4,00570_4_6,The superdelegate system in the United States is sound.,Superdelegates represent old era of closed-door politics.,-1
00570_4#00570_4_7,00570,00570_4,00570_4_7,The superdelegate system in the United States is sound.,Primary elections need not be fully democratic,1
00570_4#00570_4_8,00570,00570_4,00570_4_8,The superdelegate system in the United States is sound.,Superdelegates violate the principal of one person one vote,-1
00570_4#00570_4_9,00570,00570_4,00570_4_9,The superdelegate system in the United States is sound.,Voters should be fully empowered to choose primary nominee.,-1
00603_14#00603_14_1,00603,00603_14,00603_14_1,Libertarianism is a sound political philosophy.,"People have full rights to their property that governments can""t deprive",1
00603_14#00603_14_2,00603,00603_14,00603_14_2,Libertarianism is a sound political philosophy.,"Liberal democracies should ensure a degree of ""equality of outcome""",-1
00603_14#00603_14_3,00603,00603_14,00603_14_3,Libertarianism is a sound political philosophy.,Society must collectively own many form of property through government,-1
00603_2#00603_2_1,00603,00603_2,00603_2_1,Libertarianism is a sound political philosophy.,People can be trusted to make right environmental choices,1
00603_2#00603_2_2,00603,00603_2,00603_2_2,Libertarianism is a sound political philosophy.,Many left forms of Libertarianism call for environmental protections.,1
00603_2#00603_2_3,00603,00603_2,00603_2_3,Libertarianism is a sound political philosophy.,Libertarianism would allow individuals to own and destroy the environment,-1
00603_2#00603_2_4,00603,00603_2,00603_2_4,Libertarianism is a sound political philosophy.,Individuals have the right to appropriate natural resources.,1
00691_2#00691_2_11,00691,00691_2,00691_2_11,A 700 mile fence on the US-Mexico border is justified.,Migration Policy Institute (nonpartisan),-1
00691_2#00691_2_14,00691,00691_2,00691_2_14,A 700 mile fence on the US-Mexico border is justified.,"You Don""t Speak for Me",1
00691_2#00691_2_18,00691,00691_2,00691_2_18,A 700 mile fence on the US-Mexico border is justified.,The Minuteman Project,1
00691_2#00691_2_19,00691,00691_2,00691_2_19,A 700 mile fence on the US-Mexico border is justified.,Weneedafence.com,1
00691_2#00691_2_6,00691,00691_2,00691_2_6,A 700 mile fence on the US-Mexico border is justified.,Federation for American Immigration Reform FAIR,1
00767_9#00767_9_1,00767,00767_9,00767_9_1,"Big, liberal government is better than small, conservative government.",Govt bureaucrats pursue more power to advance careers.,-1
00767_9#00767_9_2,00767,00767_9,00767_9_2,"Big, liberal government is better than small, conservative government.",Big government weakens local associations,-1
00767_9#00767_9_3,00767,00767_9,00767_9_3,"Big, liberal government is better than small, conservative government.",Government has no inherent interest in expansion,1
00767_9#00767_9_4,00767,00767_9,00767_9_4,"Big, liberal government is better than small, conservative government.",Govt growth results mainly from citizens demanding it,1
00767_9#00767_9_5,00767,00767_9,00767_9_5,"Big, liberal government is better than small, conservative government.",Big government tends to grow even bigger,-1
00793_3#00793_3_1,00793,00793_3,00793_3_1,The US is justified in unilaterally striking targets in Pakistan.,The situation with Pakistan is globally non unique.,-1
00793_3#00793_3_2,00793,00793_3,00793_3_2,The US is justified in unilaterally striking targets in Pakistan.,Pakistans government will never fall into the hands of extremists.,-1
00793_3#00793_3_3,00793,00793_3,00793_3_3,The US is justified in unilaterally striking targets in Pakistan.,Weapons could fall into the hands of extremists.,1
00793_3#00793_3_4,00793,00793_3,00793_3_4,The US is justified in unilaterally striking targets in Pakistan.,Nuclear Weapons are safe.,-1
00793_3#00793_3_5,00793,00793_3,00793_3_5,The US is justified in unilaterally striking targets in Pakistan.,What if extremists come into power?,1
00817_1#00817_1_1,00817,00817_1,00817_1_1,Education vouchers are good public policy.,Vouchers improve choice/access despite private school right to deny,1
00817_1#00817_1_2,00817,00817_1,00817_1_2,Education vouchers are good public policy.,"Poor often can""t afford private schools, even with vouchers",-1
00817_1#00817_1_3,00817,00817_1,00817_1_3,Education vouchers are good public policy.,New Zealands education vouchers worked.,1
00817_1#00817_1_4,00817,00817_1,00817_1_4,Education vouchers are good public policy.,Students choice of public schools can be improved without vouchers.,-1
00817_1#00817_1_5,00817,00817_1,00817_1_5,Education vouchers are good public policy.,Students/parents with vouchers make better choices than bureaucrats.,1
00817_1#00817_1_6,00817,00817_1,00817_1_6,Education vouchers are good public policy.,Vouchers lack choice as private schools can exclude students,-1
00817_1#00817_1_7,00817,00817_1,00817_1_7,Education vouchers are good public policy.,"By giving parents a choice, vouchers engage parents more.",1
00817_1#00817_1_8,00817,00817_1,00817_1_8,Education vouchers are good public policy.,Vouchers honor right of parents/students to choose school,1
00833_2#00833_2_1,00833,00833_2,00833_2_1,Covenant marriages are a good idea.,"Covenant marriage is essentially a religious concept, which means that its legal stature would threaten the notion of separation of church and state.",-1
00833_2#00833_2_2,00833,00833_2,00833_2_2,Covenant marriages are a good idea.,"No one is going to be forced to have a covenant marriage, but it should be available to people as a choice.",1
00833_2#00833_2_3,00833,00833_2,00833_2_3,Covenant marriages are a good idea.,"If covenant marriage is given legal status, it will rapidly become a forced norm.",-1
00865_3#00865_3_1,00865,00865_3,00865_3_1,The 2009 US economic stimulus package is a good plan to combat recession.,Spending provides more economic stimulus than tax cuts,1
00865_3#00865_3_2,00865,00865_3,00865_3_2,The 2009 US economic stimulus package is a good plan to combat recession.,Americans voted for progressive thinking of 2009 US stimulus,1
00865_3#00865_3_3,00865,00865_3,00865_3_3,The 2009 US economic stimulus package is a good plan to combat recession.,Tax cuts provide better economic stimulus than spending,-1
00875_2#00875_2_1,00875,00875_2,00875_2_1,Googles decision to stop censoring results in China was justified.,Google should not bend ethics to be in China,1
00875_2#00875_2_2,00875,00875_2,00875_2_2,Googles decision to stop censoring results in China was justified.,Ethical for Google to offer censored alternative to Chinese Baidu,-1
00875_2#00875_2_3,00875,00875_2,00875_2_3,Googles decision to stop censoring results in China was justified.,Google left China only for business reasons,-1
00875_2#00875_2_4,00875,00875_2,00875_2_4,Googles decision to stop censoring results in China was justified.,Benefits of Google staying in China outweigh costs.,-1
00875_2#00875_2_5,00875,00875_2,00875_2_5,Googles decision to stop censoring results in China was justified.,"Googles decision in China was mostly ethics, not business",1
01101_5#01101_5_1,01101,01101_5,01101_5_1,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto emission targets are not flexible to needs of different countries,-1
01101_5#01101_5_2,01101,01101_5,01101_5_2,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto Protocol violates national sovereignty and controls.,-1
01101_5#01101_5_3,01101,01101_5,01101_5_3,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Countries must work together under Kyoto to combat global warming,1
00016_13#00016_13_1,00016,00016_13,00016_13_1,Medical marijuana dispensaries are a good idea.,"Due to low addiction rates, marijuana is good for medical use.",1
00016_13#00016_13_2,00016,00016_13,00016_13_2,Medical marijuana dispensaries are a good idea.,Marijuana is not addictive,1
00016_13#00016_13_3,00016,00016_13,00016_13_3,Medical marijuana dispensaries are a good idea.,Marijuana is addictive,-1
00016_13#00016_13_4,00016,00016_13,00016_13_4,Medical marijuana dispensaries are a good idea.,Repeated use of marijuana leads to psychological cravings for it.,-1
00112_11#00112_11_1,00112,00112_11,00112_11_1,"That on balance, the No Child Left Behind Act of 2001. has improved academic achievement in the United States.",NCLB flexibly allows disabled to take separate exams,1
00112_11#00112_11_2,00112,00112_11,00112_11_2,"That on balance, the No Child Left Behind Act of 2001. has improved academic achievement in the United States.",No Child Left Behind subjects disabled to same test standards.,-1
00112_11#00112_11_3,00112,00112_11,00112_11_3,"That on balance, the No Child Left Behind Act of 2001. has improved academic achievement in the United States.",NCLB ensures disabled students are not left behind,1
00230_8#00230_8_1,00230,00230_8,00230_8_1,Charter schools are a good idea and in New Orleans.,Entrepreneurs exploit corrupt officials to create charter schools,-1
00230_8#00230_8_10,00230,00230_8,00230_8_10,Charter schools are a good idea and in New Orleans.,Regulations restrict charter schools and their competitiveness,1
00230_8#00230_8_2,00230,00230_8,00230_8_2,Charter schools are a good idea and in New Orleans.,Public schools are cushioned from enrollment losses to charter schools,1
00230_8#00230_8_3,00230,00230_8,00230_8_3,Charter schools are a good idea and in New Orleans.,Funded charter schools are not in open market competition,-1
00230_8#00230_8_4,00230,00230_8,00230_8_4,Charter schools are a good idea and in New Orleans.,Charter schools are damaging private schools,-1
00230_8#00230_8_5,00230,00230_8,00230_8_5,Charter schools are a good idea and in New Orleans.,Charter schools stimulate competition to enroll students,1
00230_8#00230_8_6,00230,00230_8,00230_8_6,Charter schools are a good idea and in New Orleans.,Charter schools compete with and threaten public schools,-1
00230_8#00230_8_7,00230,00230_8,00230_8_7,Charter schools are a good idea and in New Orleans.,Charter schools can destroy valuable neighborhood schools,-1
00230_8#00230_8_8,00230,00230_8,00230_8_8,Charter schools are a good idea and in New Orleans.,"Schools are not like businesses; can""t just let bad ones die",-1
00230_8#00230_8_9,00230,00230_8,00230_8_9,Charter schools are a good idea and in New Orleans.,Charter schools spur competition that forces all schools to improve,1
00246_11#00246_11_1,00246,00246_11,00246_11_1,The farming and consumption of veal is acceptable.,Modern veal producers follow strict regulations on humane treatment,1
00246_11#00246_11_2,00246,00246_11,00246_11_2,The farming and consumption of veal is acceptable.,"If humane practices are not being followed, than regulations can be improved.",1
00246_11#00246_11_3,00246,00246_11,00246_11_3,The farming and consumption of veal is acceptable.,Veal calves are kept in tortuous conditions,-1
00246_11#00246_11_4,00246,00246_11,00246_11_4,The farming and consumption of veal is acceptable.,A ban on veal farming would provide an important boost to animal rights.,-1
00246_11#00246_11_5,00246,00246_11,00246_11_5,The farming and consumption of veal is acceptable.,Veal farming is inherently abusive to calves to meet market demands,-1
00246_11#00246_11_6,00246,00246_11,00246_11_6,The farming and consumption of veal is acceptable.,Anything which involves murdering animals is cruel .,-1
00465_5#00465_5_1,00465,00465_5,00465_5_1,The Nobel Peace Prize is in the right hands of Barack Obama.,"Obama only campaigned in 2008, year for which he received Peace Prize.",-1
00465_5#00465_5_2,00465,00465_5,00465_5_2,The Nobel Peace Prize is in the right hands of Barack Obama.,Barack Obama has not accomplished enough to warrant peace prize.,-1
00465_5#00465_5_3,00465,00465_5,00465_5_3,The Nobel Peace Prize is in the right hands of Barack Obama.,Obamas re-engagement on issues of global peace justify Peace Prize.,1
00465_5#00465_5_4,00465,00465_5,00465_5_4,The Nobel Peace Prize is in the right hands of Barack Obama.,Obama won Peace Prize only because hes not Bush.,-1
00465_5#00465_5_5,00465,00465_5,00465_5_5,The Nobel Peace Prize is in the right hands of Barack Obama.,No person did more for peace in 2008 than Barack Obama.,1
00465_5#00465_5_6,00465,00465_5,00465_5_6,The Nobel Peace Prize is in the right hands of Barack Obama.,"Nobel prize is given for year-long, not lifetime, achievements.",1
00465_5#00465_5_7,00465,00465_5,00465_5_7,The Nobel Peace Prize is in the right hands of Barack Obama.,Barack Obamas strong rhetoric does not deserve peace prize.,-1
00496_1#00496_1_2,00496,00496_1,00496_1_2,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Importance of cluster bombs against threats makes a ban infeasible,-1
00496_1#00496_1_3,00496,00496_1,00496_1_3,An international ban on cluster bombs is justified. The US was not wrong to reject it.,A cluster bomb ban is worthless with so many non-signatories,-1
00544_4#00544_4_1,00544,00544_4,00544_4_1,Beauty contests are harmful.,"Banning beauty contests eliminates the joy to participants, audience.",1
00544_4#00544_4_2,00544,00544_4,00544_4_2,Beauty contests are harmful.,Beauty pageants not sexist if women eager to participate.,1
00544_4#00544_4_3,00544,00544_4,00544_4_3,Beauty contests are harmful.,Beauty contests put undue pressure on being beautiful.,-1
00544_4#00544_4_5,00544,00544_4,00544_4_5,Beauty contests are harmful.,Beauty contests let women better their lot in life.,1
00544_4#00544_4_6,00544,00544_4,00544_4_6,Beauty contests are harmful.,Beauty pageants are used as scholarship funds.,1
00544_4#00544_4_7,00544,00544_4,00544_4_7,Beauty contests are harmful.,Being judged on beauty no different than on academics.,1
00632_4#00632_4_1,00632,00632_4,00632_4_1,Open primaries are a good idea.,Open primaries favor new candidates over establishment.,1
00632_4#00632_4_2,00632,00632_4,00632_4_2,Open primaries are a good idea.,Parties like closed primaries because extremes help fundraising,1
00632_4#00632_4_3,00632,00632_4,00632_4_3,Open primaries are a good idea.,Open primary cost barrier diminishes prospects for outsider candidates,-1
00632_4#00632_4_4,00632,00632_4,00632_4_4,Open primaries are a good idea.,Open primaries favor best candidate over party affiliation,1
00632_4#00632_4_5,00632,00632_4,00632_4_5,Open primaries are a good idea.,Open primaries allow nominations inconsistent with party views,-1
00632_4#00632_4_6,00632,00632_4,00632_4_6,Open primaries are a good idea.,Open primaries free candidates from party affiliations.,1
00632_4#00632_4_7,00632,00632_4,00632_4_7,Open primaries are a good idea.,Open primaries diminish value of party influence,-1
00645_12#00645_12_1,00645,00645_12,00645_12_1,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,New technology makes offshore drilling safer than ever,1
00645_12#00645_12_10,00645,00645_12,00645_12_10,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Noise from offshore drilling can harm sea animals,-1
00645_12#00645_12_11,00645,00645_12,00645_12_11,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Transporting offshore oil to shores by ship has environmental costs.,-1
00645_12#00645_12_12,00645,00645_12,00645_12_12,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,New technology will never eliminate offshore oil leaks/spills,-1
00645_12#00645_12_13,00645,00645_12,00645_12_13,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling has a very strong environmental record,1
00645_12#00645_12_14,00645,00645_12,00645_12_14,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Transporting offshore oil by pipeline carries environmental risks.,-1
00645_12#00645_12_15,00645,00645_12,00645_12_15,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Banning offshore drilling forces dangerous tanker transport,1
00645_12#00645_12_16,00645,00645_12,00645_12_16,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling fluids release toxic chemicals into oceans,-1
00645_12#00645_12_17,00645,00645_12,00645_12_17,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,"Offshore oil involves leaks, spills, environmental damage",-1
00645_12#00645_12_2,00645,00645_12,00645_12_2,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Environmentally-friendly nations allow offshore drilling,1
00645_12#00645_12_3,00645,00645_12,00645_12_3,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling only adds more C02 to atmosphere,-1
00645_12#00645_12_4,00645,00645_12,00645_12_4,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,The environmental footprint of offshore drilling is negligible,1
00645_12#00645_12_5,00645,00645_12,00645_12_5,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Directional drilling allows a single well to tap massive reservoirs,1
00645_12#00645_12_6,00645,00645_12,00645_12_6,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling ban is an important environmental symbol,-1
00645_12#00645_12_7,00645,00645_12,00645_12_7,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,"The three Ds: oil rigs drill, drain and devastate.",-1
00645_12#00645_12_8,00645,00645_12,00645_12_8,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling can be coupled with efficiency policies,1
00645_12#00645_12_9,00645,00645_12,00645_12_9,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,"If drilling is safe at current sites, why not expand it?",1
00695_16#00695_16_1,00695,00695_16,00695_16_1,The death penalty is justified.,Opposition to executions is not about sympathizing with murderers,-1
00695_16#00695_16_10,00695,00695_16,00695_16_10,The death penalty is justified.,Death is more compassionate than life in prison,1
00695_16#00695_16_2,00695,00695_16,00695_16_2,The death penalty is justified.,The state does not honor the victim by emulating the murderer,-1
00695_16#00695_16_3,00695,00695_16,00695_16_3,The death penalty is justified.,Capital punishment is void of compassion,-1
00695_16#00695_16_4,00695,00695_16,00695_16_4,The death penalty is justified.,Capital punishment does not allow for repenting as life imprisonment does,-1
00695_16#00695_16_5,00695,00695_16,00695_16_5,The death penalty is justified.,The death penalty best fosters repentance,1
00695_16#00695_16_6,00695,00695_16,00695_16_6,The death penalty is justified.,Capital punishment best prepares an evil soul for the after life,1
00695_16#00695_16_7,00695,00695_16,00695_16_7,The death penalty is justified.,The executed are not deprived of everything; they keep their souls.,1
00695_16#00695_16_8,00695,00695_16,00695_16_8,The death penalty is justified.,Capital punishment is compassionate to the victims,1
00695_16#00695_16_9,00695,00695_16,00695_16_9,The death penalty is justified.,Only love can conquer hatred and murderous acts,-1
00729_2#00729_2_1,00729,00729_2,00729_2_1,The French ban on Muslim veils in public buildings is justified.,Wearing the traditional veil is part of Muslim religious practice.,-1
00729_2#00729_2_2,00729,00729_2,00729_2_2,The French ban on Muslim veils in public buildings is justified.,Another Dimension:,-1
00729_2#00729_2_3,00729,00729_2,00729_2_3,The French ban on Muslim veils in public buildings is justified.,The ban only applies in public buildings.,1
00729_2#00729_2_4,00729,00729_2,00729_2_4,The French ban on Muslim veils in public buildings is justified.,France has a very low Muslim population.,1
00729_2#00729_2_5,00729,00729_2,00729_2_5,The French ban on Muslim veils in public buildings is justified.,"If Muslims don""t like French policy on the veil, they can move elsewhere.",1
00729_2#00729_2_6,00729,00729_2,00729_2_6,The French ban on Muslim veils in public buildings is justified.,A ban on veils only applies in public spaces.,1
00773_3#00773_3_1,00773,00773_3,00773_3_1,It is justifiable for protesters and activists to break the law for the sake of their cause.,Violent civil disobedience can never be justified.,-1
00773_3#00773_3_2,00773,00773_3,00773_3_2,It is justifiable for protesters and activists to break the law for the sake of their cause.,Conflict with authority gives power and exposure to protests,1
00773_3#00773_3_3,00773,00773_3,00773_3_3,It is justifiable for protesters and activists to break the law for the sake of their cause.,Violence can be a means to bringing attention to a cause.,1
00788_2#00788_2_1,00788,00788_2,00788_2_1,Merit-based pay for teachers is a good idea.,Merit pay focuses teachers on measures over their passion,-1
00788_2#00788_2_2,00788,00788_2,00788_2_2,Merit-based pay for teachers is a good idea.,Merit pay undercuts valuable cooperation between teachers,-1
00788_2#00788_2_3,00788,00788_2,00788_2_3,Merit-based pay for teachers is a good idea.,Merit-based pay helps attract and keep quality teachers,1
00788_2#00788_2_4,00788,00788_2,00788_2_4,Merit-based pay for teachers is a good idea.,Merit-pay helps attract teachers where there are shortages,1
00788_2#00788_2_5,00788,00788_2,00788_2_5,Merit-based pay for teachers is a good idea.,Merit pay discourages teaching disadvantaged students,-1
00880_5#00880_5_1,00880,00880_5,00880_5_1,WikiLeaks release of US diplomatic cables is good.,WikiLeaks release is rooted in anarchist objectives.,-1
00880_5#00880_5_10,00880,00880_5,00880_5_10,WikiLeaks release of US diplomatic cables is good.,WikiLeaks leaks lack democratic principles of consent.,-1
00880_5#00880_5_11,00880,00880_5,00880_5_11,WikiLeaks release of US diplomatic cables is good.,WikiLeaks helps journalists do job and check govt,1
00880_5#00880_5_12,00880,00880_5,00880_5_12,WikiLeaks release of US diplomatic cables is good.,WikiLeaks release is an assault on global democracy,-1
00880_5#00880_5_13,00880,00880_5,00880_5_13,WikiLeaks release of US diplomatic cables is good.,WikiLeaks can avoid pressure govts level on journalism.,1
00880_5#00880_5_2,00880,00880_5,00880_5_2,WikiLeaks release of US diplomatic cables is good.,"WikiLeaks not about transparency, but damaging US",-1
00880_5#00880_5_3,00880,00880_5,00880_5_3,WikiLeaks release of US diplomatic cables is good.,WikiLeaks has none of the transparency it espouses.,-1
00880_5#00880_5_4,00880,00880_5,00880_5_4,WikiLeaks release of US diplomatic cables is good.,"Transparency is important, but not in case of diplomacy.",-1
00880_5#00880_5_5,00880,00880_5,00880_5_5,WikiLeaks release of US diplomatic cables is good.,WikiLeaks helps expose wasteful/equivocal top secret world.,1
00880_5#00880_5_6,00880,00880_5,00880_5_6,WikiLeaks release of US diplomatic cables is good.,WikiLeaks aids transparency and accountability,1
00880_5#00880_5_7,00880,00880_5,00880_5_7,WikiLeaks release of US diplomatic cables is good.,WikiLeaks serves public by revealing actual US policy,1
00880_5#00880_5_8,00880,00880_5,00880_5_8,WikiLeaks release of US diplomatic cables is good.,WikiLeaks can be exploited by regimes unfriendly to democracy.,-1
00880_5#00880_5_9,00880,00880_5,00880_5_9,WikiLeaks release of US diplomatic cables is good.,"WikiLeaks decreases diplomatic frankness, undermines public debate.",-1
00924_5#00924_5_1,00924,00924_5,00924_5_1,Wave power is good.,Wave power is too inconsistent,-1
00924_5#00924_5_2,00924,00924_5,00924_5_2,Wave power is good.,Waves pack potent energy compared to other renewables,1
00924_5#00924_5_3,00924,00924_5,00924_5_3,Wave power is good.,Wave power is more consistent than other renewables.,1
00924_5#00924_5_4,00924,00924_5,00924_5_4,Wave power is good.,Wave power can contribute a significant amount of energy.,1
00924_5#00924_5_5,00924,00924_5,00924_5_5,Wave power is good.,"Wave power is young, years behind other renewables",-1
00925_7#00925_7_1,00925,00925_7,00925_7_1,The New Start nuclear arms reduction treaty is a good idea.,New START important to Russian cooperation on missile defense.,1
00925_7#00925_7_2,00925,00925_7,00925_7_2,The New Start nuclear arms reduction treaty is a good idea.,New START Treaty preserves deployment of missile defenses.,1
00925_7#00925_7_3,00925,00925_7,00925_7_3,The New Start nuclear arms reduction treaty is a good idea.,New START restricts US missile defense options,-1
00925_7#00925_7_4,00925,00925_7,00925_7_4,The New Start nuclear arms reduction treaty is a good idea.,New START does not move US to defense posture.,-1
01002_2#01002_2_2,01002,01002_2,01002_2_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel need not work with the illegitimate Hamas regime,1
01002_2#01002_2_3,01002,01002_2,01002_2_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas was democratically elected; Israel must make peace with them,-1
01002_2#01002_2_4,01002,01002_2,01002_2_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli attacks may force Hamas to accept a more durable ceasefire,1
01002_2#01002_2_5,01002,01002_2,01002_2_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli strikes ignore history; no military solution with Palestinians,-1
01002_2#01002_2_6,01002,01002_2,01002_2_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Defeating Hamas is key to long-term Israeli/Palestinian solution,1
01002_2#01002_2_7,01002,01002_2,01002_2_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israeli attacks in Gaza undermine peace process, long-term security",-1
01002_6#01002_6_1,01002,01002_6,01002_6_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Precision Israel attacks were never possible in crowded Gaza,-1
01002_6#01002_6_10,01002,01002_6,01002_6_10,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Civilians were killed because Hamas locates rockets amid civilians,1
01002_6#01002_6_11,01002,01002_6,01002_6_11,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel killed an unacceptable number of civilians in Gaza,-1
01002_6#01002_6_12,01002,01002_6,01002_6_12,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels use of white phosphorous in Gaza was a humanitarian crime.,-1
01002_6#01002_6_13,01002,01002_6,01002_6_13,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israels right to self-defense does not justify mass murder,-1
01002_6#01002_6_14,01002,01002_6,01002_6_14,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli precision strikes sought to minimize civilian deaths,1
01002_6#01002_6_15,01002,01002_6,01002_6_15,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel caused civilian suffering to create opposition to Hamas,-1
01002_6#01002_6_16,01002,01002_6,01002_6_16,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel took action to minimize humanitarian crisis in Gaza,1
01002_6#01002_6_2,01002,01002_6,01002_6_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel had to respond to public will and attack Gaza,1
01002_6#01002_6_3,01002,01002_6,01002_6_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel put troops in harms way to minimize civilian casualties,1
01002_6#01002_6_4,01002,01002_6,01002_6_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,All Israelis serve in military; Hamas rockets have military target.,-1
01002_6#01002_6_5,01002,01002_6,01002_6_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has fewer deaths because of warning systems and hospitals,1
